review,true_label,pred_label,confidence
لم أستطع إكمال هذه الرواية ،، حقيقة لم أجد فيها أي شيء مميز ،,0,0,0.873
كبداية . أحسن اختيار الأسم ، مميز جداً ! لكن كأسلوب . أحسها سواليف ما تدخل المزاج ! ككتاب ناقد للظواهر . جيد جداً ! لكن تقييمي من حيث الإفاده . فما طلعت إلا بمقال واحد ! :/ لا يقارن ابدا ببيكاسو وستاربكس ، كنت اعتقد انهم بمستوى بعض ! رآيتينغ؟ ما اعتقد يستحق أكثر من ثلاث نجوم,0,0,0.973
""" يوماً ما . سيتضح كل شيء في عقلك "" الجهل يعمي أبصارنا ويضللها . أبها البشر الفانون . افتحوا أعينكم !! الكتاب استفدت منه أدبياً أكثر من الفائدة العلمية . لأنه ببساطة يتحدث عن الانجيل .",0,2,0.643
خذلتنى يا دكتور يوسف فى هذه الرواية لولا صياغاتك الادبية الممتازة وقليلاً من المعلومات التاريخية بين ثنايا السطور هنا وهناك لخرجت من هذه الرواية صفر اليديين مطل وتطويل رهيييييييييب .شعرت حقاً أن الدكتور يوسف لا يعلم الهدف الحقيقى من وراء الرواية تلك فأن كانت تتحدث عن فتح مصر فلم يأتى ذكره إلا فى الصفحات الأُخر ؟ وإن كانت بطلتها ومحورها فى الاحداث هي مارية فأغرقنا بتفاصيل لا شأن بها عن مارية وحياة مارية وحدها ما يزيد عن ال100 صفحة لو حذفوا لما تأثرت الاحداث وان كان بطلها النبطي كما أعلن .فلم أشعر به بطلاً فلم أجد إطاراًُ عاماً أو عنوان عريض تهدف الرواية إلى توصيله بعكس عزازيل المفعمة بالاحداث والمعلومات والتشويق وكل شئ لولا اللغة الأدبية الراقية للدكتور ما استحقت منى الرواية أكثر من نجمة واحدة,0,1,0.997
أكره القصيدة العمودية,0,1,0.987
أقرأ النسخة المُعربة لـ رؤوف شبايك,0,2,0.767
"تعليقى لن يعجب كل معجبى أحمد حلمى, و لكن هذا ما أملاه على ضميرى. الكتاب تافه و عقيم لأبعد الحدود, لم يقدم جديد لى فى اى شىء, أسلوب ساذج جداّ و مقالات فى منتهى السخافة, طفل فى الصف الأول الأعدادى يستطيع أن يكتب بهذه الطريقة, طريقة ساذجة جداً قى مط الكلام!, ده الشىء الوحيد الذى فعله, مط الكلام ليس اكثر و لا أقل ! مضيعة للوقت بكل ما تحمل الكلمة من معنى, و أسف اقولك يا أستاذ أحمد, حمار مين قال لك تكتب؟! هذا رأى الشخصى. ِشكراً.",0,1,0.997
كنت متوقعه انها هتبقي افضل من كده من قرايتي لتراب الماس وفرتيجو اللي حبتهم جدا كان عندي حماس اقرا لاحمد مراد تاني وكنت عندي فضول رهيب وانا بقرا روايه الفيل الازرق بس اتصدمت وانا بقراها بتفاصيلها الممله ونهايتها السخيفه رأيي المتواضع ان الروايه ضعيفه وممله لدرجه ممله :),0,1,0.918
يعني مرات يفسر الآيات حرفيا و مرات يفسرها مجازيا. حسب مزاجه ولن أتكلم عن استحقار صديقه المزعوم هذا الذي صوره على أنه كتلة من الغباء والخبث,0,1,0.988
بروباجندا زيادة عن اللاااااااااااازم اعذرونى يمكن انا مش رومانسية بس انا حسيت ان دماغى وقفت وانا بقراها مفيش حاجة افكر فيها القصة كلها محورها قصة حب فكرتنى بافلام العربى الابيض والاسود والافورة اللى فيها,0,0,0.883
مقدرتش أكملها ليه ؟؟ كرهتها وكرهت اسلوبها وكآبتها,0,1,0.985
هذه هي المرة الأولى التي أقرأ فيها لبثينة العيسى، وأستطيع القول بأن فيه من البساطة ما يجعلني أتذكر قصص الأطفال وأصنفه تحت مظلتها، تمنيت لو كان مختلفًا. أكثر نضجًا. متأكدة من أن بثينة لديها الكثير وقدمت الأكثر ولكنني أخطأت في الاختيار كأول إصدار أقرأه لها.,0,1,0.6
رواية عزازيل كانت طفرة في قلم يوسف زيدان لن تتكرر النجمتين للمعلومات التي حووتها الرواية ليس الا,0,1,0.915
الكتاب في مُجمله رائع رغم بساطته ، و يحتوي على لفتات تستحق التوقف والتأمل . هناك بعض من المواضيع الرائعة و المُلهمة مثل : النمطيون ،الحب والهدية ، التصالح مع الذات ، علّمت نفسي ، الفيسبكيون ، العبيد الجدد ، مع باولو كويلو هذا الكتاب جميل للمبتدئين بالقراءة .فهو خفيف ومُمتع,0,0,0.991
كنت مستمتعا أثناء قراءة الكتاب، لكني لا أنصح بقراءته. المؤلف يسمو في مواضع ويخفق في مواضع. من أهم ما تجب معرفته قبل قراءة الكتاب كون المؤلف معجبا بالسفسطائية وناقما على المنطق الأرسطوطاليسي . أجمل مواضع الكتاب هي حين يتكلم المؤلف عن ظاهرة اجتماعية حين أن هذا هو تخصص المؤلف,0,0,0.951
"أنا أول مرة أقرأ لـ د/أحمد خالد توفيق وللأسف معجبتنيش الرواية اطلاقاً من أول صفحة لآخر صفحة ايه الهدف أو الحكمة من جمع كل مساوئ المجتمع المصري في رواية واحدة !! ايه الحكمة في النهاية دي .يعني عصام بطل القصة طلع بيحلم !!! اه هي كل النمازج دي موجودة عفاف.وحسين.وابراهيم.ومراد.وعباس.وصلاح وحماصة كمان! بس سرد الاحداث كان في قمة السوء .فعلا قمة اللخبطة مفيهاش اي تشويق وانتقاء الألفاظ وانتقاء الايحاءات المقززة لأي انسان ! انا فعلاً كنت متقززة و قرفانة جداً من القصة و الكلام اللي فيها وكملتها علشان اعرف النهاية النهاية ان عفاف حياتها تتلخص في خمس كلمات السنجة السيجا السبحة السرنجة السرجة يا سلام!! نهاية مآساوية لكل الأبطال .ليه اختار مجموعة ناس عايشة حياة مآساوية و مهلكة ويبقي ليهم كلهم نفس النهايات المآساوية حتي في الكلام عن الثورة و التحرير هل يعقل ان شخصية سطحية زي عفاف كل تفكيرها انها ""تلاقي عريس"" فجأة هيبقي هدفها الثورة و البلد هل يعقل ان واحد زي ""حسين"" اوشك ع الانتحار و ارتكاب جريمة قتل هينزل التحرير اه أيام الثورة ناس كتير نزلت من مختلف الطبقات و الأماكن بس مش من ساكني ""دحديرة الشناوي"" أكيد",0,1,0.997
نفسي اقول لمحمد علوان كفايه كفايه استحى على وجهك ترا ذنب المراهقين والقراء بصفه عامه في رقبك راعي الله فيما تكتب انت تملك اسلوب كتابي جميل لماذا لاتوضفه فيما يرضي الله لاتصف ان الزنا امر عادي بل هو جريمه لماذا تتحدث عنه كأمر عادي لماذا لماذا تشوه صوره الادب السعودي انت وامثالك خف علينا شوي مو كل روايه لازم تذكر فيها هالشيء قرفت قرفت وكرهت الرويات هذي اللي توسخنا وتلوثنا وتضرنا اكثر من تنفعنا,0,1,0.996
ممممممممممممم حلوة ، فيها حب و دراما و صوفية ، بس العملية زادت عن الحد و اخرها يفقع المرارة ( قال : الحب ) لا يا شيخ,0,1,0.833
لفتني الى الكتاب عنوانه المثير . وعندما بدات به تبين انه من النوع الخفيف، يمكنني القول بان عنوان الكتاب تجاري الى حد ما . الكتاب كان اشبه بالمراجعة السريعةلما كنت قد قراته مسبقا في كتب التنمية البشرية، مع ذلك فلدي تحفظات عديدة على بعض افكار الكتاب، وهناك افكار اخرى اعجبتني، منها : - لايجب أن نهتم.,0,0,0.802
لم استسيغ نزار فى شعر الفصحى اعتقد هوا فى الشعر الحر اكثر ابداعا,0,0,0.851
جميل، ولكن لم يطربني فاروق كثيرًا للاسف، كما ان بعض العبارات الدينية لم استسغها أبدًا .,0,1,0.798
كان ممكن اديلو نجمتين زيادة لو كنت قريته و انا عاوز اقراه ، مش مفروض عليا اقراه زي ما حصل في ثانوية عامة :/ أسلوبه حلو جدا و متمكن من لغته جداً ،، الباقي مقدرش احكم لأن نظام الثانوية عامة كرهني في الكتاب :/,0,1,0.879
أظن أن أحلام قد أفلست,0,2,0.4
كئيبة !,0,1,0.991
مش اليى توقعته خلاص .!!,0,1,0.731
"قرأتي كانت بدافع فضول , لكن فعلا ميلان مبهر , بأسلوب خفيف يفاجئك بفلسفة عميقة تقييمي السلبي ربما بحق الرواية , لكونها مشبعة بتفاصيل مقرفة .!",0,1,0.753
أول كتاب أقرأه لزكي نجيب . صراحة ماكان بالمستوى اللي توقعته . من الاشياء اللي ما عجبتني اسلوب كلامه عن نفسه بثقه زايدة ويكرر المدح طريقة تفكيره وهذا شي مايعجبني ! وايضا اسلوب كتابته في هذا الكتاب ليست سلسه بل مملة وفيها من التشابيه كمية يخليها نقطة سلبية في الكتاب ! لكن الكتاب فيه بعض الافكار الحلوة مثل : المؤمن بلا اخلاق هو مؤمن ناقص . فكمال الايمان يستوجب انعكاس الصفات الالهية (الكرم - العفو - الرحمة الخ ) - كما ان الماء والتراب والمواد المعدنية التي تكون الانسان ليس من الممكن ان تكون انسان . فالانسان هو في تمازج هذه العناصر مع الروح ! كذلك شخصية الانسان وحياته لايحكم عليها من عناصرها وانما من المزيج النهائي - لانحتاج لنشر مفهوم الفكرة فقط وانما نحتاج لفهمها وتبسيطها الى خطوات عملية نطالب بها - اللغة اكثر من مجرد قالب للفكرة وانما الفكرة هي اللغة التي تخرج بها ! لذلك وضوح المفهوم اللغوي مهم لوضوح اللغة والنقاش حولها ومن ثم محاولة الاتفاق وتطبيق الفكرة ( عاد كثير هذي النقطة) وبس ( :,0,2,0.575
الكتاب لا يحمل جديد لا من ناحية الأسلوب أو الموضوع. علق على مواضيع في المجتمع العربي و لكنه اكتفى بذكرها ثم الانطلاق تكلفات لغوية و اسهاب في الحديث، لا يقدم و ليوْخر.,0,1,0.713
كتاب يتكلم فيه الكاتب عن أصوله في مسقط رأسه لبنان,0,2,0.89
رحمك الله ياصاحب الظلال الحياة معك فى ظلال القران لاتساوية حياة,0,0,0.954
ربما أعاود استكمال قراءته في وقت لاحق . :) لكن بالمختصر قصة سردها جميل لكن أحداثها غير منطقية واستصعبت تقبلها .,0,2,0.484
-به كم كبير من الجرئة الزائد الغير مطلوبة و في غير السياق القصصي ولا تعبر عن ابداع اطلاقاً -كثرة الابطال مما يؤدي الي التشتت احياناً من تداخل الاحداث وعدم تتابعها -عامل التشويق ممناز الي حد بعيد,0,1,0.881
ربما هذا اول كتاب أضعه على الرف بدون أن أكمل قرائته وبدون أن أنوي ذلك عادة ما اجبر نفسي على إكمال قراءة الكتاب مهما كان . لكنني لم أستطع هذه المرة مع هذا الكتاب في مقدمة الكتاب حديث عن ان الادارة الامريكية حرصت على ان يكون مع كل جندي امريكي نسخة من الكتاب في حرب الخليج وان الشركات اليابانية حريصة على تدريس مبادئ هذا الكتاب لموظفيها وكلام آخر يجعلك تتشوق للإطلاع على مبادئ بقيت راسخة آلاف السنين ومتناقلة قرأت ثلثي الكتاب تقريبا ولا أدري كيف يمكن تطبيق هذه المبادئ خارج إطار الحروب والمعارك ولا ادري إن كانت هذه المعلومات والمهارات البدائية مازلت مفيدة كنت استمع للنسخة الصوتية من الكتاب من موقع شبايك,0,1,0.933
لا أعلم هل الترجمة هي السيئة أم الكتاب نفسه، مع إني أحب الكتب التاريخية والسير الذاتية إلا أن هذا الكتاب ماقدرت أكمل 200 صفحة منه!,0,0,0.862
"ليس من عادتي إلقاء الكتب ولكن هذه الرواية تشكل أزمة كاتب مع هويته ومع نفسه. الرواية عبارة عن مقال طويل يجسد أزمة علاء الأسواني ذاته، معضلته الفكرية محت الرؤية الأدبية. علاءالأسواني هو أديب الرواية الوحيدة ""عمارة يعقوبيان""، ولهذا توقف عند هذه المرحلة وربما كانت شيكاجو تجسده توقفه الأدبي بحق. من يريد أن يقرأعمل أدبي حقيقي عن العلاقة بين الشرق والغرب أنصحه أن يقرأ ""موسم الهجرة للشمال"" أو ""عناق على جسر بروكلين"" ليعرف الفرق بين الغوص في عمق القضية وتقعيرها.",0,1,0.677
قرأته قبل فترة طويييلة و لم أعد أذكر ما فيه!,0,1,0.542
أعتقد أن العسيلي بالقلم أقل إمتاعا من العسيلي بالمكيرفون,0,1,0.443
سيرة ذاتية لكاتب تعلّم كيف يقرأ ويكتب متأخراً وقد يكون هذا السبب هو من جعل كتابة بذيء بشكل يصعب فية التعايش مع الاسى الطاغي على طفولتة !,0,1,0.992
خذلني الدكتور أحمد؛ لا استمتعت ولا ارتعبت ولا بلا بلا,0,1,0.99
الرواية بسيطة جداً في لغتها و سردها كما لا يخلو أسلوبها من التواءات و تناقضات! أشعر أن شعبية الرواية و انتشارها وراءها حملة إعلامية قوية دعمتها أسماء ثقيلة على الساحة، ربما يرجع ذلك لعلاقات أسرة المؤلفة التي لا تفتقر إلى النفوذ!,0,2,0.577
"أن تزغزغ أحدهم: هو أن تنتزع منه الضحك عنوة وهو في أغلب الأوقات لا يريد ذلك ذلك ما حاول د.أحمد أن يفعل هنا وفي أغلب الأوقات لم أضحك فعلاً ولكنها ظلت محاولة تبعثك ع الضيق مثل الزغزغة بالفعل ., أياً ما كان هذا فأنا لم أحبه ولم أكرهه . ولكني راودني الهاجس الشهير لنجاح الكتاب: هل يستحق أن أشتريه لأحتفظ به مثلما أفعل مع كتب كثيرة فرأتها ثم إقتنيتها؟ . -- الإجابة: لا هو لا يستحق . إذن هو لم يرتقي لأن يعيش طويلاً في نظري .لم يعجبني من الممكن جداً أن تضحك وليس هذا بمدلول عن نجاح الكاتب . ه ذا الضحك هو كثير الشبه بالحكايات التي نسمعها من أصدقائنا على المقاهي دون أن يكون لأحدهم ثقافة كاتب أو راوي ميزته الوحيده: أنه ينتهي سريعاً",0,1,0.818
عبده خال في هذه الرواية . عرض بعض الصور الواقعية في خلف الكواليس التي ربما لا تتاح الفرصة للفرد العادي أن يطلع عليها دون أن يكون حقاً قد مر بتجربة مشابهه . على الرغم من ذلك ومع الغموض الذي حاول عبده خال إلصاقه بشخصية سيد القصر . إلا أن ذلك بالنسبة لي لم يعطي المزيد من الحماسة في قراءة رواية تحدثت بإسهاب عن المغامرات الجنسية والشذوذ الجنسي على شكل ومضات في حياة بعض أفراده والتي برأيي شكلت واحداً من نقاط ضعف الرواية حيث عرضتها بصورة غير متحفظة وأيضاً غير مترابطة فبدت بالنسبة لي وكأنما الراوي حاول زج تلك الأحداث عنوة لتبدو كمشهد يحفز دافعية القاريء لمواصلة قرائته . لم أرى فيها الكثير وسمعت أنها نال عليها جائزة البوكر العربية . برأيي أنها لا تستحق ذلك على الأقل هذا ما رأيته,0,1,0.588
"بالرغم من أني قرأتها بسرعة إلا أنها في الحقيقة خيبت كل آمالي وتوقعاتي عنها ماذا يريد ""علي بدر"" من هذه الرواية؟؟ أيريد أن يسخر من الفلاسفة والأدباء والمثقفين؟!! لا أعتقد أنه قد نجح في ذلك ! ا جاءت الرواية مشحونة بتفاصيل مملة، تجعلك تود فقط أن تنهيها لتعرف وماذا بعد . . ولا عجب أن حازت وتحوز على الجوائز، وأن أعجبت الكثيرين ، فيبدو أن الاختلاف غدا سمة سـائدة ومسيطرة :) . أعتقد أنها ستمنعني عن علي بدر لفترة . تذكرت الآن الفيلم القصير الذي يحكي عن رجل كان يسير في قريته بحمار، وكلما مر على جماعة سألوه بكم اشتريت هذا الحمار ما أجمله ما أروعه، وكان لا يرد عليهم ، ثم يمر على آخرين فيسألونه من أين اشتريت هذا الحمار ما أجمله ما أروعه، فلا يرد عليهم ، وهكذا، وهكذا . حتى ينهي الفيلم :) . إذا كان سؤال الوجود شيئًا ذا قيمة، فإن العبث الذي صنعه علي بدر هنا ـ فيما أرى ـ بلا قيمة مطلقًا . خلاااااص بقى قول ما عجبتكش وخلاااص حاضر . . طبعًا لا يفتوني في هذا المقام أن أقول منه لله اللي كان السبب :)",0,1,0.995
افكار بسيطة لكن مهمة. لم يعجبني كثيرا ربما لان اغلب محتواه بالنسبه لي كان بديهي لكنه كتاب جيد عموما يجمع فيه السباعي تأملاته عن الحياة والدين,0,0,0.713
"ملخص الكتاب , هو مجموعة تعليقات وافيهات على افلام السينما كتاب خفيف ومهوش اي اضافة , لايلصح الا لتسلية الوقت في رحلة مصيف مثلا او في المواصلات ولا يقرأ الا مره واحده كبعض الافلام التي لا تشاعد الا مره واحده له مني نجمة واحده لا أكثر",0,2,0.733
الرواية مملة وفيها حكي و هرس و هلوسة كتير بطريقة مستفزة حوالي ٢٠٠ صفحة من الهلوسة ممكن نشيلهم خالص باختصار خسارة الوقت اللي ضاع في قرائتها و خسارة ال ٣٥ جنية,0,1,0.993
- لُغتها هُنا جميلة ولكنها سوداويّة جدًا وكئيبة .,0,0,0.763
محمد عمارة أمر من السحر :),0,2,0.764
مممممم مش عارف أوصف رأيي في الرواية هي زي اللي قبلها يوتوبيا هتسيب جواك شوية مشاعر سلبية أجاد دكتور أحمد في جمع كل هذه الشخصيات مع إظهار عمق شخصياتهم و بدون تسطيح في رواية واحدة أحيانا ممكن تتوه لكن بصورة قليلة لا تتناسب مع كثرة الشخصيات و دي براعة من دكتور أحمد مشكلة الرواية إن مفيش عقدة محددة ، مجرد سرد أحداث و ممكن تاخد منها قيمة في الآخر ، هي أقرب لمجموعة خواطر و كمان ما عجبنيش كثرة البهارات الجنسية على غير عادة دكتور أحمد إجمالا الرواية مقبولة و إن كانت لا تباري يوتوبيا و ما وصلتش لتوقعاتي بالمناسبة ، الغلاف من تصميم المبدع أحمد مراد ، تصميم روعة,0,0,0.539
مش زى ماكنت متصوره,0,1,0.519
قرأتها بترجمة حافظ إبراهيم التي قتلت القصة,0,1,0.898
"كتب ومشاهير بقى وبتاع . انا بحب حلمي وقرأت المقالات قبل مايحولها لكتاب لكن حقيقة الأمر إنها مش تستحق تبقى في كتاب أوي يعني, لكن يلا بقى الشروق وعمايلها",0,0,0.723
"رواية جميلة, وذات عمق أدبي ولكني ظلمتها بمقارنتها بسقف الكفاية. تمنيت لو احضى بمس تنقل بالواقع.",0,1,0.984
تنظيم الكتاب سئ جدا و هو مجرد تجميع للمقالات باسلوب بدائي بدون اي اضافه او ترتيب او حتي مجهود في انهم يكتبوا ايه الاحداث او وضع البلد وقت المقاله ديه و ده بيخلي القارئ تايه فيه .,0,1,0.992
القصة شديدة التشويق حتي أني أنهيتها في يوم واحد، رسم الشخصيات و الأماكن أكثر من رائع، مع مجهود واضح في البحث عن المعلومات التي تشكل أحد أساسيات القصة. و لكن للأسف الرواية مغرقة في المشاهد و التفاصيل الجنسية بشكل كان يمكن تجاوز أكثر من نصفه دون إخلال بالرواية. لولا هذا لأعطيتها تقيما أعلي من هذا بكثير في القصة عامل هام هو أنها إحترافية بشكل يزيل الكثير من العفوية. علي سبيل المثال البطل يفشل في منتصف الرواية قبل أن ينجح في آخرها، هذا أسلوب مضمون لإكتساب تعاطف القاريء، أسلوب إحترافي متكرر في كل الأفلام تقريباً إلا أنه أعاطاني إنطباع بإلإصطناع. نفس الشيء يمكن أن يقال عن علاقات البطل بزملاؤه و المريض الذي وقع تحت يديه. فيها درجة هائلة من التعقيد و الصراع الذي يعطي إنطباعاً بإحتراف كتابة الأحداث علي النمط الهليودي إلا أنه يزيل قابلية تصديق القصة أو التعاطف مع أحداثها للشعور بأن كل هذه الأشياء لا يمكن أن تجتمع في مكان أو زمن أو مع شخص واحد. بالإضافة لهذا فإني لكي أتعاطف مع البطل فإني علي الأقل يجب أن أشعر أنه يقصد شكل من أشكال الخير، و لكن أحمد مراد رسم شخصية تعيش في المجتمع المصري المتلزم المحافظ إلا أنها تشرب الخمر مثل الماء، تزني بإنتظام و تتناول جميع أنواع المخدرات تقريباً دون أدني تأنيب من ضمير أو محاولة تغير و لهذا فإني لم أتعاطف معها معظم الرواية، بل كان دافعي لمتابعة القراءة هو تشابك الأحداث و تشويقها فقط.,0,2,0.563
مملـــــة,0,2,0.554
كتاب جيد وخفيف. في الحقيقة أجد ان كتابات خالد في تويتر أفضل بمراحل من كتاباته في هذا الكتاب :),0,0,0.991
مبدئياً هو مش زى تراب الماس يعنى مش مسلسل عربى لغاية جزء معين توقعت ان شريف يطلع هو العيان وساعتها كانت هتبقى برضه قصه مالهاش ا لازمه انما انه يوجها لمنحنى السحر كانت حاجه عجيبه خصوصاً مع الكلام اللى ع الغلاف اللى بيقول انه قعد سنتين يدرس فى كواليس هذا العالم الغريب اتمنى ان الكاتب دلوقتى يكون قادر على قراءة لغه الجسد بالاضافه لعمل بعض السحر والعزايم للأسف اضعت وقتى فى قراءة الكتاب,0,1,0.82
من الأولى كتابا له. فليته يقرأ,0,2,0.808
جميل -عمومًا- ولطيف، لكن فيه تكرار، وتفاوت في المستوى.,0,0,0.989
نجمتان للحديث الجميل عن إبراهيم الكوني,0,0,0.795
وصايا متفرقة . بسيطة الصياغة ، بعضها منقول. وبعضها يستحق الإشادة . والبعض بعيد عن الواقع . حينًا ينبذ المثالية . وحينًا يوصي بأقصى درجاتها ! الكتاب سيروق لعشاق الاقتباسات والجمل القصيرة في المواضيع المتفرقة.,0,0,0.84
"الكتاب بسيط. وقصته ربما تحدث فى المستقبل القريب جدا رؤية تشاؤمية لمستقبل مصر. لكنها محتملة أسلوب أحمد خالد توفيق شيق كالعادة، ومبسط لكن مشكلته فى هذه الرواية بالذات أنه تعامل معها كروايات مصرية للجيب. ""فى السريع وإدلق"" لم أشعر بمحاولة الكاتب فى التأنى والكتابة بتروى وعمق كرر الكثير والكثير من الجم.",0,0,0.645
هناك ما هو أهم من الصياغة والأسلوب السردي الساحر . إنه الحدث ومضمون الرواية .,0,2,0.899
لطيف جداً ومسلي. لا يقدم شيئا جديداً لكن يذكرك بما تعرف وبشكل مبتكر.,0,0,0.906
السبب اللي خلاني اقراها هو كثرة الناس اللي قرتها حسيت كل ما ادخل صفحات و كذا القاها وحماس البعض لها ، خلصتها بيومين و احمد ربي انها كانت نسخه اليكترونيه لان تقييمي لها نجمتين للاسلوب الادبي الجميل فيها ، الرواية عاطفيييه جمان تحب عزيز التقت فيه بمقهى ، تصوير جمان بانها هشششه جدا ما عجبني و ماتتعلم من اخطائها ابدًا ! و احس المبادئ شي صعب الواحد يتخلى عنها لكن بالرواية أُظهرت بشكل عادي جدا ، عزيز جذااااب بس احمممممممممق بشكل كبير و متعجرف جدا ، لكن المشكلة الكبرى و الزبده هي بان جمان وقعت في حبه و هنا يتجسد المثل ـ الحب عذاب ـ *الله لا يعذبنا* و جمان حبته و تعلقت فيه بشكل كبير ، عموما الرواية كقصه عادية و مباااالغ فيها و و مصوره انه الاشياء و العلاقات اللي فيها عاديه جدا و هي اككبر خطا! اكثر شي عجبني الاسلوب الادبي و مقتطفات كثير حلوه . اللي يقراها لازم يكون عااقل جدًا لانها تخلي الغلط عادي!,0,1,0.926
لا يستحق القراءه .,0,1,0.574
"مقتطفات من كتاب رحلتي من الشك إلى الإيمان للكاتب مصطفى محمود --------- العقل معذور في إسرافه إذ يرى نفسه واقفا على هرم هائل من المنجزات و إذ يرى نفسه مانحا للحضارة بما فيها من صناعة و كهرباء و صواريخ و طائرات و غواصات و إذ يرى نفسه قد اقتحم البر و البحر و الجو و الماء و ما تحت الماء . فتصور نفسه القادر على كل شيء و زج نفسه في كل شيء و أقام نفسه حاكم ا على ما يعلم و ما لا يعلم -------- و تعلمت ما تعلمت في كتب الطب . النظرة العلمية . و أنه لا يصح إقامة حكم بدون حيثيات من الواقع و شواهد من الحس . و أن العلم يبدأ من المحسوس و المنظور و الملموس و أن العلم ذاته هو عملية جمع شواهد و استخراج قوانين . و ما لا يقع تحت الحس فهو في النظرة العلمية غير موجود . و أن الغيب لا حساب له في الحكم العلمي --------- كلمة العدم و كلمة الوجود تجريديات ذهنية كالصفر , و اللانهاية لا يصح أن نخلط بينها و بين الواقع الملموس المتعين , و الكون الكائن المحدد أمام الحواس . --------- إن العلم الحق لم يكن أبدا مناقضا للدين بل إنه دال عليه مؤكد بمعناه -------- حينما نطبع من الكتاب طبعة ثانية فإننا لا نطبع صفحة أو فصلا , و إنما نطبعه كله في أصوله ليصدر ك له في أصوله . و هكذا يكون بعث الروح ككل بكل فصولها و أصولها كما تنبت البذرة من ظلام الأرض حاوية لكل إمكانيات الفروع و الأوراق و الثمار . ------- التفاضل بين وجود ووجود يعلو عليه و يحكمه هو الإثبات الواقعي الذي يقودنا إلى الروح كحقيقة عالية متجاوزة للجسد و حاكمة عليه و ليست ذيلا و تابعا تموت بموته -------- لا يمكن أن تدرك الحركة و أنت تتحرك معها في الفلك نفسه . و إنما لا بد لك من عتبة خارجية تقف عليها لترصدها -------- كل منا يستطيع أن يحس بداخله حالة حضور و ديمومة و امتثال و شخوص و كينونة حاضرة دائما و مغايرة تماما للوجود المادي المتغير المتقلب النابض مع الزمن خارجه -------- المركز الذي تدور حوله أحداثنا الدنيوية الزمنية و هو شاخص في مكانه لا يتحرك و لا ينصرم له وجود . -------- الله لا يلزم أحدا بخطيئة و لا يقهره على شر . و إنما كل واحد يتصرف على وفاق طبيعته الداخلية فعله هو ذاته . و ليس في ذلك أي معنى من معاني الجبر . لأن هذه الطبيعة الداخلية هي التي نسميها أحيانا الضمير و أحيانا السريرة و أحيانا الفؤاد و يسميها الله (( السر )) . ------- النفس عالية على الجسد متعالية عليه و أنها من جوهر مفارق لجوهر ------- لا أحد أعرف بحال نفسك من نفسك ذاتها ------- لنصغي إلى صوت نفوسنا و همس بصائرنا في إخلاص شديد دون محاولة تشويه ذلك الصوت البكر بحبائل المنطق و شراك الحجج ------- إن الفوضى هي فعلنا نحن و هي النتيجة المترتبة على حريتنا -------- أهم برهان على البعث في نظري هو ذلك الإحساس الباطني العميق الفطري الذي نولد به جميعا و نتصرف على أساسه . إن هناك نظاما محكما و قانونا عادلا --------- إذا خفيت عنا الحكمة في العذاب أحيانا فلأننا لا ندرك كل شيء و لا نعرف كل شيء من القصة إلا تلك الرحلة المحدودة بين قوسين التي اسمها الدنيا . أما ما قبل ذلك و ما بعد ذلك فهو بالنسبة لنا غيب محجوب , و لذا يجب أن نصمت في احترام و لا نطلق الأحكام ---------- لكل واحد رتبة و استحقاق و مقام و درجة . و لا يستوي اثنان . و لا يكون الانتقال من درجة إلى درجة إلا مقابل جهد و عمل و اختبار و ابتلاء . و من كان في الدنيا في أحط الدرجات من عمى البصيرة فسيكون حاله في الآخرة في أحط الدرجات أيضا . ----------- إن الله لا يحتاج إلى دليل بل إن الله هو الدليل الذي يستدل به على كل شيء ----------- النظرة الضيقة المحدودة التي تتصور أن الدنيا كل شيء . هي التي تؤدي على ضلال الفكر . و هي التي تؤدي إلى الحيرة أمام العذاب و الشر و الألم ----------- الدنيا كلها ليست كل القصة . إنها فصل في الرواية . كان لها بدء قبل الميلاد و سيكون لها استمرار بعد الموت ------------ الدبلوماسي الذي يجاهر بعاطفته هو دبلوماسي أبله . بل إنه لا يكون دبلوماسيا على الإطلاق ------------ الدين ضروري و مطلوب لأنه هو الذي يرسم للعلوم الصغيرة غاياتها و أهدافها و يضع لها وظائفها السليمة في إطار الحياة المثلى . ------------ إن الله أنزل الإنسان إلى الدنيا بفضول مفطور فيه . ليتعرف على مجهولاتها ثم يتعرف على نفسه . و من خلال إدراكه لنفسه يدرك ربه . و يدرك مقام هذا الرب الجليل فيعبده و يحبه و بذلك يصبح أهلا لمحبته و عطائه . و لهذا خلقنا الله . و هذا الهدف النهائي . ليحبنا و يعطينا . و هو يعذبنا ليوقظنا من غفلتنا فنصبح أهلا لمحبته و عطائه .",0,2,0.689
"لم تروقني الرواية بشكل كبير لا أعلم إن كانت نظرة الكاتب تشاؤمية ا واقعية ام هو الإبتذال طغي في وصف الأحداث في المجمل, مضمونها جميل ولا بأس به",0,1,0.966
كعادة إبراهيم عيسى رغااااااااي . الكتاااب كبير بصراحة قرأت منه أجزااء مش كله . لي عودة معااه . وأكيد هغير التقييم,0,0,0.991
الكاتب بيعكس الحقد الطبقي على أبناء المدينة. وبيأكد الفكرة وعكسها في نفس الوقت عن طريق إن زيت القنديل خرافة وجهل ثم استخدامه لأجل البركة والشفاء.,0,1,0.993
مملّة جدّاً أحقاً كانَت حياتَه مملّة هكذا؟ لم أستطِع إكمالها حتى النهاية,0,2,0.916
