review,true_label,pred_label,confidence
" لعل أجمل ما في ""أفراح الروح"" أن سيد قطب لم يكن يقصد أن يخرج هذا الكتيب إلى الملأ الكتاب عبارة عن مجموعة رسائل بعث بها سيد قطب إلى أخته أمينة. خواطر مهداة من أخ إلى أخته . لكنها تنطوي على حكم ومواعظ. وإشراقات أمل وتفاؤل في هذه الحياة الكتاب جميل جدا. لابد أن تقرأه حتى تعرف كم هو جميل. ",2,0,0.991
" إنه كتاب الغربة فعلاً . سلاسة الكلمات التي يسردها الكاتب تجبرك على تذوقها بتأنٍّ , معاناة النازحين و اللاجئين الفلسطينيين في بلاد الغربة . عودتهم لفلسطين , البهجة التي يعتصرها ألم الفراق . كتاب لم أمل من قراءة حرف واحد منه :(",2,1,0.821
 لم استسيغ نزار فى شعر الفصحى اعتقد هوا فى الشعر الحر اكثر ابداعا,0,0,0.851
 كتاب خفيف وجميل من الممكن ان تقرءه في فاصل مابين كتابيين ثقليين ، لو مصري ومن جيل التمانينات او التسعيين هتشوف نفسك فيه ،، كانه مرايه لطفولتك,2,0,0.832
" , الثلاث النجوم لبعض ما اعجبني فيه اكتشفت انه كان يعجبني ما يكتبه الرطيان .",1,0,0.806
 بداية موفقة للمؤلف تحسب له نقطة إيجابية صغر عمره في التأليف ، أتمني ان أشاهد له اعمال جيدة .,0,0,0.994
" يقول علوان : (أي امرأة تلك التي ستكفيني بعد أن رفعت أنت سقف الكفاية إلى حد تعجز عنه النساء هذا السقف الشاهق .معجزتك معي ، ومأساتي معك ) الكاتب محمد ذو لغة ""شاعرية"" جميلة و لكن توظيفه للغة كثيراً ما يُنقصها ، وأنا الذي لا يؤمن بما يسمى رواية شعرية ، فالشعر شعر ، والرواية رواية ، و ما اعرفه بينهما هو : الكلام الجميل . وصلتُ للملل على صفحات الرواية من كثرة الاستعارات اللفظية و تكرار التشبيهات دون معاني جديدة وتحميل الحدث ذاته بأكثر من وصف أشبه ما يكون بمونولوجيا فارغة. كم من علامة استفهام وتعجب في الراوية ، كم سؤال و كم استطراد كم من مسمار موجع في جدار الحرمان اهو سقف كفاية أم سقف بناية . بعض الملاحظات الأخرى جعلتني أخشى أن احكم عليها بالسطحية ، فكيف تكون العراق بلاد الثورات ، و لم تتعدى الثورات في تاريخها عدد الأصابع ، و هل ينبغي ان يدرك القاري العادي ماذا تقصد بالمنفعة الكلية و الحدية ""مفاهيم اقتصادية"" ليدرك مقدار حب ناصر لمها ؟! في وصف الأماكن فان الكاتب الحذق يتحرى وصف العناصر الثابتة و ليست المتغيرة أو المتحركة. أحب أن أقرء للكاتب شعره ، فهو بارع في هذا المجال . لكني في روايته لم اصل لتلك النشوة، ذكرتني كثيرا بما كنا نكتبه في الجامعة من رسائل اخوانية مع بدايات الانترنت و ""الحب الالكتروني"" ، سأقول كما هو يقول المثل الفرنسي : يا سيدي ارفع سقفك قليلاً لأستطيع تحته أن ارفع رأسي بالإجمال لكن . أنا أحد الأشخاص الذين ينصتون جيداً ، و محمد و مها كانا أغنية جميلة ",0,1,0.887
 هو كتاب حلو ودمه خيف اوووي . وافكار المقالات فيه تحفه . :بس حسيت انه مقسم لقسمين كده في خيالي مقالات تشدك وتخليك عايز تخلص الكتاب كله وتنبسط جدااااااا بيه وفي مقالات (حسبي الله ونعمه الوكيل) تندم انك اشتريت الكتابي وديه يمكن انه يكون عادي بس انا لغيط دلوقتي مكسل اكمل عشان اتصدمت في كام مقاله كده وراء بعض خلوني امل منه وما ببقاش عندي نفس الحماس اللي بدات بيه . وده رائي البسيط والمتواضع وبارك الله فيما رزق :) سلاموز ,1,0,0.563
 اول روايه ليوسف السباعي حصلت عليه بالصدفه لانه لايوجد ما أقرئه. قصه حب جميله لذيذه واقعيه مليئه بالفانتزيا !!!!!. لم اري الفيلم السينمائي ولا انوي رأيته لاني قرأت افكار الشخصيات وعلمت ما في قلوبهم كما حدث معي بالظبط مع الثلاثيه .,2,0,0.987
 كبداية . أحسن اختيار الأسم ، مميز جداً ! لكن كأسلوب . أحسها سواليف ما تدخل المزاج ! ككتاب ناقد للظواهر . جيد جداً ! لكن تقييمي من حيث الإفاده . فما طلعت إلا بمقال واحد ! :/ لا يقارن ابدا ببيكاسو وستاربكس ، كنت اعتقد انهم بمستوى بعض ! رآيتينغ؟ ما اعتقد يستحق أكثر من ثلاث نجوم,0,0,0.973
 ( لا أنصح باقتنائه ) الحق يقال، هذا كتاب ممتع حقًا، تستطيع الرجوع إليه حين لا تملك متّسعًا كبيرًا من الوقت للقراءة. ولكنني أشعر أنّ وجوده في مكتبة منزلنا أمرًا غير جيد . كافٍ وجود الأحاديث الموضوعة فيه حتى أحسبه كذلك !! عتبي على الكاتب أنّه لم يهتم بالتوثيق أبدًا فقد بدا أنه صب كامل اهتمامه على كمية ما يجمعه، دون الاهتمام بمدى صحته أو بالتأكد من هوية قائله وقد اتّضح ذلك في عدم تحرّيه لصحة الأحاديث المجموعة رغم ما هو عليه هذا من خطورة. ومن جهة أخرى، معظم ما كُتب من الأبيات الشعرية كان مجهول القائل أيضًا. قرأت من صفحاته ما يُقارب المئة، ووجدتُ فيها من الكلام بعض ما لا تستسيغه الأنفس. على أية حال، إنّ احتفاظي به واستمرارية قراءتي له، أمران محكومان برغبتي في قراءة ما يحويه من الأشعار والحِكم وبعض القصص المفيد غفر الله لكاتبه ولنا. ,0,1,0.505
 احلى من كتابه التانى فقاقيع,2,0,0.667
 من الظريف ان تجد (بعد أن تظن بنفسك الغباء) أن غسان كنفاني يعتذر عن هذه الرواية، فيقول انها كتبت للنقاد لا للقارئ العادي، تداخلات لشخصيات قد تخرج تماماً من المفهوم الذي نعرفه(كالساعة والصحراء) تتداخل ما بينها لتبرز معانات رجل يرحل بعيداً عن واقعه الذي (كساه العار. القصة تحتاج لتركيز شديد لتداخل الشخصيات بطريقة مطبقة للأذهان، تزدحم القصة بالتشبيهات العبقرية، والرمزية التي عودنا غسان كنفاني عليها ,1,1,0.997
 لطيف جداً ومسلي. لا يقدم شيئا جديداً لكن يذكرك بما تعرف وبشكل مبتكر.,0,0,0.906
" ""الشئ إذا زاد عن حدّ انقلب ضدّه"" أعتقد أنّ هذا المثل ينطبق بعض الشئ على هذا الكتاب، أو على خالد نفسه! لا أُنكر انه أعجبني لكن النصف الآخر منّي عكس ذلك! في البداية كُنت معجبة به أشدّ الإعجاب ، لكن مع الإستمرار في القراءة انقلب الحال، أحسست بالملل قليلاً تكرار الأسلوب في بعض النصوص ، والكثير من التناقضات التي لمْ استسغها! ونقطة أخيرة . لمْ أستحسن مُبالغته في التعبير بكلمات لآتليق إلا بالله حتى ولو كان يقصدها بشكل مجازي الكتاب بشكل عام جيّد لكنْ مُبالغته في الوصف والمدح وبعض الشهوة!! أفقده جماله ",1,1,0.458
" رواية رائعة و جميلة قصتها جميلة و معانيها عميقة بعض الشيء. أكثر ما أعجبني هو الجو الموسيقي الذي استخدمته الكاتبة. يبدو أنها لم تستطع إخفاء ولهها بالأنغام. فمعظم التشابيه كانت تحاكي الموسيقى و آلاتها. و بدلاً من أن تسمي أقسام الرواية بــ""الفصول"" سمتها بـــ""الحركات"" كما في الصوناتات الموسيقية الكلاسيكية. كما أنها ذكرت أسماء الكثير من الألحان و السمفونيات الكلاسيكية العريقة و المذهلة. الأسلوب كان رائعاً. إلا أن الجو الغرامي كان مبالغاً فيه. و الشخصيات شبه خيالية. ربما كانت هذه نقطة إيجابية!!! و ربما أقرأ المزيد لأحلام مستغانمي. ",2,0,0.992
 أن الأمور لا تتحسن مع الوقت بل نحن الذين نعتاد سوءها . الروايةأستشراق و رؤية مستقبلية حتى لو لم تتحقق بشكل حرفى فأنها تفتح الأفاق و تنبه العقل للتفكير فى كثير من المتغييرات السياسيةالتى نعيشها حالياً و ما سنعيشها فى بلادنا مصر,1,0,0.962
 بس ديه سلبية مش مثالية يعنى ايه المثالية فى عدم المطالبة بحقى انى استخدم الأسانسير بتاعى علشان مزعلش الناس اللى غلطت و هيا فاكرة ان ده حقها و ده علشان انا اللى حسستهم بكدا لما مطلبتش حقى بكل قوة و ايه المثالية لما ابقى عارف مشكلة زى مشكلة الزبالة ديه و بقالها 25 سنة و محاولتش حتى احلها او ادور على حل لها غير انى أعدى من جنبها. معلش يا حلمى اللى انت عملته ده مش مثالية ديه مجرد هروب من المواجهة . سلبية يعنى . مقال 1900 حاجة و تمانين اكتر ما عجبنى فيه هوا بساطة الفكرة ، فكرة أن اللى مكتوبين بقلم أحمر و أفعالهم الزرقا مثبوتة بخطوط زرقاء فى أجندات ملونة منذ سنين تزيد عن ال 20 و عدم الوصول لنهاية سوداء حتى هذه اللحظة. مع أن الطبيعى أن تصل بهم أفعالهم الزرقا للنهاية السوداء أسرع من ذلك. إلا أن فى ذلك حكمة. ما تيجوا نقرأ الفاتحة دعوة أنا معاه في الدعوة ديه ، نقرأ الفاتحة و نتعاهد أننا نوصل بمصر أو بمصريين لأن هما فعلاً أتنين نوصلهم الأتنين لفايزين محروسين منصورين. أختلف معاه فى حكاية الوقت الإضافى ديه مش هقول بالتخطيط الجيد للوقت لأ بالتداخل فممكن اكتر من حاجة نعملها ف ىوقت واحد نستفيد من أوقات حاجات فى حاجات تانية نوفر يعنى نبقى ملتى تاسكين شعب نعمل حاجتين و تلاتة و 5 فى نفس الوقت. من أجمل ما كتب و أكثرهم قوة و تعمق و فلسفة مقالة مكرونة بالباشميل ، معاك حق فعلاً الحقيقة لابد من أرتباطها بالشجاعة. الكتاب فى المجمل مش قد كدا و النجمة التاتية علشان خفة الدم و كمان علشان التنوع فى مواضيع المقالات ,0,1,0.939
" يالله . صدقاً مشوقة ., المكشوف أجمل , لأن الأجسام أجمل من الأقمشة . تحتوي على معلومات تاريخية عن عرب ما قبل الإسلام وماذا فعل الإسلام بهم ,, أشعر أن يوسف زيدان يقدر على وصف الأحداث أكثر من الأماكن مستمتع حتى رؤيتي للهدهد :)",2,0,0.977
 بقالى 3 سنين بحاول أقراه !!,0,0,0.439
 قرأتها مره وها انا اعيد قراءتها ضمن منتدى الخان للروايه الذي اترأسه. اخترتها لانها تستحق . . الخيال في هذه الروايه هو كل شيء. اعتمد زوسكند على التخييل لان الفكره لا سابق لها وغير مطروقه ان -اذا افترضنا- حدث في الواقع امر مشابه. لا نتسطيع التنبؤ بالقادم لان الحاضر حالة شاذه لا نعرف لها نمط او قالب. المهم فيما قلت او ما ساقوله والذي لايعدو ان يكون رايي الشخصي هو رايي بالخاتمه. خاتمة او نهاية هذه الرواية هي افضل خاتمه قراتها في حياتي، مذهله لدرجة التطرف. استولت علي صورة الاحداث حتى جعلتني مسرنما بعد ان اعتصرت شهقه متحشرجه وصلت للحلقوم. ولا زالت تحوم الى اليوم حول نهايات القصص تضحك بملئ شدقيها ,2,0,0.957
 كتاب جميل عميق عشت فيه اسبوعٍ كامل من المتعه والمعلومات الهائله شعرت انني كنت في جنبات صالون العقاد عشت عصر الثقافه الذهبية في مصر انيس منصور ذكر عشرات الكتاب والادباء والمفكرين والشعراء والفلاسفه خصوصاً الكتاب يغص بالمحاورات الفلسفية والنقاشات التي حصلت في صالون العقاد كم كان العقاد رجلٍ عظيمٍ وكم حزنت حين وصف انيس منصور لحظات وفاته الكتاب عطاني نظره شمولية عن الفلاسفه والادباء والشعراء والكثير الكثير وستنبهر في عقلية العقاد الموسوعية الذي تراه بكل جانب علمي تجد له علمٍ غفيير حتى بالحشرات واصناف الحيوانات الافريقية وغيرها لكن عيب الكتاب الوحيد هي مبالغات انيس منصور التي تصل لتأليف احياناً . والامر الاخر تجنب شراء الكتاب من دار نشر نهضة مصر لان تغليفها سئ جداً والكتاب كبير . ,2,1,0.989
 الكتاب سلس وجميل، سيرة مهنية أكثر من ذاتية، بعد قرائتي للكتاب تعرفت عن حياة الوزير كمهنة عن قرب، واكتشفت انه مازالت هناك أخطاء قديمة تمارس حتى يومنا هذا، تعرفت أكثر كيف إن شخصية الوزير تأثر في اتخاذ قراراته، تعرفت كثير عن بداية نهضة الصناعة في السعودية، وللأسف لو أقارن التطور بين عامنا هذا وقبل٢٠ سنة لن أجد الكثير :* ,1,0,0.921
 قمة في التفاهة والانحطاط الفكري والأخلاقي . رواية حقيرة لا فائدة منها !! وهي من الروايات التي أرغمت نفسي على إكمالها رغم تقززي منها ! لا أعتقد أن أحداً سيرغب في قراءة مئات من الصفحات تحكي عن أبطال معظمهم فوق الستين بأسلوب متهتّك منحطّ . لا أنصح أحداً بقراءتها .,0,1,0.996
" روايه يحفها الغموض وقليل من الاحداث وبعض التشويق في تفاصيل "" ولادةة "" ، بداية تمنيت لو ان من وصف تلك المشاعر الجياشه والمرهفه كان رجل وليست امرأهه تمنيت لو ان الكاتب كان رجل لينقل لنا احاسيس جنس نجهل تقديرهه للحب . اعجبتني تلك النقاشات بين "" ولادة "" و "" هذام "" واحببت طريقة تجسيد الغموض الكامن في شخصية ولادةة . ",0,2,0.46
" بدأت قِراءة الصفحات الأولى على نغمات فيفالدي ، ثم انتهيت على نغمات كيفن مكلويد ، هذا ما خرجت به من الرواية ! الرواية إصدار جديد من كتابات أحمد عبدالله لشركة السُبكي ، رواية المكان الذي يعج بشخصيات حياتهم مأساويّة ، يُمكنني أن أضع في دور ""صابحة"" سُميّة الخشّاب ، وهذا كَفيل أن أكره الرواية للأبد ! هُناك عُمق في رَسم الشخصيات لاشك ، خاصةً بعد روايته الأولى ""يوتوبيا"" التي دارت حول الساخر الرجل والشاب والمرأة والطفلة ، لكن الشخصيات نفسها نمطيّة موجودة في كل أفلام أحمد عبدالله بدايةً من ""كباريه"" إلى ""ساعة ونُص"""" ، اختلال الشريط الزمنيّ للرواية تم تفسيره في الصفحة الأخيرة بسبب هش ، تم تأخيره ليبدو كفاكهة الرواية ، وفي الحقيقة لمْ يكن سوى ""عُذر أقبح من ذنب"" . على أيّ حال كان يمكن تلخيص الرواية تحت عنوان ""تناقضات الشعب المصري المنسجمة"" ، أيّ اسم سخيف مُبتذَل أفضل من إهدار وقت قراءة رواية نمطيّة ! ما قد يُفيدك فعلاً - لو كنت كاتباً - هو كَم الأفكار الفلسفيّة التي قد تستلهمها لا من الرواية لكن من سؤالك ""كيف يُمكن أن تبدو الرواية أفضل؟ "" ، أعدك أن تخرج بأفكارٍ كثيرة أفضل مما التقطها د.أحمد. ما زلت عاشقاً لكتابات هذا الرجل ، لهذا سأتجاهل أني قرأت هذه الرواية ! ",0,1,0.991
 نادمة كثيرا لأنى تأخرت فى البدء فى مجموعة كيمياء الصلاة ! منذ أول صفحات فى الجزء الأول و أنا مبهورة . تبدأ بالتعامل مع الصلاة من منظور جديد و آفاق أخرى . لطالما بحثت عن آداة للتغيير فعالة و قوية وها أنت تكتشف أنهاأقرب ما يكون إليك ؛ الصلاة !,2,1,0.885
 ظل الأفعى . كينونة المرأة ؛ قداسة المرأة من أنوثتها وليس بانتهاكها . وتشبهها بالرجل حبكة رائعة . لغة قوية وكم سعدت بوصف الأفعى ؛ . غضبت ذات يوم حين لقبني صديق بالأفعى اليوم أنا فخورة . تحياتي ليوسف زيدان,1,0,0.994
 اقول كما قال عنه رسول الله صلى الله عليه وسلم ( فلم أر عبقريا من الناس يفري فريه ) كتاب قيم ورائع في دراسة رجل فذّ وعيقري مثل عمر بن الخطاب رضي الله عنه,2,0,0.824
 قراتها بعد قراتى لعزازيل و لم تعجبنى كثيرا ربما لان عزازيل كانت اكثر من رائعة,0,0,0.981
 أروع كتاب فى العبقريات العقاد دافع باستماته عن خالد بن الوليد,2,1,0.733
 لم تدهشني الرواية جاءت بمثابة تكرار لكاتبة تمتلك مفردات لغوية رائعة تتباهى بإظهارها ولكن تفاصيل الرواية نفسها ضعيفة,0,0,0.827
 إن كنت صديقي. ساعدني كي أرحل عنك. أو كنت حبيبي. ساعدني كي أشفى منك لو أني أعرف أن الحب خطيرٌ جداً ما أحببت لو أني أعرف أن البحر عميقٌ جداً ما أبحرت. لو أني أعرف خاتمتي ما كنت بدأت. إشتقت إليك. فعلمني أن لا أشتاق علمني كيف أقص جذور هواك من الأعماق علمني كيف تموت الدمعة في الأحداق علمني كيف يموت القلب وتنتحر الأشواق ,1,0,0.832
 رائع . لا يتكلم فقط مع الملحدين ولكن اى منا قد يوسوس له الشيطان باحد من هذة الاسئلة اجاباته عقلانية ومقنعة بل و مذهلة فى صدقها و ترتيبها و سهولة طرحها . تعرف الله عن طريق عقلك وتؤمن به ايماناً حقيقاً أكثر من مجرد ترديد,0,0,0.755
" الكتاب بـ مجمله جميل و ممتع. ولكن هناك بعض المآخذ عليه: 1)خاض الدكتور مصطفى في الأبواب الثلاثة الأولى خوضاً يجعل من كلامه فلسفة أكثر من كونه ""بدهيةً و فطرة"" 2)هناك بعض الأقوال التي أجراها مجرى الصحّة و هي بعيدة كل البعد عن ذلك كما ذكر في آخر باب و هو باب ""المسيخ الدجال"" حيث تم تصوير المسيح الدجال و كأنه الكيان العصري و هذا الكلام ينفي وجود شخص الدجال الذي هو مثبت في السنة المطهرة 3) هناك حديث ساقه من غير إسناد و هو لا يصح عن الرسول صلى الله عليه و سلم وهو (تعلم العلم ولو كان في الصين) و إن كان ظاهر الحديث يحث على الخير ،فإنه ينبغي تحري الدقة عند النقل عن أشرف الخلق 4) و أخيراً ، رددتُ كثيراً و أنا أقرأ خاتمة الكتاب [اللهم سلّم سلّم] فإذا به يقول في آخر أسطرهـ ""أن الهدف النهائي من خلقنا هو لكي يُحبّنا الله و يعطينا"". فإن صدّقنا ما قال فأين نذهب من قوله تعالى {وما خلقت الجن والإنس إلا ليعبدون} ؟ أسأل الله له و لي ولكل شخص باحث عن الحقيقة التوفيق والسداد ",0,2,0.89
" تعدد الشخصيات لم يمنع خالد الخميسى من اعطاء كل شخصية حقها . وزيادة ! شخصيات متعددة وكلنها مرتبطه بشيى ما . يأما ارتباط مادى . او ارتباط بأنهم يسرعوا ليلحقوا بسيفنة نوح ! اسلوب العامية فى بعض الاحيان لم يعجبنى . ولكنه فى احوال اخرى كان رائع وكان هو الاسلوب الامثل لوصف الشخصيات ! عجبنى جدا اسلوب "" مونتاج"" الرواية . كانها مشاهد يتم قطعها ودمجها مع مشاهد اخرى باسلوب سلس عجبنى اسلوب الفلاش باك . يتحدث عن الحاضر . ليتم القطع فجاة ليحدثنى عن الماضى ! برضه مرة اخرى . تحسه لخالد الخميسى ع تعدد الشخصيات بهذا الشكل الرائع وترابطها ووصفها . كأن لكل شخصية تاريخ وحياة قبل ان تكون شخصية فى رواية ! اعجبـــــتـــنى ! ",2,0,0.529
 دروز بلغراد رواية تصور مرحلة تاريخية تمتد بين 1860 و 1872 بعيون رجل عادي شاء له القدر أن يحمل تبعات جريمة لم يرتكبها و يتحمل أوزارها طيلة اثنتي عشر سنة متنقلا من سجن إلى أخر في أراضي البلقان من خلال هده الرحلة تكتشف هشاشة السلطة العثمانية و الفوضى السياسية التي سادت في ذاك العصر واستهتار الولاة بشؤون العامة و في خضم ذلك تسمع أنين الرجل المسجون و نحيبه من فرط ألمه و معاناته لا يسكن هذا الألم إلى أمل في الحرية و العودة إلى حضن الأهل ,1,1,0.995
 أردت أن أعرف القاتل خخخ,1,1,0.941
 جمييييييييلة فى اسلوبها واحداثها ولكن حسيت النهاية متوقعه من نص الرواية :),1,0,0.992
 ربما هذا اول كتاب أضعه على الرف بدون أن أكمل قرائته وبدون أن أنوي ذلك عادة ما اجبر نفسي على إكمال قراءة الكتاب مهما كان . لكنني لم أستطع هذه المرة مع هذا الكتاب في مقدمة الكتاب حديث عن ان الادارة الامريكية حرصت على ان يكون مع كل جندي امريكي نسخة من الكتاب في حرب الخليج وان الشركات اليابانية حريصة على تدريس مبادئ هذا الكتاب لموظفيها وكلام آخر يجعلك تتشوق للإطلاع على مبادئ بقيت راسخة آلاف السنين ومتناقلة قرأت ثلثي الكتاب تقريبا ولا أدري كيف يمكن تطبيق هذه المبادئ خارج إطار الحروب والمعارك ولا ادري إن كانت هذه المعلومات والمهارات البدائية مازلت مفيدة كنت استمع للنسخة الصوتية من الكتاب من موقع شبايك ,0,1,0.933
 لم أستطع إكمال هذه الرواية ،، حقيقة لم أجد فيها أي شيء مميز ،,0,0,0.873
 رواية عاطفية درامية ، تصنف تحت أدب المهجر ، توصيف دقيق ، وفكرة روائية مبتكرة ، وإسهاب انطولوجي عالي . تضطر أن تتحمل برود الصفحات ال٣٠٠ الأولى ؛ لتتمتع أخيرا بالـ ١٠٠ المتبقية . لا تحمل في طياتها أسئلة مقلقة أو لفتتات مبهرة أو تراكيب أنيقة سوى في صفحاتها الـ ١٠٠ الأخيرة . تجربة تستحق ربما القراءة خصوصا لجميلات إبريل :) ,1,0,0.581
" كتاب خفيف أقرب إلى المذكرات الشخصية بالعامية المصرية, به كمية من الفوق رومانسيةالرهيبة جدا تكاد تلمس اللا خيالى الفضائى التوسعى داخل قلبك مع قليل من الواقع الملئ بالسعادة كتاب يدعو إلى الزواج حين قرائته ولكن سرعان ما تعدل عن قرارك هذه فور غلق صفحاته ثم تعود الى قرارك ثانية فور فتحه وهكذا :) **كلمات أعجبتنى من الكتاب :: -أعجبنى جدا الإهداء فى مقدمة الكتاب .إهداء إلى ::إلى كل زوجين لم يعتبرا الحياة الزوجية معركة .لابد فيها من طرف مهزوم وآخر منتصر.إلى كل زوجين أتقنا التسامح والغفران . اليك يا من لن يكتمل عالمى الا بك .اليك يا نصفى الذى سينصفنى به الله علي الدنيا .اليك يا طعم الحياة .مع خالص عشقى.سارة :) - ما طلبت من الله فى ليلة القدر سوى أن تكون قدرى وسترى , سقفى وجدران عمرى , وحلالى ساعة الحشر - لا رد على الابتسامة الا بالابتسامة - بحاول أتعود على حبك اللى فى شكل أفعال وتصرفات مش كلام .فى شكل عطاء مش مستنى منه مقابل - معاك انا بجد ""بعيش"" - فهمت ازاى الحب بيخلى العشاق مجانين وأطفال وكمان بيخليهم زى الأنبياء .قلبهم أبيض وجواهم غفران وتسامح للكون كله ",1,0,0.76
 أقرأ النسخة المُعربة لـ رؤوف شبايك,0,2,0.767
 اول رواية للقباني اعتبرها ممتازة ابدع بسرد القصة وتنقله بين حقبتين من الزمن وربط الاحداث اعجبني الغموووض جدا في بعض الفصول والحوارات شعرت بالملل بشكل عام تسليه حلوه الجزء الثاني اكمل نهاية الرواية,1,0,0.965
" أغرب ما يمكن أن يحدث لكاتب، أن يكتشف أنه مع كلّ صفحة يكتبها، يكتب عمره الآتي. وأنه برغم ذلك لا يستطيع رفع دعوى على الحياة لأنها طابقت خياله، وقّلدت قصته تقليدا فاضحا. فعادة يحدث العكس! ذات يوم، كتبت تلك الكاتبة رواية، بنية استباق الألم، فقتلت أح ب الناس إليها. ------------------ سطور من آخر أوراق إحتضار تلك الروايه لا يمكن وصفها بكلمات ف""أحلام""قد استحوذت علي كل أحلام الكلمات في التعبير إنها تتحرش بالكلمه لتنبت أفضل ما عندها روايه لاتعرف لها آخر. لا يليق بها سوي كلمه نزار قباني ""دوختني "" :) ",2,1,0.396
 كتاب رائع بل أروع من رائع صحيح أني لا أقرا كثيراً لكن من أروع ما قرأت أحببت فلسفته فتعمقت بالفلسفة ونصحت من حولي بقرائته فأعجبهم,2,0,0.995
 لطيف . قريب لفكر كارنيجي ولكن بأسلوب ديني .,1,0,0.979
 لما تقرائهم ورا بعض بيجلك حالة زهق يمكن بعد الثورة؟ بس يعني هو ايه اللي اتغير مهو نفس الهطل من مجلس عنده استحبس الايد الثالثه بس قشطة يعني فل مش هقراء الجزء التاني مجموعة مقالات كانت بتقول اد ايه احنا كنا عايشين تحت قيادة كلب ضرير ورايحيته فايحة ومحدش كان بس راضي يديله رصاصة اللي يستحقها وهنا مقصدش رصاصة الرحمة :) ,1,1,0.991
 في الحقيقة، لقد أبدعت مرة أخرى أحلام في هذا الكتاب، رٌغم أنني وجدت النهاية غريبة و غير منطقية، و ناقصة نوعا ما !,1,0,0.863
 اجمل شيء انو في الرواية تعرية للمجتمع اللي يستر نفسه بالمثالية، واكثر شيء اعجبني حوار ايمن مع الهيئة. فيه من الصحة الشيء الكثير والكثير جدا فيه خلل روائي ما اعرف اصنفه، اوا عبر عنه بكلمة احس الرواية تحوم حول نفسها، تحوم حول دائرة مو قادرة تطلع منها. نجمة وحدة لاسلوب خال اللي ماكان ممتاز ولاسيء، كان جيد جدا. اعجبني اسلوب الفلاش باك في روي الرواية ! لكن مجريات الرواية و الاحداث اشوفها ضعيفة. ,0,1,0.867
 أول ما قرأت لتوفيق الحكيم. أجد الكتاب دون مستوى تطلعاتي. نقاط الفائدة فيه القاء الضوء على الحياة في أربعينات القرن الماضي و نظرته للفرق بين الطبقة العليا الفرنسية و المصرية من حيث التأثير على الفلاحين العاملين لديهم.,0,0,0.942
 في البداية نويت إنقاص النجوم (نجمة) بسبب الألفاظ والمشاهد المقززه احياناً . ولكني عندما إنتهيت من الروايه لم أستطع :)) الرواية ذات فكر رااااقي و حبكه فائقة . تسلسل الأحداث مدهش . تشعر أن الكلمات تتجسد أمامك لأشخاص الروايه . لا ملل إطلاقاً في اي مرحلة منها . حزنت عند إنتهائها . النهاية رغم سذاجتها وبساطتها إلا إنها أسعدتني . لا أحب النهايات الكئيبه . عمل يسحق التحول إلى فيلم من أفلام هولييود :)) ,2,1,0.99
