sku,date,units_sold
SKU_116,2024-02-19,26
SKU_116,2024-02-26,3
SKU_116,2024-03-04,1
SKU_116,2024-03-18,3
SKU_116,2024-03-25,1
SKU_116,2024-04-01,18
SKU_116,2024-04-15,7
SKU_116,2024-04-22,15
SKU_116,2024-05-06,17
SKU_116,2024-05-20,7
SKU_116,2024-05-27,28
SKU_116,2024-06-03,15
SKU_116,2024-06-10,23
SKU_116,2024-06-17,14
SKU_117,2023-01-16,20
SKU_117,2023-01-23,19
SKU_117,2023-01-30,29
SKU_117,2023-02-06,10
SKU_117,2023-02-13,10
SKU_117,2023-02-27,17
SKU_117,2023-03-06,12
SKU_117,2023-03-13,5
SKU_117,2023-03-20,63
SKU_117,2023-03-27,20
SKU_117,2023-04-03,6
SKU_117,2023-04-10,19
SKU_117,2023-04-17,16
SKU_117,2023-04-24,7
SKU_117,2023-05-01,21
SKU_117,2023-05-15,14
SKU_117,2023-05-22,9
SKU_117,2023-06-05,45
SKU_117,2023-06-12,11
SKU_117,2023-06-19,28
SKU_117,2023-06-26,3
SKU_117,2023-07-03,7
SKU_117,2023-07-10,24
SKU_117,2023-07-24,14
SKU_117,2023-07-31,54
SKU_117,2023-08-14,1
SKU_117,2023-08-21,17
SKU_117,2023-08-28,32
SKU_117,2023-09-04,32
SKU_117,2023-09-25,27
SKU_117,2023-10-02,11
SKU_117,2023-10-16,32
SKU_117,2023-10-30,18
SKU_117,2023-11-13,10
SKU_117,2023-12-04,32
SKU_117,2023-12-11,9
SKU_117,2023-12-18,8
SKU_117,2023-12-25,7
SKU_117,2024-01-01,37
SKU_117,2024-01-08,17
SKU_117,2024-01-22,15
SKU_117,2024-02-12,6
SKU_117,2024-02-19,10
SKU_117,2024-03-04,38
SKU_117,2024-03-11,25
SKU_117,2024-03-18,19
SKU_117,2024-03-25,14
SKU_117,2024-04-08,30
SKU_117,2024-04-15,13
SKU_117,2024-04-22,7
SKU_117,2024-04-29,11
SKU_117,2024-05-20,6
SKU_117,2024-05-27,17
SKU_117,2024-06-10,14
SKU_117,2024-06-17,35
SKU_118,2023-01-02,16
SKU_118,2023-01-09,9
SKU_118,2023-01-16,32
SKU_118,2023-01-23,9
SKU_118,2023-01-30,35
SKU_118,2023-02-06,19
SKU_118,2023-02-20,54
SKU_118,2023-03-13,19
SKU_118,2023-03-27,29
SKU_118,2023-04-03,12
SKU_118,2023-04-10,14
SKU_118,2023-04-24,10
SKU_118,2023-05-01,1
SKU_118,2023-05-08,14
SKU_118,2023-05-15,7
SKU_118,2023-05-22,7
SKU_118,2023-05-29,30
SKU_118,2023-06-05,35
SKU_118,2023-06-12,37
SKU_118,2023-07-03,13
SKU_118,2023-07-31,4
SKU_118,2023-08-21,13
SKU_118,2023-08-28,4
SKU_118,2023-09-04,27
SKU_118,2023-09-11,2
SKU_118,2023-09-18,4
SKU_118,2023-09-25,17
SKU_118,2023-10-02,15
SKU_118,2023-10-16,19
SKU_118,2023-10-23,16
SKU_118,2023-10-30,4
SKU_118,2023-11-06,25
SKU_118,2023-11-13,3
SKU_118,2023-11-20,16
SKU_118,2023-12-04,8
SKU_118,2023-12-18,22
SKU_118,2024-01-01,14
SKU_118,2024-01-08,39
SKU_118,2024-01-15,49
SKU_118,2024-01-22,40
SKU_118,2024-02-05,30
SKU_118,2024-02-12,20
SKU_118,2024-02-19,13
SKU_118,2024-03-04,19
SKU_118,2024-03-11,18
SKU_118,2024-03-18,18
SKU_118,2024-03-25,36
SKU_118,2024-04-08,1
SKU_118,2024-04-15,40
SKU_118,2024-04-22,28
SKU_118,2024-04-29,15
SKU_118,2024-05-06,31
SKU_118,2024-05-13,39
SKU_118,2024-05-27,12
SKU_118,2024-06-03,34
SKU_118,2024-06-10,29
SKU_119,2023-01-09,32
SKU_119,2023-01-23,9
SKU_119,2023-01-30,26
SKU_119,2023-02-06,3
SKU_119,2023-02-13,6
SKU_119,2023-02-20,31
SKU_119,2023-02-27,6
SKU_119,2023-03-06,15
SKU_119,2023-03-13,17
SKU_119,2023-03-20,21
SKU_119,2023-03-27,13
SKU_119,2023-04-03,5
SKU_119,2023-04-10,10
SKU_119,2023-04-17,31
SKU_119,2023-04-24,25
SKU_119,2023-05-15,15
SKU_119,2023-05-29,7
SKU_119,2023-06-05,11
SKU_119,2023-06-12,17
SKU_119,2023-06-19,19
SKU_119,2023-06-26,7
SKU_119,2023-07-03,10
SKU_119,2023-07-24,11
SKU_119,2023-07-31,17
SKU_119,2023-08-14,19
SKU_119,2023-08-28,22
SKU_119,2023-09-04,23
SKU_119,2023-09-11,17
SKU_119,2023-09-18,15
SKU_119,2023-09-25,13
SKU_119,2023-10-02,3
SKU_119,2023-10-09,37
SKU_119,2023-10-16,15
SKU_119,2023-10-23,12
SKU_119,2023-10-30,37
SKU_119,2023-11-06,21
SKU_119,2023-11-13,7
SKU_119,2023-11-27,35
SKU_119,2023-12-04,26
SKU_119,2023-12-11,19
SKU_119,2023-12-18,8
SKU_119,2023-12-25,7
SKU_119,2024-01-01,1
SKU_119,2024-01-08,18
SKU_119,2024-02-12,37
SKU_119,2024-02-19,9
SKU_119,2024-02-26,26
SKU_119,2024-03-25,12
SKU_119,2024-04-01,5
SKU_119,2024-04-15,5
SKU_119,2024-04-22,33
SKU_119,2024-04-29,20
SKU_119,2024-05-13,13
SKU_119,2024-05-27,13
SKU_119,2024-06-03,1
SKU_119,2024-06-10,16
SKU_119,2024-06-17,1
SKU_120,2023-01-02,15
SKU_120,2023-01-09,28
SKU_120,2023-01-23,17
SKU_120,2023-02-06,3
SKU_120,2023-02-20,21
SKU_120,2023-02-27,28
SKU_120,2023-03-06,2
SKU_120,2023-03-13,34
SKU_120,2023-03-20,10
SKU_120,2023-03-27,21
SKU_120,2023-04-03,4
SKU_120,2023-04-10,6
SKU_120,2023-04-17,20
SKU_120,2023-04-24,25
SKU_120,2023-05-01,10
SKU_120,2023-05-15,10
SKU_120,2023-05-22,13
SKU_120,2023-06-12,20
SKU_120,2023-06-19,35
SKU_120,2023-06-26,13
SKU_120,2023-07-03,4
SKU_120,2023-07-10,7
SKU_120,2023-07-17,40
SKU_120,2023-08-14,20
SKU_120,2023-08-21,23
SKU_120,2023-08-28,4
SKU_120,2023-09-04,26
SKU_120,2023-09-18,12
SKU_120,2023-09-25,28
SKU_120,2023-10-09,7
SKU_120,2023-10-16,2
SKU_120,2023-10-23,19
SKU_120,2023-10-30,3
SKU_120,2023-11-13,8
SKU_120,2023-11-20,13
SKU_120,2023-11-27,14
SKU_120,2023-12-04,20
SKU_120,2023-12-11,19
SKU_120,2023-12-18,19
SKU_120,2023-12-25,17
SKU_120,2024-01-01,37
SKU_120,2024-01-08,42
SKU_120,2024-01-22,19
SKU_120,2024-01-29,19
SKU_120,2024-02-05,4
SKU_120,2024-02-19,16
SKU_120,2024-03-11,7
SKU_120,2024-03-25,19
SKU_120,2024-04-08,19
SKU_120,2024-04-15,34
SKU_120,2024-04-22,12
SKU_120,2024-04-29,21
SKU_120,2024-05-06,6
SKU_120,2024-05-20,15
SKU_120,2024-05-27,28
SKU_120,2024-06-03,40
SKU_120,2024-06-10,29
SKU_120,2024-06-17,14
SKU_121,2022-12-26,10
SKU_121,2023-01-09,15
SKU_121,2023-01-16,16
SKU_121,2023-01-23,26
SKU_121,2023-01-30,6
SKU_121,2023-02-06,17
SKU_121,2023-02-13,2
SKU_121,2023-03-13,8
SKU_121,2023-03-20,24
SKU_121,2023-04-10,11
SKU_121,2023-04-17,2
SKU_121,2023-04-24,19
SKU_121,2023-05-08,25
SKU_121,2023-05-22,19
SKU_121,2023-05-29,39
SKU_121,2023-06-05,13
SKU_121,2023-06-12,46
SKU_121,2023-06-19,19
SKU_121,2023-06-26,16
SKU_121,2023-07-03,13
SKU_121,2023-07-10,24
SKU_121,2023-07-24,20
SKU_121,2023-08-07,4
SKU_121,2023-08-14,18
SKU_121,2023-08-21,5
SKU_121,2023-08-28,4
SKU_121,2023-09-04,14
SKU_121,2023-09-18,8
SKU_121,2023-10-02,32
SKU_121,2023-10-09,5
SKU_121,2023-10-16,17
SKU_121,2023-10-23,20
SKU_121,2023-11-20,23
SKU_121,2023-11-27,12
SKU_121,2023-12-04,19
SKU_121,2023-12-18,17
SKU_121,2023-12-25,21
SKU_121,2024-01-08,13
SKU_121,2024-01-15,27
SKU_121,2024-02-05,2
SKU_121,2024-02-12,11
SKU_121,2024-02-19,64
SKU_121,2024-02-26,15
SKU_121,2024-03-04,23
SKU_121,2024-03-11,24
SKU_121,2024-03-18,3
SKU_121,2024-04-01,20
SKU_121,2024-04-08,13
SKU_121,2024-04-15,54
SKU_121,2024-04-22,19
SKU_121,2024-05-13,22
SKU_121,2024-05-20,12
SKU_121,2024-05-27,49
SKU_121,2024-06-03,11
SKU_121,2024-06-17,5
SKU_122,2023-01-02,6
SKU_122,2023-01-09,2
SKU_122,2023-01-23,11
SKU_122,2023-01-30,42
SKU_122,2023-02-06,9
SKU_122,2023-02-13,2
SKU_122,2023-02-20,17
SKU_122,2023-02-27,13
SKU_122,2023-03-06,30
SKU_122,2023-03-13,20
SKU_122,2023-03-20,27
SKU_122,2023-03-27,16
SKU_122,2023-04-10,10
SKU_122,2023-05-01,5
SKU_122,2023-05-08,49
SKU_122,2023-05-15,30
SKU_122,2023-05-22,7
SKU_122,2023-05-29,15
SKU_122,2023-06-05,21
SKU_122,2023-06-12,4
SKU_122,2023-06-26,5
SKU_122,2023-07-03,20
SKU_122,2023-07-10,9
SKU_122,2023-07-17,29
SKU_122,2023-07-31,16
SKU_122,2023-08-07,9
SKU_122,2023-08-21,10
SKU_122,2023-08-28,37
SKU_122,2023-09-11,25
SKU_122,2023-09-18,17
SKU_122,2023-09-25,15
SKU_122,2023-10-23,20
SKU_122,2023-10-30,1
SKU_122,2023-11-06,6
SKU_122,2023-11-20,15
SKU_122,2023-11-27,26
SKU_122,2023-12-11,13
SKU_122,2023-12-25,9
SKU_122,2024-01-01,13
SKU_122,2024-01-08,18
SKU_122,2024-01-15,7
SKU_122,2024-01-22,3
SKU_122,2024-01-29,9
SKU_122,2024-02-05,19
SKU_122,2024-02-26,12
SKU_122,2024-03-04,6
SKU_122,2024-03-11,15
SKU_122,2024-03-18,17
SKU_122,2024-03-25,26
SKU_122,2024-04-01,22
SKU_122,2024-04-08,10
SKU_122,2024-04-29,29
SKU_122,2024-05-13,37
SKU_122,2024-05-20,13
SKU_122,2024-05-27,22
SKU_122,2024-06-03,17
SKU_122,2024-06-10,11
SKU_122,2024-06-17,18
SKU_123,2023-01-02,22
SKU_123,2023-01-16,39
SKU_123,2023-01-30,25
SKU_123,2023-02-06,8
SKU_123,2023-02-20,20
SKU_123,2023-02-27,17
SKU_123,2023-03-06,17
SKU_123,2023-03-13,11
SKU_123,2023-03-20,29
SKU_123,2023-04-03,9
SKU_123,2023-04-10,30
SKU_123,2023-04-17,27
SKU_123,2023-04-24,18
SKU_123,2023-05-01,36
SKU_123,2023-05-08,49
SKU_123,2023-05-15,27
SKU_123,2023-05-22,24
SKU_123,2023-05-29,14
SKU_123,2023-06-05,18
SKU_123,2023-06-12,28
SKU_123,2023-07-03,6
SKU_123,2023-07-10,20
SKU_123,2023-07-17,24
SKU_123,2023-07-24,14
SKU_123,2023-07-31,47
SKU_123,2023-08-07,17
SKU_123,2023-08-21,11
SKU_123,2023-08-28,17
SKU_123,2023-09-11,19
SKU_123,2023-09-18,35
SKU_123,2023-10-02,5
SKU_123,2023-10-09,25
SKU_123,2023-10-16,29
SKU_123,2023-10-23,13
SKU_123,2023-10-30,15
SKU_123,2023-11-06,7
SKU_123,2023-11-13,1
SKU_123,2023-11-20,11
SKU_123,2023-11-27,24
SKU_123,2023-12-04,17
SKU_123,2023-12-11,16
SKU_123,2023-12-18,13
SKU_123,2024-01-01,5
SKU_123,2024-01-08,18
SKU_123,2024-01-15,36
SKU_123,2024-01-22,10
SKU_123,2024-01-29,16
SKU_123,2024-02-19,14
SKU_123,2024-02-26,13
SKU_123,2024-03-04,20
SKU_123,2024-03-11,23
SKU_123,2024-03-25,30
SKU_123,2024-04-01,24
SKU_123,2024-04-08,19
SKU_123,2024-04-15,24
SKU_123,2024-04-22,13
SKU_123,2024-04-29,7
SKU_123,2024-05-06,8
SKU_123,2024-05-13,20
SKU_123,2024-05-20,36
SKU_123,2024-05-27,27
SKU_123,2024-06-17,14
SKU_124,2023-01-09,21
SKU_124,2023-01-16,32
SKU_124,2023-01-23,18
SKU_124,2023-01-30,31
SKU_124,2023-02-13,1
SKU_124,2023-02-20,16
SKU_124,2023-02-27,17
SKU_124,2023-03-06,22
SKU_124,2023-03-13,51
SKU_124,2023-03-20,29
SKU_124,2023-03-27,21
SKU_124,2023-04-10,2
SKU_124,2023-04-17,10
SKU_124,2023-04-24,17
SKU_124,2023-05-08,54
SKU_124,2023-05-15,26
SKU_124,2023-05-22,31
SKU_124,2023-05-29,50
SKU_124,2023-06-05,21
SKU_124,2023-06-12,19
SKU_124,2023-06-19,42
SKU_124,2023-07-03,15
SKU_124,2023-07-10,13
SKU_124,2023-07-17,14
SKU_124,2023-07-24,29
SKU_124,2023-07-31,13
SKU_124,2023-08-14,18
SKU_124,2023-09-04,24
SKU_124,2023-09-11,13
SKU_124,2023-09-18,5
SKU_124,2023-09-25,16
SKU_124,2023-10-09,31
SKU_124,2023-11-06,20
SKU_124,2023-12-04,21
SKU_124,2023-12-11,7
SKU_124,2023-12-18,32
SKU_124,2023-12-25,12
SKU_124,2024-01-01,3
SKU_124,2024-01-08,11
SKU_124,2024-01-22,18
SKU_124,2024-02-12,17
SKU_124,2024-02-19,16
SKU_124,2024-02-26,9
SKU_124,2024-03-11,19
SKU_124,2024-03-18,3
SKU_124,2024-04-15,13
SKU_124,2024-04-22,25
SKU_124,2024-05-13,10
SKU_124,2024-05-20,15
SKU_124,2024-05-27,20
SKU_124,2024-06-03,16
SKU_124,2024-06-10,27
SKU_124,2024-06-17,42
SKU_125,2022-12-26,11
SKU_125,2023-01-02,20
SKU_125,2023-01-23,16
SKU_125,2023-02-13,1
SKU_125,2023-02-20,11
SKU_125,2023-02-27,13
SKU_125,2023-03-13,45
SKU_125,2023-03-20,17
SKU_125,2023-03-27,9
SKU_125,2023-04-03,16
SKU_125,2023-04-10,14
SKU_125,2023-04-17,19
SKU_125,2023-04-24,14
SKU_125,2023-05-08,17
SKU_125,2023-05-15,19
SKU_125,2023-05-29,17
SKU_125,2023-06-05,20
SKU_125,2023-06-12,4
SKU_125,2023-06-19,6
SKU_125,2023-06-26,9
SKU_125,2023-07-10,9
SKU_125,2023-07-17,5
SKU_125,2023-07-31,7
SKU_125,2023-08-14,31
SKU_125,2023-09-04,1
SKU_125,2023-09-18,11
SKU_125,2023-09-25,23
SKU_125,2023-10-02,22
SKU_125,2023-10-23,7
SKU_125,2023-10-30,4
SKU_125,2023-11-20,10
SKU_125,2023-11-27,28
SKU_125,2023-12-04,9
SKU_125,2023-12-11,7
SKU_125,2023-12-18,8
SKU_125,2023-12-25,2
SKU_125,2024-01-15,9
SKU_125,2024-01-22,44
SKU_125,2024-01-29,3
SKU_125,2024-02-05,19
SKU_125,2024-02-12,8
SKU_125,2024-02-26,2
SKU_125,2024-03-04,26
SKU_125,2024-03-11,14
SKU_125,2024-03-18,38
SKU_125,2024-04-08,15
SKU_125,2024-04-15,9
SKU_125,2024-04-29,18
SKU_125,2024-05-06,16
SKU_125,2024-05-13,19
SKU_125,2024-05-20,3
SKU_125,2024-05-27,2
SKU_125,2024-06-10,1
SKU_125,2024-06-17,15
SKU_126,2023-01-09,10
SKU_126,2023-01-16,8
SKU_126,2023-01-23,5
SKU_126,2023-01-30,15
SKU_126,2023-02-06,23
SKU_126,2023-02-13,12
SKU_126,2023-02-20,12
SKU_126,2023-03-06,9
SKU_126,2023-03-13,16
SKU_126,2023-03-20,20
SKU_126,2023-03-27,12
SKU_126,2023-04-03,26
SKU_126,2023-04-24,10
SKU_126,2023-05-01,30
SKU_126,2023-05-22,22
SKU_126,2023-05-29,6
SKU_126,2023-06-12,14
SKU_126,2023-06-19,8
SKU_126,2023-07-03,13
SKU_126,2023-07-10,45
SKU_126,2023-07-17,12
SKU_126,2023-07-31,13
SKU_126,2023-08-07,52
SKU_126,2023-08-14,29
SKU_126,2023-08-28,28
SKU_126,2023-09-04,21
SKU_126,2023-09-11,7
SKU_126,2023-09-18,16
SKU_126,2023-09-25,36
SKU_126,2023-10-02,38
SKU_126,2023-10-09,18
SKU_126,2023-10-23,34
SKU_126,2023-11-06,22
SKU_126,2023-11-13,43
SKU_126,2023-11-20,1
SKU_126,2023-12-04,12
SKU_126,2023-12-11,5
SKU_126,2024-01-01,29
SKU_126,2024-01-08,25
SKU_126,2024-01-15,10
SKU_126,2024-01-22,18
SKU_126,2024-01-29,19
SKU_126,2024-02-05,13
SKU_126,2024-03-04,16
SKU_126,2024-03-11,3
SKU_126,2024-03-18,18
SKU_126,2024-03-25,19
SKU_126,2024-04-01,28
SKU_126,2024-04-15,15
SKU_126,2024-04-22,9
SKU_126,2024-04-29,12
SKU_126,2024-05-06,4
SKU_126,2024-05-13,15
SKU_126,2024-05-20,3
SKU_126,2024-06-03,35
SKU_126,2024-06-10,24
SKU_127,2023-01-02,53
SKU_127,2023-01-09,15
SKU_127,2023-01-16,6
SKU_127,2023-02-06,17
SKU_127,2023-02-13,3
SKU_127,2023-02-20,10
SKU_127,2023-02-27,15
SKU_127,2023-03-06,19
SKU_127,2023-03-13,33
SKU_127,2023-03-27,17
SKU_127,2023-04-03,12
SKU_127,2023-04-10,15
SKU_127,2023-04-17,5
SKU_127,2023-04-24,5
SKU_127,2023-05-01,34
SKU_127,2023-05-08,28
SKU_127,2023-05-15,16
SKU_127,2023-06-12,9
SKU_127,2023-06-26,6
SKU_127,2023-07-03,16
SKU_127,2023-07-17,5
SKU_127,2023-07-24,39
SKU_127,2023-07-31,30
SKU_127,2023-08-07,5
SKU_127,2023-08-14,12
SKU_127,2023-08-28,22
SKU_127,2023-09-04,25
SKU_127,2023-09-11,19
SKU_127,2023-09-25,4
SKU_127,2023-10-02,13
SKU_127,2023-10-16,25
SKU_127,2023-10-23,10
SKU_127,2023-10-30,13
SKU_127,2023-11-06,20
SKU_127,2023-11-13,4
SKU_127,2023-11-20,32
SKU_127,2023-11-27,12
SKU_127,2023-12-18,6
SKU_127,2023-12-25,14
SKU_127,2024-01-08,9
SKU_127,2024-01-15,2
SKU_127,2024-01-22,46
SKU_127,2024-02-05,17
SKU_127,2024-02-12,30
SKU_127,2024-02-19,19
SKU_127,2024-02-26,19
SKU_127,2024-03-04,10
SKU_127,2024-03-25,14
SKU_127,2024-04-15,15
SKU_127,2024-04-22,7
SKU_127,2024-04-29,34
SKU_127,2024-05-06,34
SKU_127,2024-05-13,12
SKU_127,2024-05-20,10
SKU_127,2024-05-27,15
SKU_127,2024-06-03,24
SKU_127,2024-06-10,14
SKU_127,2024-06-17,19
SKU_128,2023-01-02,5
SKU_128,2023-01-09,13
SKU_128,2023-01-16,14
SKU_128,2023-01-30,23
SKU_128,2023-02-06,28
SKU_128,2023-02-13,13
SKU_128,2023-02-20,17
SKU_128,2023-02-27,20
SKU_128,2023-03-06,17
SKU_128,2023-03-13,15
SKU_128,2023-03-20,17
SKU_128,2023-04-03,22
SKU_128,2023-04-10,23
SKU_128,2023-04-17,9
SKU_128,2023-05-01,12
SKU_128,2023-05-08,7
SKU_128,2023-05-29,30
SKU_128,2023-06-12,10
SKU_128,2023-06-19,28
SKU_128,2023-06-26,8
SKU_128,2023-07-17,34
SKU_128,2023-07-24,3
SKU_128,2023-07-31,42
SKU_128,2023-08-14,9
SKU_128,2023-08-21,1
SKU_128,2023-08-28,7
SKU_128,2023-09-04,19
SKU_128,2023-09-18,9
SKU_128,2023-10-02,7
SKU_128,2023-10-09,7
SKU_128,2023-10-16,1
SKU_128,2023-10-30,23
SKU_128,2023-11-06,30
SKU_128,2023-11-13,32
SKU_128,2023-11-20,42
SKU_128,2023-11-27,5
SKU_128,2023-12-04,30
SKU_128,2023-12-11,15
SKU_128,2023-12-18,18
SKU_128,2023-12-25,62
SKU_128,2024-01-01,32
SKU_128,2024-01-08,32
SKU_128,2024-01-15,8
SKU_128,2024-01-22,14
SKU_128,2024-01-29,2
SKU_128,2024-02-05,2
SKU_128,2024-02-19,21
SKU_128,2024-02-26,9
SKU_128,2024-03-18,24
SKU_128,2024-03-25,2
SKU_128,2024-04-01,29
SKU_128,2024-04-15,9
SKU_128,2024-04-29,10
SKU_128,2024-05-06,18
SKU_128,2024-05-20,5
SKU_128,2024-05-27,6
SKU_128,2024-06-03,8
SKU_129,2023-01-02,12
SKU_129,2023-01-09,7
SKU_129,2023-01-16,18
SKU_129,2023-01-23,19
SKU_129,2023-01-30,33
SKU_129,2023-02-06,11
SKU_129,2023-02-13,15
SKU_129,2023-02-27,38
SKU_129,2023-03-20,15
SKU_129,2023-03-27,47
SKU_129,2023-04-03,17
SKU_129,2023-04-10,11
SKU_129,2023-04-17,21
SKU_129,2023-05-01,9
SKU_129,2023-05-08,24
SKU_129,2023-05-15,19
SKU_129,2023-05-29,18
SKU_129,2023-06-05,2
SKU_129,2023-06-12,41
SKU_129,2023-06-19,6
SKU_129,2023-07-03,10
SKU_129,2023-07-17,35
SKU_129,2023-07-31,17
SKU_129,2023-08-14,32
SKU_129,2023-08-21,38
SKU_129,2023-09-11,22
SKU_129,2023-09-18,16
SKU_129,2023-10-09,14
SKU_129,2023-10-16,10
SKU_129,2023-10-23,33
SKU_129,2023-10-30,36
SKU_129,2023-11-06,19
SKU_129,2023-11-13,34
SKU_129,2023-11-20,28
SKU_129,2023-11-27,27
SKU_129,2023-12-11,44
SKU_129,2024-01-08,4
SKU_129,2024-01-15,12
SKU_129,2024-01-29,8
SKU_129,2024-02-05,6
SKU_129,2024-02-12,45
SKU_129,2024-02-19,31
SKU_129,2024-02-26,32
SKU_129,2024-03-11,7
SKU_129,2024-03-18,14
SKU_129,2024-04-01,16
SKU_129,2024-04-08,8
SKU_129,2024-04-15,21
SKU_129,2024-04-29,8
SKU_129,2024-05-06,21
SKU_129,2024-05-13,10
SKU_129,2024-06-10,19
SKU_129,2024-06-17,3
SKU_130,2023-01-02,42
SKU_130,2023-01-23,18
SKU_130,2023-01-30,7
SKU_130,2023-02-06,1
SKU_130,2023-02-13,16
SKU_130,2023-03-06,5
SKU_130,2023-03-13,22
SKU_130,2023-03-20,7
SKU_130,2023-03-27,13
SKU_130,2023-04-03,9
SKU_130,2023-04-17,18
SKU_130,2023-05-01,26
SKU_130,2023-05-08,14
SKU_130,2023-05-15,22
SKU_130,2023-05-29,28
SKU_130,2023-06-05,4
SKU_130,2023-06-12,9
SKU_130,2023-06-19,6
SKU_130,2023-06-26,19
SKU_130,2023-07-17,18
SKU_130,2023-07-24,47
SKU_130,2023-07-31,5
SKU_130,2023-08-21,21
SKU_130,2023-08-28,1
SKU_130,2023-09-04,23
SKU_130,2023-09-11,18
SKU_130,2023-09-25,18
SKU_130,2023-10-09,40
SKU_130,2023-10-16,13
SKU_130,2023-10-30,17
SKU_130,2023-11-13,5
SKU_130,2023-11-27,19
SKU_130,2023-12-04,16
SKU_130,2023-12-11,46
SKU_130,2023-12-18,50
SKU_130,2023-12-25,12
SKU_130,2024-01-01,15
SKU_130,2024-01-08,25
SKU_130,2024-01-15,23
SKU_130,2024-01-22,10
SKU_130,2024-02-05,11
SKU_130,2024-02-19,25
SKU_130,2024-03-04,5
SKU_130,2024-03-18,15
SKU_130,2024-03-25,43
SKU_130,2024-04-01,24
SKU_130,2024-04-15,1
SKU_130,2024-04-22,26
SKU_130,2024-04-29,16
SKU_130,2024-05-13,29
SKU_130,2024-05-20,24
SKU_130,2024-05-27,42
SKU_130,2024-06-10,19
SKU_130,2024-06-17,39
SKU_131,2023-01-02,13
SKU_131,2023-01-09,10
SKU_131,2023-01-16,19
SKU_131,2023-01-23,17
SKU_131,2023-01-30,16
SKU_131,2023-02-06,12
SKU_131,2023-02-13,19
SKU_131,2023-02-20,16
SKU_131,2023-03-06,19
SKU_131,2023-03-13,19
SKU_131,2023-03-20,38
SKU_131,2023-03-27,16
SKU_131,2023-04-10,12
SKU_131,2023-04-17,6
SKU_131,2023-04-24,17
SKU_131,2023-05-15,27
SKU_131,2023-05-29,19
SKU_131,2023-06-05,13
SKU_131,2023-06-12,36
SKU_131,2023-06-26,16
SKU_131,2023-07-03,17
SKU_131,2023-07-10,30
SKU_131,2023-07-24,5
SKU_131,2023-07-31,17
SKU_131,2023-08-14,8
SKU_131,2023-08-28,4
SKU_131,2023-09-04,9
SKU_131,2023-09-11,18
SKU_131,2023-09-18,19
SKU_131,2023-10-02,31
SKU_131,2023-10-09,35
SKU_131,2023-10-16,24
SKU_131,2023-11-06,18
SKU_131,2023-11-13,10
SKU_131,2023-12-04,19
SKU_131,2023-12-11,2
SKU_131,2023-12-18,28
SKU_131,2024-01-01,19
SKU_131,2024-01-08,32
SKU_131,2024-01-22,61
SKU_131,2024-01-29,19
SKU_131,2024-02-05,20
SKU_131,2024-02-12,23
SKU_131,2024-02-19,22
SKU_131,2024-03-04,18
SKU_131,2024-03-11,15
SKU_131,2024-03-18,22
SKU_131,2024-03-25,5
SKU_131,2024-04-01,17
SKU_131,2024-04-08,19
SKU_131,2024-04-15,8
SKU_131,2024-05-06,19
SKU_131,2024-05-20,2
SKU_131,2024-06-03,9
SKU_131,2024-06-17,13
SKU_132,2022-12-26,5
SKU_132,2023-01-02,1
SKU_132,2023-01-09,26
SKU_132,2023-01-16,19
SKU_132,2023-01-30,19
SKU_132,2023-02-06,4
SKU_132,2023-02-13,30
SKU_132,2023-02-20,35
SKU_132,2023-03-06,4
SKU_132,2023-03-20,25
SKU_132,2023-03-27,29
SKU_132,2023-04-03,4
SKU_132,2023-04-10,9
SKU_132,2023-04-17,16
SKU_132,2023-04-24,21
SKU_132,2023-05-08,20
SKU_132,2023-05-15,6
SKU_132,2023-05-22,11
SKU_132,2023-06-05,12
SKU_132,2023-06-12,19
SKU_132,2023-06-19,51
SKU_132,2023-06-26,33
SKU_132,2023-07-10,35
SKU_132,2023-07-17,9
SKU_132,2023-07-24,3
SKU_132,2023-07-31,4
SKU_132,2023-08-07,12
SKU_132,2023-08-14,6
SKU_132,2023-08-21,40
SKU_132,2023-08-28,26
SKU_132,2023-09-04,7
SKU_132,2023-09-11,35
SKU_132,2023-09-18,20
SKU_132,2023-09-25,19
SKU_132,2023-10-02,13
SKU_132,2023-10-09,18
SKU_132,2023-10-23,8
SKU_132,2023-11-06,13
SKU_132,2023-11-13,8
SKU_132,2023-11-20,3
SKU_132,2023-12-11,21
SKU_132,2023-12-25,16
SKU_132,2024-01-01,28
SKU_132,2024-01-08,16
SKU_132,2024-01-22,2
SKU_132,2024-02-05,26
SKU_132,2024-02-19,34
SKU_132,2024-02-26,8
SKU_132,2024-03-04,3
SKU_132,2024-03-11,16
SKU_132,2024-03-18,9
SKU_132,2024-03-25,16
SKU_132,2024-04-08,39
SKU_132,2024-04-22,20
SKU_132,2024-04-29,19
SKU_132,2024-05-13,20
SKU_132,2024-05-20,15
SKU_132,2024-05-27,7
SKU_132,2024-06-03,13
SKU_132,2024-06-10,6
SKU_132,2024-06-17,31
SKU_133,2023-01-02,3
SKU_133,2023-01-09,15
SKU_133,2023-01-16,3
SKU_133,2023-02-13,13
SKU_133,2023-02-20,18
SKU_133,2023-03-06,11
SKU_133,2023-03-13,11
SKU_133,2023-03-20,8
SKU_133,2023-04-03,19
SKU_133,2023-04-10,19
SKU_133,2023-04-24,1
SKU_133,2023-05-08,5
SKU_133,2023-05-15,20
SKU_133,2023-05-22,1
SKU_133,2023-06-19,37
SKU_133,2023-06-26,39
