customer_id,gender,age,country,segment,join_date,recency,frequency,monetary,avg_txn_amt,total_points,cluster
CUST_1056,Female,44,UAE,Bronze,2022-12-07,71,3,400.24,133.41333333333333,1050,5
CUST_1057,Female,32,KSA,Bronze,2022-10-06,298,7,1315.26,187.8942857142857,1877,-1
CUST_1058,Male,63,Qatar,Gold,2022-01-16,100,6,1201.14,200.19000000000003,1108,-1
CUST_1059,Male,47,Qatar,Gold,2022-03-04,44,7,1366.9,195.27142857142857,2325,-1
CUST_1060,Male,19,KSA,Gold,2023-05-30,315,1,136.3,136.3,346,-1
CUST_1061,Male,25,KSA,Gold,2021-12-09,13,7,1203.9699999999998,171.99571428571426,2003,2
CUST_1062,Male,29,Qatar,Silver,2022-07-29,25,3,529.16,176.38666666666666,784,5
CUST_1063,Female,26,Oman,Silver,2022-12-18,16,11,1552.45,141.13181818181818,2597,-1
CUST_1064,Female,64,UAE,Silver,2021-09-07,5,2,385.96,192.98,216,-1
CUST_1065,Female,34,Oman,Bronze,2022-06-08,19,6,772.4,128.73333333333332,2167,-1
CUST_1066,Female,60,UAE,Gold,2021-04-04,208,4,631.02,157.755,720,-1
CUST_1067,Female,35,Qatar,Bronze,2022-11-21,91,5,720.79,144.158,605,-1
CUST_1068,Male,64,Qatar,Gold,2022-09-05,44,5,647.5,129.5,1092,4
CUST_1069,Male,39,Qatar,Bronze,2022-10-10,20,6,997.25,166.20833333333334,1349,3
CUST_1070,Male,45,Qatar,Gold,2022-09-16,188,3,381.29,127.09666666666668,792,5
CUST_1071,Female,27,KSA,Bronze,2021-12-23,50,7,877.85,125.40714285714286,1785,2
CUST_1072,Female,59,Qatar,Gold,2023-01-03,188,3,645.56,215.18666666666664,411,-1
CUST_1073,Male,54,UAE,Gold,2021-05-13,190,5,646.3100000000001,129.262,1285,-1
CUST_1074,Male,49,Qatar,Bronze,2022-07-16,180,6,1168.9,194.8166666666667,1199,-1
CUST_1075,Male,22,UAE,Gold,2022-04-14,43,6,1137.15,189.525,1657,3
CUST_1076,Female,33,KSA,Silver,2021-10-22,19,6,967.83,161.30499999999998,1022,3
CUST_1077,Male,54,UAE,Gold,2023-05-22,68,6,720.0,120.0,1631,3
CUST_1078,Male,36,Qatar,Bronze,2021-11-19,103,5,1154.73,230.946,443,-1
CUST_1079,Female,58,UAE,Bronze,2023-02-09,261,1,281.56,281.56,27,-1
CUST_1080,Female,59,Qatar,Gold,2022-11-02,292,1,275.9,275.9,87,-1
CUST_1081,Female,57,Oman,Silver,2021-01-29,6,5,294.6,58.92,1023,-1
CUST_1082,Male,34,Qatar,Silver,2023-03-07,407,1,270.52,270.52,116,-1
CUST_1083,Female,28,UAE,Gold,2022-09-07,174,3,465.83,155.27666666666667,503,-1
CUST_1084,Female,28,UAE,Bronze,2023-01-04,39,5,857.9899999999999,171.59799999999998,1528,4
CUST_1085,Female,23,KSA,Bronze,2022-06-06,85,6,1076.45,179.40833333333333,1807,3
CUST_1086,Female,38,Qatar,Bronze,2022-10-05,178,2,139.57999999999998,69.78999999999999,637,-1
CUST_1087,Female,53,Oman,Gold,2021-02-06,20,7,1127.89,161.12714285714284,1900,2
CUST_1088,Female,20,Qatar,Silver,2021-11-29,37,4,377.71,94.4275,922,6
CUST_1089,Female,25,UAE,Bronze,2021-05-03,22,7,814.55,116.36428571428571,1950,2
CUST_1090,Female,41,Oman,Silver,2021-07-29,74,5,954.64,190.928,1381,4
CUST_1091,Female,55,Oman,Bronze,2021-01-03,17,7,1204.54,172.07714285714286,2265,2
CUST_1092,Female,23,Oman,Bronze,2021-01-31,36,4,667.55,166.8875,919,6
CUST_1093,Male,31,Qatar,Gold,2021-10-10,66,8,1247.59,155.94875000000002,1580,-1
CUST_1094,Female,53,KSA,Silver,2021-06-25,25,12,1723.44,143.62,2848,-1
CUST_1095,Female,41,Qatar,Bronze,2023-05-19,27,7,766.42,109.48857142857142,2017,2
CUST_1096,Female,47,UAE,Bronze,2021-06-13,18,3,433.46,144.48666666666668,708,5
CUST_1097,Male,26,Oman,Bronze,2022-02-24,126,7,1008.04,144.00571428571428,1944,-1
CUST_1098,Male,41,Oman,Bronze,2023-05-09,56,5,475.39,95.078,944,-1
CUST_1099,Female,56,UAE,Silver,2022-11-20,53,1,285.86,285.86,23,-1
CUST_1100,Male,49,Oman,Gold,2021-01-22,22,9,1790.13,198.9033333333333,2520,-1
CUST_1101,Male,28,KSA,Silver,2021-01-20,55,3,646.95,215.65,1064,-1
CUST_1102,Male,60,KSA,Gold,2023-04-14,161,4,657.3,164.325,796,6
CUST_1103,Female,41,Oman,Bronze,2022-10-01,69,4,709.88,177.47,985,6
CUST_1104,Female,48,KSA,Bronze,2021-04-23,24,7,1136.95,162.42142857142858,2052,2
CUST_1105,Female,30,Qatar,Bronze,2021-09-25,142,1,79.21,79.21,70,-1
CUST_1106,Female,30,KSA,Silver,2022-11-08,97,6,789.7099999999999,131.6183333333333,1747,3
CUST_1107,Female,55,UAE,Gold,2022-01-03,351,4,556.5799999999999,139.14499999999998,814,-1
CUST_1108,Female,63,Oman,Gold,2023-01-20,132,2,142.99,71.495,600,-1
CUST_1109,Male,58,UAE,Gold,2021-04-26,54,7,1272.51,181.78714285714287,1187,-1
CUST_1110,Male,32,Oman,Bronze,2023-01-09,135,5,763.53,152.706,806,-1
CUST_1111,Male,31,KSA,Gold,2021-11-30,145,4,373.3,93.325,512,-1
CUST_1112,Male,28,Qatar,Gold,2021-09-30,117,5,759.47,151.894,1557,4
CUST_1113,Female,18,Oman,Gold,2022-10-07,176,3,511.52,170.50666666666666,662,-1
CUST_1114,Female,50,Oman,Bronze,2021-05-29,96,3,250.18,83.39333333333333,467,-1
CUST_1115,Male,33,Oman,Bronze,2022-03-03,58,4,602.32,150.58,1062,6
CUST_1116,Male,50,UAE,Gold,2022-10-24,178,2,255.33,127.665,157,-1
CUST_1117,Male,29,UAE,Bronze,2022-11-23,71,4,897.4300000000001,224.3575,531,-1
CUST_1118,Male,21,Qatar,Silver,2021-05-26,174,3,358.17,119.39,759,-1
CUST_1119,Female,60,KSA,Silver,2022-06-16,14,7,1110.07,158.58142857142855,1667,2
CUST_1120,Female,50,UAE,Silver,2021-04-25,136,4,389.92,97.48,821,-1
CUST_1121,Female,48,UAE,Gold,2021-09-19,198,3,767.51,255.83666666666667,1041,-1
CUST_1122,Female,27,Qatar,Bronze,2023-04-01,236,3,543.11,181.03666666666663,913,-1
CUST_1123,Male,18,KSA,Bronze,2022-08-29,260,2,551.91,275.955,499,-1
CUST_1124,Male,26,Qatar,Gold,2021-10-29,62,3,440.87,146.95666666666668,813,5
CUST_1125,Male,63,UAE,Bronze,2022-05-26,119,2,303.21000000000004,151.60500000000002,551,-1
CUST_1126,Male,58,UAE,Gold,2023-03-31,260,4,652.62,163.155,1082,-1
CUST_1127,Female,61,Qatar,Gold,2022-05-22,29,6,749.34,124.89,1607,3
CUST_1128,Male,32,UAE,Silver,2021-09-21,35,5,850.6800000000001,170.13600000000002,1360,4
CUST_1129,Female,54,KSA,Silver,2023-01-27,8,7,1335.69,190.81285714285715,1644,2
CUST_1130,Male,49,KSA,Gold,2022-12-26,11,5,1127.0700000000002,225.41400000000004,1423,-1
CUST_1131,Female,51,UAE,Gold,2021-09-09,296,4,792.6800000000001,198.17,927,-1
CUST_1132,Male,28,UAE,Gold,2022-02-23,72,8,1039.75,129.96875,2220,1
CUST_1133,Female,27,Oman,Bronze,2022-10-06,512,1,183.25,183.25,230,-1
CUST_1134,Female,36,Oman,Gold,2022-03-05,119,5,555.21,111.042,1526,4
CUST_1135,Male,42,Oman,Gold,2021-03-25,172,6,1149.04,191.50666666666663,1171,-1
CUST_1136,Male,44,KSA,Gold,2022-10-12,120,3,437.77,145.92333333333332,735,5
CUST_1137,Male,24,KSA,Silver,2022-06-11,316,5,799.45,159.89,981,-1
CUST_1138,Female,60,Oman,Silver,2021-01-11,25,4,589.78,147.445,938,6
CUST_1139,Female,60,KSA,Silver,2021-10-19,8,8,865.09,108.13625,2194,-1
CUST_1140,Male,25,KSA,Bronze,2021-06-06,238,4,949.06,237.265,1418,-1
CUST_1141,Male,58,UAE,Gold,2021-12-07,2,6,1054.8,175.79999999999998,1553,3
CUST_1142,Female,34,Oman,Bronze,2021-09-03,6,8,778.56,97.32,1295,-1
CUST_1143,Female,19,KSA,Bronze,2022-12-07,105,4,575.88,143.97,689,6
CUST_1144,Female,50,Qatar,Silver,2021-03-26,254,3,407.78,135.92666666666665,687,-1
CUST_1145,Female,65,Oman,Gold,2021-10-06,149,5,678.74,135.748,1280,4
CUST_1146,Female,47,KSA,Bronze,2021-12-27,415,2,360.4,180.2,494,-1
CUST_1147,Male,36,Oman,Silver,2023-02-21,48,4,511.64,127.91,1060,6
CUST_1148,Female,26,UAE,Silver,2023-03-17,2,7,751.3399999999999,107.3342857142857,1805,-1
CUST_1149,Female,44,KSA,Bronze,2023-05-07,32,3,400.49,133.49666666666667,862,5
CUST_1150,Male,34,Oman,Silver,2021-09-21,27,8,1083.63,135.45375,1472,-1
CUST_1151,Female,37,Qatar,Silver,2021-04-14,124,2,467.69000000000005,233.84500000000003,428,-1
CUST_1152,Female,49,Qatar,Bronze,2022-03-07,21,6,746.17,124.36166666666666,1323,3
CUST_1153,Female,65,Qatar,Gold,2021-03-11,165,8,1258.93,157.36625,2118,-1
CUST_1154,Male,63,Oman,Silver,2021-11-21,126,3,529.5899999999999,176.52999999999997,916,5
CUST_1155,Female,19,KSA,Gold,2022-01-24,45,6,974.81,162.46833333333333,1878,3
CUST_1156,Male,23,Oman,Bronze,2021-09-14,17,5,768.75,153.75,848,4
CUST_1157,Male,22,KSA,Bronze,2021-10-28,42,8,1237.43,154.67875,1923,1
CUST_1158,Male,45,Oman,Silver,2021-04-11,141,2,479.94,239.97,514,-1
CUST_1159,Male,57,KSA,Silver,2021-09-24,55,4,560.0799999999999,140.01999999999998,1049,6
CUST_1160,Female,26,Oman,Bronze,2022-05-12,124,6,876.83,146.13833333333335,1626,3
CUST_1161,Female,34,KSA,Gold,2021-05-05,126,5,414.43,82.886,1350,-1
CUST_1162,Male,28,Qatar,Gold,2021-09-21,144,2,379.0,189.5,345,-1
CUST_1163,Male,51,KSA,Silver,2023-01-04,32,5,880.46,176.092,887,4
CUST_1164,Male,29,Qatar,Silver,2023-02-15,50,8,1214.34,151.7925,2008,1
CUST_1165,Male,32,Oman,Gold,2021-05-21,85,3,354.13,118.04333333333334,733,5
CUST_1166,Female,37,UAE,Bronze,2021-02-14,22,3,339.69,113.23,284,-1
CUST_1167,Female,31,Oman,Gold,2022-05-10,293,5,698.61,139.722,1190,-1
CUST_1168,Male,45,KSA,Gold,2022-11-22,15,3,254.42,84.80666666666667,582,-1
CUST_1169,Female,47,KSA,Gold,2021-08-29,46,6,686.99,114.49833333333332,756,-1
CUST_1170,Male,24,UAE,Bronze,2022-01-17,7,5,865.88,173.176,1689,4
CUST_1171,Male,58,Oman,Silver,2021-12-16,86,5,940.12,188.024,1565,4
CUST_1172,Male,44,KSA,Gold,2021-12-31,25,6,962.81,160.46833333333333,1520,3
CUST_1173,Female,41,UAE,Bronze,2021-03-31,158,4,217.74,54.435,1103,-1
CUST_1174,Female,50,UAE,Bronze,2021-03-04,66,6,875.45,145.90833333333333,1324,3
CUST_1175,Male,56,Qatar,Gold,2021-05-06,34,7,898.45,128.35,2405,2
CUST_1176,Male,49,KSA,Silver,2022-07-29,46,4,832.2,208.05,695,6
CUST_1177,Male,44,Qatar,Gold,2021-05-19,45,6,828.11,138.01833333333337,1270,3
CUST_1178,Female,39,KSA,Silver,2021-07-25,7,7,1319.95,188.5642857142857,1523,2
CUST_1179,Male,36,Oman,Bronze,2021-07-20,154,6,1242.24,207.04,1925,-1
CUST_1180,Female,26,UAE,Silver,2021-04-12,15,6,412.1,68.68333333333332,1604,-1
CUST_1181,Male,29,Qatar,Gold,2021-02-21,3,7,832.37,118.91,1693,2
CUST_1182,Male,58,UAE,Gold,2021-10-11,114,2,441.67,220.835,519,-1
CUST_1183,Male,61,Oman,Gold,2022-09-20,14,7,518.87,74.12428571428572,2144,-1
CUST_1184,Female,30,KSA,Gold,2021-04-25,89,5,669.67,133.934,1408,4
CUST_1185,Male,18,Oman,Gold,2021-10-28,538,1,255.08,255.08,370,-1
CUST_1186,Female,48,KSA,Bronze,2021-11-10,313,5,594.62,118.924,1629,-1
CUST_1187,Male,49,UAE,Gold,2023-01-25,32,5,581.95,116.39,1101,4
CUST_1188,Male,41,Oman,Bronze,2021-03-27,9,3,355.5,118.5,172,-1
CUST_1189,Female,56,UAE,Gold,2023-04-11,50,4,623.57,155.8925,1206,6
CUST_1190,Female,25,KSA,Silver,2021-05-31,129,4,582.77,145.6925,1015,6
CUST_1191,Male,35,Qatar,Bronze,2023-02-23,80,6,1324.0700000000002,220.67833333333337,1725,-1
CUST_1192,Female,29,UAE,Silver,2022-10-01,12,9,1492.6,165.84444444444443,2556,-1
CUST_1193,Male,40,KSA,Bronze,2022-01-29,43,5,564.16,112.832,1490,4
CUST_1194,Male,23,Oman,Silver,2021-08-04,30,8,1530.63,191.32875,2170,-1
CUST_1195,Female,24,Oman,Silver,2022-06-03,91,5,761.39,152.278,1250,4
CUST_1196,Male,24,UAE,Gold,2022-01-02,36,5,959.08,191.816,1247,4
CUST_1197,Female,36,UAE,Gold,2022-01-17,57,4,680.17,170.0425,1280,6
CUST_1198,Female,42,UAE,Gold,2022-04-23,148,4,769.27,192.3175,854,6
CUST_1199,Male,32,UAE,Silver,2022-11-13,55,9,1731.3200000000002,192.3688888888889,2878,-1
CUST_1200,Female,48,Qatar,Gold,2021-05-21,4,9,1753.7,194.85555555555555,1956,-1
CUST_1201,Male,19,KSA,Silver,2021-01-26,103,2,375.5,187.75,413,0
CUST_1202,Female,52,Qatar,Silver,2023-05-31,239,4,372.31,93.0775,881,-1
CUST_1203,Female,33,Oman,Bronze,2023-06-01,69,8,1390.26,173.7825,1382,-1
CUST_1204,Female,46,UAE,Bronze,2021-08-31,17,7,1168.93,166.99,1801,2
CUST_1205,Female,41,UAE,Silver,2022-12-11,73,10,1385.9,138.58999999999995,2763,-1
CUST_1206,Male,29,UAE,Gold,2021-08-21,25,7,1026.17,146.5957142857143,2209,2
CUST_1207,Male,52,KSA,Gold,2022-08-30,278,5,508.7700000000001,101.75400000000002,1867,-1
CUST_1208,Male,48,KSA,Silver,2022-02-21,144,7,1579.21,225.60142857142856,1288,-1
CUST_1209,Male,23,KSA,Bronze,2023-04-26,40,1,198.66,198.66,312,-1
CUST_1210,Male,65,KSA,Bronze,2022-11-11,88,5,902.17,180.434,1244,4
CUST_1211,Male,27,Oman,Gold,2021-03-30,190,8,1168.78,146.0975,2410,-1
CUST_1212,Female,19,Qatar,Gold,2021-08-27,30,4,260.97,65.24249999999999,1370,-1
CUST_1213,Female,61,Qatar,Bronze,2022-01-28,8,4,811.37,202.8425,1145,6
CUST_1214,Male,61,Qatar,Gold,2023-01-11,32,6,1178.1799999999998,196.3633333333333,1581,3
CUST_1215,Male,54,KSA,Silver,2023-06-04,152,3,245.01,81.67,1259,-1
CUST_1216,Female,39,Qatar,Silver,2021-10-16,61,5,820.8,164.16,1348,4
CUST_1217,Male,22,Oman,Bronze,2022-01-21,107,11,1483.43,134.85727272727274,1838,-1
CUST_1218,Female,41,Qatar,Bronze,2021-04-05,19,3,288.08,96.02666666666666,1123,-1
CUST_1219,Male,31,Oman,Silver,2023-05-13,57,4,784.72,196.18,781,6
CUST_1220,Female,65,Qatar,Gold,2021-08-19,348,3,427.42,142.47333333333333,951,-1
CUST_1221,Male,46,KSA,Silver,2023-05-04,5,8,1029.32,128.665,1823,-1
CUST_1222,Female,46,Oman,Bronze,2022-03-24,51,5,1015.65,203.13,1318,4
CUST_1223,Male,28,Oman,Bronze,2023-05-16,6,4,694.95,173.7375,998,6
CUST_1224,Female,22,Oman,Silver,2022-05-09,35,8,1500.41,187.55125,1448,-1
CUST_1225,Female,55,UAE,Silver,2022-10-22,83,5,526.65,105.33,756,-1
CUST_1226,Female,39,KSA,Gold,2023-04-05,96,5,831.23,166.246,1650,4
CUST_1227,Male,62,UAE,Silver,2021-10-29,14,1,231.82,231.82,487,-1
CUST_1228,Female,34,KSA,Silver,2022-09-04,157,6,1201.35,200.225,1955,-1
CUST_1229,Female,52,UAE,Silver,2021-10-23,89,5,386.81,77.362,1208,-1
CUST_1230,Male,48,UAE,Bronze,2021-10-06,31,5,414.74,82.94800000000001,1467,-1
CUST_1231,Female,20,KSA,Silver,2023-05-13,108,4,619.8499999999999,154.96249999999998,1294,6
CUST_1232,Female,32,UAE,Gold,2023-05-21,77,7,894.02,127.71714285714286,2144,2
CUST_1233,Male,25,Qatar,Silver,2022-03-15,69,5,941.01,188.202,1213,4
CUST_1234,Female,33,Qatar,Gold,2023-05-17,435,2,470.19,235.095,155,-1
CUST_1236,Male,34,UAE,Gold,2023-04-12,170,5,852.93,170.58599999999998,1864,-1
CUST_1237,Male,61,Qatar,Gold,2021-12-22,43,5,1110.89,222.17800000000005,1029,4
CUST_1238,Female,57,UAE,Bronze,2023-05-11,53,6,1131.68,188.61333333333332,1853,3
CUST_1239,Female,53,UAE,Bronze,2022-06-22,10,9,1153.81,128.20111111111112,2235,1
CUST_1240,Male,39,Qatar,Silver,2023-04-04,34,5,771.81,154.362,1379,4
CUST_1241,Male,45,Qatar,Silver,2022-05-30,150,3,202.7,67.56666666666666,906,-1
CUST_1242,Female,41,Oman,Bronze,2021-09-27,1,4,842.1999999999999,210.55,638,-1
CUST_1243,Female,34,KSA,Silver,2022-08-02,4,6,1038.9,173.15,1663,3
CUST_1244,Female,28,UAE,Bronze,2023-01-22,248,1,203.02,203.02,465,-1
CUST_1245,Female,31,Oman,Bronze,2023-02-27,83,9,1368.31,152.03444444444443,1682,-1
CUST_1246,Female,38,Oman,Bronze,2021-06-21,96,3,440.53,146.84333333333333,572,5
CUST_1247,Female,61,Qatar,Gold,2021-09-19,251,3,601.52,200.50666666666663,1103,-1
CUST_1248,Female,51,Oman,Silver,2023-04-07,89,6,571.4,95.23333333333332,1707,-1
CUST_1249,Female,32,UAE,Bronze,2021-07-05,15,3,468.46,156.15333333333334,832,5
CUST_1250,Female,51,UAE,Bronze,2021-04-20,358,3,489.17,163.05666666666664,674,-1
CUST_1251,Female,46,Qatar,Silver,2023-05-30,48,6,885.22,147.53666666666666,913,3
CUST_1252,Male,56,KSA,Bronze,2021-04-21,182,3,536.79,178.92999999999998,1178,-1
CUST_1253,Male,36,Oman,Silver,2023-05-27,23,2,327.95,163.975,674,0
CUST_1254,Male,47,Qatar,Gold,2021-03-14,99,5,657.76,131.552,1558,4
CUST_1255,Female,24,UAE,Gold,2021-08-10,117,3,682.24,227.41333333333333,731,-1
CUST_1256,Male,64,Qatar,Bronze,2023-01-12,264,7,1455.67,207.95285714285717,1976,-1
CUST_1257,Female,30,Qatar,Gold,2022-10-19,180,3,734.87,244.95666666666668,621,-1
CUST_1258,Female,40,Oman,Gold,2023-04-01,40,5,808.65,161.73,832,4
CUST_1259,Male,29,UAE,Bronze,2022-01-11,19,3,513.61,171.20333333333335,606,5
CUST_1260,Male,42,UAE,Gold,2023-01-06,130,4,477.65,119.4125,927,6
CUST_1261,Male,22,Qatar,Silver,2022-12-02,29,8,1133.43,141.67875,2139,1
CUST_1262,Female,35,UAE,Bronze,2023-04-07,38,8,1070.88,133.86,2177,1
CUST_1263,Male,63,Qatar,Gold,2022-05-09,131,4,555.54,138.885,1169,6
CUST_1264,Male,31,Oman,Silver,2022-11-05,121,4,523.92,130.98,704,6
CUST_1265,Male,42,KSA,Gold,2021-12-02,21,5,606.9300000000001,121.386,1696,4
CUST_1266,Female,20,UAE,Gold,2022-12-28,73,7,759.97,108.56714285714284,1619,-1
CUST_1267,Male,30,UAE,Gold,2022-04-13,12,4,451.15,112.7875,945,6
CUST_1268,Female,19,Oman,Gold,2022-12-25,9,8,989.2,123.65,2396,1
CUST_1269,Female,44,Oman,Bronze,2022-06-26,62,6,712.09,118.68166666666669,1801,3
CUST_1270,Female,48,KSA,Silver,2021-02-28,50,6,950.17,158.36166666666665,1361,3
CUST_1271,Male,44,KSA,Silver,2021-08-10,9,8,1089.42,136.1775,2525,1
CUST_1272,Male,49,Qatar,Silver,2021-12-20,42,7,806.96,115.28,2460,-1
CUST_1273,Male,20,UAE,Silver,2021-02-18,163,7,1200.51,171.50142857142856,1783,-1
CUST_1274,Female,48,Qatar,Gold,2022-10-15,32,6,611.99,101.99833333333332,1587,3
CUST_1275,Female,21,UAE,Bronze,2021-01-02,261,4,485.75,121.4375,1259,-1
CUST_1276,Male,41,Oman,Silver,2021-08-09,77,6,738.0,123.0,1381,3
CUST_1277,Male,52,UAE,Silver,2023-02-01,60,2,171.05,85.525,154,-1
CUST_1278,Male,51,Qatar,Gold,2021-04-07,37,8,1330.37,166.29625,2866,-1
CUST_1279,Female,20,UAE,Silver,2023-04-11,22,8,939.21,117.40125,2593,-1
CUST_1280,Male,24,UAE,Gold,2021-03-05,75,4,748.0,187.0,908,6
CUST_1281,Male,26,UAE,Gold,2023-02-08,68,3,656.27,218.75666666666663,612,5
CUST_1282,Female,53,KSA,Bronze,2022-12-21,274,3,447.15,149.04999999999998,577,-1
CUST_1283,Female,24,UAE,Gold,2021-02-12,77,4,537.98,134.495,691,6
CUST_1284,Male,52,UAE,Bronze,2023-05-03,17,11,1954.0,177.63636363636363,2979,-1
CUST_1285,Male,35,UAE,Gold,2022-01-23,134,9,1324.91,147.2122222222222,2055,-1
CUST_1286,Female,47,Oman,Bronze,2023-03-13,17,4,441.65,110.4125,553,-1
CUST_1287,Female,22,UAE,Gold,2022-06-15,92,7,699.65,99.95,1652,-1
CUST_1288,Female,23,UAE,Silver,2021-10-16,93,4,521.09,130.2725,1369,6
CUST_1289,Male,53,KSA,Bronze,2021-08-23,29,2,51.97,25.985,813,-1
CUST_1290,Female,25,Oman,Silver,2021-06-05,14,3,387.71,129.23666666666665,758,5
CUST_1291,Male,55,Qatar,Bronze,2023-03-03,105,8,1427.6,178.45,2649,-1
CUST_1292,Female,25,Oman,Silver,2022-10-09,231,6,969.81,161.635,970,-1
CUST_1293,Male,22,Oman,Gold,2021-05-30,215,4,534.94,133.735,1007,-1
CUST_1294,Male,38,Qatar,Silver,2023-06-08,139,2,237.43,118.715,553,-1
CUST_1295,Female,38,Qatar,Gold,2023-03-17,94,6,966.77,161.12833333333333,1088,3
CUST_1296,Female,65,KSA,Bronze,2021-06-10,88,6,813.19,135.53166666666667,1558,3
CUST_1297,Male,38,Qatar,Bronze,2021-03-27,63,3,529.11,176.37,706,5
CUST_1298,Male,39,Oman,Silver,2022-06-22,69,8,1473.0,184.125,1880,-1
CUST_1299,Female,18,KSA,Silver,2022-09-25,27,6,679.99,113.33166666666666,990,3
CUST_1300,Female,59,KSA,Silver,2021-05-26,169,4,783.08,195.77,522,-1
CUST_1301,Male,41,KSA,Gold,2021-08-09,2,2,122.09,61.045,203,-1
CUST_1302,Female,58,Qatar,Silver,2021-04-29,48,2,379.11,189.555,219,-1
CUST_1303,Female,49,UAE,Bronze,2022-05-31,186,2,97.78,48.89,275,-1
CUST_1304,Male,18,KSA,Gold,2021-07-18,3,5,718.04,143.608,1032,4
CUST_1305,Male,62,KSA,Bronze,2022-02-15,203,3,575.1899999999999,191.73,534,-1
CUST_1306,Male,18,KSA,Gold,2023-04-02,111,6,745.96,124.32666666666668,1629,3
CUST_1307,Female,46,Oman,Bronze,2023-03-08,80,3,464.18,154.72666666666666,812,5
CUST_1308,Female,35,Qatar,Bronze,2023-03-16,325,1,103.25,103.25,178,-1
CUST_1309,Male,50,Oman,Bronze,2021-06-21,133,2,239.73,119.865,369,-1
CUST_1310,Female,30,UAE,Gold,2021-01-12,38,7,1204.03,172.00428571428571,1922,2
CUST_1311,Female,57,Oman,Gold,2023-05-05,60,8,1267.4,158.425,1960,1
CUST_1312,Female,44,Oman,Silver,2021-02-02,21,5,1143.43,228.686,2113,-1
CUST_1313,Female,29,Oman,Gold,2023-02-15,6,3,459.8,153.26666666666668,1053,5
CUST_1314,Male,63,Oman,Bronze,2022-10-10,32,6,561.88,93.64666666666666,1743,3
CUST_1315,Male,58,UAE,Silver,2021-11-16,12,5,847.41,169.482,1355,4
CUST_1316,Female,25,Oman,Silver,2023-03-23,16,5,843.11,168.622,751,4
CUST_1317,Female,34,Qatar,Bronze,2023-04-22,123,6,1028.52,171.42,1303,3
CUST_1318,Female,64,Qatar,Silver,2022-05-30,25,8,1036.91,129.61375,2266,1
CUST_1319,Female,47,UAE,Gold,2021-12-19,26,2,355.17,177.58499999999998,804,-1
CUST_1320,Female,25,Qatar,Gold,2022-12-06,39,3,499.84,166.61333333333334,1107,5
CUST_1321,Male,47,KSA,Bronze,2021-09-18,20,6,801.23,133.53833333333333,1477,3
CUST_1322,Male,51,Oman,Gold,2023-05-13,33,10,1520.22,152.022,2925,-1
CUST_1323,Male,47,Oman,Silver,2021-05-30,156,3,142.92,47.63999999999999,730,-1
CUST_1324,Female,64,Qatar,Gold,2021-11-25,114,6,754.49,125.74833333333332,1595,3
CUST_1325,Female,56,Qatar,Silver,2022-05-27,10,7,923.64,131.94857142857143,1580,2
CUST_1326,Female,39,Qatar,Bronze,2022-12-07,122,6,997.24,166.20666666666668,1797,-1
CUST_1327,Male,64,UAE,Bronze,2021-03-02,125,3,462.39,154.13,607,5
CUST_1328,Male,59,UAE,Silver,2021-01-29,173,4,823.23,205.8075,1148,-1
CUST_1329,Female,44,Qatar,Bronze,2021-08-28,37,2,432.15,216.075,585,-1
CUST_1330,Female,30,KSA,Gold,2021-10-28,130,4,811.4200000000001,202.855,970,-1
CUST_1331,Male,37,Qatar,Bronze,2021-05-20,1,3,433.47,144.49,435,-1
CUST_1332,Male,40,Oman,Silver,2021-09-08,1,4,826.7,206.675,1513,-1
CUST_1333,Male,26,Oman,Silver,2022-06-12,16,4,550.89,137.7225,819,6
CUST_1334,Female,60,Qatar,Silver,2023-02-28,135,5,840.77,168.154,1351,4
CUST_1335,Male,60,UAE,Gold,2022-09-12,32,8,1096.53,137.06625,1288,-1
CUST_1336,Male,25,KSA,Gold,2023-05-12,429,4,863.86,215.965,973,-1
CUST_1337,Female,58,Oman,Gold,2023-04-09,191,5,390.4,78.08,1325,-1
CUST_1338,Male,41,Oman,Silver,2023-03-23,143,6,1427.56,237.92666666666665,1820,-1
CUST_1339,Male,37,UAE,Gold,2021-01-09,102,2,494.56,247.28,474,-1
CUST_1340,Female,65,UAE,Bronze,2021-03-22,308,5,614.5699999999999,122.914,877,-1
CUST_1341,Male,31,UAE,Silver,2022-01-25,43,4,547.6,136.9,1478,6
CUST_1342,Female,28,UAE,Gold,2021-09-07,5,5,822.64,164.528,1288,4
CUST_1343,Female,64,Oman,Silver,2022-01-02,202,2,144.32,72.16,663,-1
CUST_1344,Male,42,KSA,Bronze,2021-02-09,120,5,717.6800000000001,143.536,1197,4
CUST_1345,Female,19,Qatar,Silver,2022-04-05,76,3,331.3,110.43333333333334,293,-1
CUST_1346,Male,25,Qatar,Gold,2023-04-20,123,5,1024.38,204.87600000000003,1132,-1
CUST_1347,Male,21,UAE,Bronze,2021-02-09,164,2,283.35,141.675,461,-1
CUST_1349,Male,47,Oman,Gold,2021-02-06,26,2,416.88,208.44,578,-1
CUST_1350,Male,61,Oman,Silver,2021-05-22,78,5,713.81,142.762,1796,4
CUST_1351,Female,27,Oman,Bronze,2022-02-11,219,5,547.51,109.502,1210,-1
CUST_1352,Male,53,UAE,Bronze,2022-02-27,130,3,428.9,142.96666666666667,1231,-1
CUST_1353,Male,42,KSA,Gold,2022-06-23,89,2,318.7,159.35,192,-1
