customer_id,gender,age,country,segment,join_date
CUST_1285,Male,35,UAE,Gold,2022-01-23
CUST_1286,Female,47,Oman,Bronze,2023-03-13
CUST_1287,Female,22,UAE,Gold,2022-06-15
CUST_1288,Female,23,UAE,Silver,2021-10-16
CUST_1289,Male,53,KSA,Bronze,2021-08-23
CUST_1290,Female,25,Oman,Silver,2021-06-05
CUST_1291,Male,55,Qatar,Bronze,2023-03-03
CUST_1292,Female,25,Oman,Silver,2022-10-09
CUST_1293,Male,22,Oman,Gold,2021-05-30
CUST_1294,Male,38,Qatar,Silver,2023-06-08
CUST_1295,Female,38,Qatar,Gold,2023-03-17
CUST_1296,Female,65,KSA,Bronze,2021-06-10
CUST_1297,Male,38,Qatar,Bronze,2021-03-27
CUST_1298,Male,39,Oman,Silver,2022-06-22
CUST_1299,Female,18,KSA,Silver,2022-09-25
CUST_1300,Female,59,KSA,Silver,2021-05-26
CUST_1301,Male,41,KSA,Gold,2021-08-09
CUST_1302,Female,58,Qatar,Silver,2021-04-29
CUST_1303,Female,49,UAE,Bronze,2022-05-31
CUST_1304,Male,18,KSA,Gold,2021-07-18
CUST_1305,Male,62,KSA,Bronze,2022-02-15
CUST_1306,Male,18,KSA,Gold,2023-04-02
CUST_1307,Female,46,Oman,Bronze,2023-03-08
CUST_1308,Female,35,Qatar,Bronze,2023-03-16
CUST_1309,Male,50,Oman,Bronze,2021-06-21
CUST_1310,Female,30,UAE,Gold,2021-01-12
CUST_1311,Female,57,Oman,Gold,2023-05-05
CUST_1312,Female,44,Oman,Silver,2021-02-02
CUST_1313,Female,29,Oman,Gold,2023-02-15
CUST_1314,Male,63,Oman,Bronze,2022-10-10
CUST_1315,Male,58,UAE,Silver,2021-11-16
CUST_1316,Female,25,Oman,Silver,2023-03-23
CUST_1317,Female,34,Qatar,Bronze,2023-04-22
CUST_1318,Female,64,Qatar,Silver,2022-05-30
CUST_1319,Female,47,UAE,Gold,2021-12-19
CUST_1320,Female,25,Qatar,Gold,2022-12-06
CUST_1321,Male,47,KSA,Bronze,2021-09-18
CUST_1322,Male,51,Oman,Gold,2023-05-13
CUST_1323,Male,47,Oman,Silver,2021-05-30
CUST_1324,Female,64,Qatar,Gold,2021-11-25
CUST_1325,Female,56,Qatar,Silver,2022-05-27
CUST_1326,Female,39,Qatar,Bronze,2022-12-07
CUST_1327,Male,64,UAE,Bronze,2021-03-02
CUST_1328,Male,59,UAE,Silver,2021-01-29
CUST_1329,Female,44,Qatar,Bronze,2021-08-28
CUST_1330,Female,30,KSA,Gold,2021-10-28
CUST_1331,Male,37,Qatar,Bronze,2021-05-20
CUST_1332,Male,40,Oman,Silver,2021-09-08
CUST_1333,Male,26,Oman,Silver,2022-06-12
CUST_1334,Female,60,Qatar,Silver,2023-02-28
CUST_1335,Male,60,UAE,Gold,2022-09-12
CUST_1336,Male,25,KSA,Gold,2023-05-12
CUST_1337,Female,58,Oman,Gold,2023-04-09
CUST_1338,Male,41,Oman,Silver,2023-03-23
CUST_1339,Male,37,UAE,Gold,2021-01-09
CUST_1340,Female,65,UAE,Bronze,2021-03-22
CUST_1341,Male,31,UAE,Silver,2022-01-25
CUST_1342,Female,28,UAE,Gold,2021-09-07
CUST_1343,Female,64,Oman,Silver,2022-01-02
CUST_1344,Male,42,KSA,Bronze,2021-02-09
CUST_1345,Female,19,Qatar,Silver,2022-04-05
CUST_1346,Male,25,Qatar,Gold,2023-04-20
CUST_1347,Male,21,UAE,Bronze,2021-02-09
CUST_1348,Female,36,KSA,Gold,2022-08-16
CUST_1349,Male,47,Oman,Gold,2021-02-06
CUST_1350,Male,61,Oman,Silver,2021-05-22
CUST_1351,Female,27,Oman,Bronze,2022-02-11
CUST_1352,Male,53,UAE,Bronze,2022-02-27
CUST_1353,Male,42,KSA,Gold,2022-06-23
CUST_1354,Female,46,Oman,Bronze,2023-06-12
CUST_1355,Male,23,Qatar,Gold,2021-08-20
CUST_1356,Male,47,Qatar,Gold,2021-03-23
CUST_1357,Female,23,Qatar,Gold,2023-05-31
CUST_1358,Male,45,Qatar,Gold,2021-09-30
CUST_1359,Male,19,Oman,Bronze,2022-08-30
CUST_1360,Female,64,Oman,Gold,2023-04-01
CUST_1361,Male,50,KSA,Bronze,2021-10-16
CUST_1362,Male,44,Oman,Silver,2022-06-03
CUST_1363,Male,62,Qatar,Silver,2022-12-27
CUST_1364,Male,40,Qatar,Bronze,2023-06-13
CUST_1365,Female,33,Qatar,Silver,2022-05-01
CUST_1366,Female,26,Oman,Gold,2023-06-18
CUST_1367,Female,39,Oman,Bronze,2022-10-30
CUST_1368,Male,29,Qatar,Silver,2022-07-24
CUST_1369,Female,19,Qatar,Gold,2021-12-20
CUST_1370,Male,18,UAE,Silver,2021-05-06
CUST_1371,Female,25,UAE,Silver,2022-10-14
CUST_1372,Female,35,Qatar,Gold,2022-04-02
CUST_1373,Male,64,Qatar,Silver,2022-08-03
CUST_1374,Female,42,KSA,Bronze,2022-12-22
CUST_1375,Male,31,KSA,Bronze,2022-03-18
CUST_1376,Male,64,UAE,Gold,2021-12-13
CUST_1377,Male,59,Qatar,Bronze,2023-02-03
CUST_1378,Male,56,Qatar,Bronze,2021-12-26
CUST_1379,Female,43,KSA,Silver,2021-07-07
CUST_1380,Female,60,KSA,Gold,2023-05-13
CUST_1381,Female,28,Qatar,Silver,2021-06-29
CUST_1382,Female,20,UAE,Gold,2022-06-28
CUST_1383,Male,22,Oman,Silver,2021-04-08
CUST_1384,Female,33,KSA,Silver,2021-05-05
CUST_1385,Male,44,KSA,Silver,2022-07-25
CUST_1386,Male,25,Qatar,Gold,2023-05-03
CUST_1387,Female,55,Qatar,Silver,2021-12-14
CUST_1388,Female,53,Oman,Gold,2021-08-14
CUST_1389,Male,32,Qatar,Bronze,2022-04-14
CUST_1390,Male,40,UAE,Gold,2022-09-16
CUST_1391,Female,52,KSA,Silver,2021-12-25
CUST_1392,Male,64,Oman,Gold,2022-03-20
CUST_1393,Female,35,KSA,Bronze,2022-09-18
CUST_1394,Male,25,Oman,Gold,2023-03-09
CUST_1395,Male,18,KSA,Bronze,2023-02-25
CUST_1396,Female,53,Qatar,Gold,2022-03-07
CUST_1397,Female,48,Qatar,Gold,2022-11-14
CUST_1398,Male,43,Oman,Gold,2021-11-19
CUST_1399,Female,65,Qatar,Gold,2021-02-18
CUST_1400,Female,42,UAE,Bronze,2023-04-27
CUST_1401,Male,64,Qatar,Bronze,2022-10-20
CUST_1402,Female,54,Qatar,Silver,2022-02-10
CUST_1403,Female,36,KSA,Gold,2021-03-22
CUST_1404,Male,23,Qatar,Silver,2021-04-12
CUST_1405,Female,37,UAE,Gold,2023-02-14
CUST_1406,Male,24,UAE,Silver,2022-02-01
CUST_1407,Male,63,KSA,Silver,2023-01-04
CUST_1408,Male,32,Qatar,Bronze,2021-09-13
CUST_1409,Female,28,KSA,Bronze,2021-05-06
CUST_1410,Male,45,Qatar,Silver,2022-11-06
CUST_1411,Male,62,UAE,Silver,2021-04-06
CUST_1412,Male,57,Oman,Gold,2023-01-23
CUST_1413,Female,50,Qatar,Bronze,2022-10-26
CUST_1414,Female,37,KSA,Gold,2021-11-26
CUST_1415,Female,59,Qatar,Silver,2021-01-05
CUST_1416,Female,65,Oman,Silver,2023-04-15
CUST_1417,Male,59,Qatar,Silver,2021-10-25
CUST_1418,Female,24,KSA,Gold,2023-04-22
CUST_1419,Male,30,KSA,Silver,2022-02-16
CUST_1420,Male,63,Oman,Gold,2021-08-16
CUST_1421,Female,47,Qatar,Silver,2021-02-10
CUST_1422,Female,43,UAE,Silver,2022-12-06
CUST_1423,Male,39,UAE,Silver,2021-03-01
CUST_1424,Female,45,Oman,Gold,2023-01-07
CUST_1425,Female,19,Qatar,Bronze,2022-01-31
CUST_1426,Female,23,UAE,Silver,2021-06-01
CUST_1427,Female,41,Qatar,Bronze,2022-06-10
CUST_1428,Male,42,Qatar,Silver,2021-08-03
CUST_1429,Male,59,Qatar,Gold,2021-10-05
CUST_1430,Female,18,Qatar,Gold,2021-07-04
CUST_1431,Female,51,Qatar,Bronze,2022-08-06
CUST_1432,Male,38,Oman,Gold,2023-05-15
CUST_1433,Male,22,KSA,Gold,2021-01-08
CUST_1434,Female,24,Oman,Bronze,2022-06-10
CUST_1435,Male,55,KSA,Bronze,2021-08-10
CUST_1436,Male,48,UAE,Bronze,2022-11-25
CUST_1437,Male,53,UAE,Bronze,2021-04-08
CUST_1438,Female,56,KSA,Gold,2022-07-02
CUST_1439,Female,18,UAE,Bronze,2022-02-28
CUST_1440,Female,65,Qatar,Silver,2021-03-17
CUST_1441,Male,24,UAE,Bronze,2022-03-08
CUST_1442,Female,61,Qatar,Bronze,2022-03-18
CUST_1443,Male,44,KSA,Silver,2021-05-09
CUST_1444,Male,39,KSA,Bronze,2022-09-04
CUST_1445,Male,28,UAE,Silver,2022-06-15
CUST_1446,Female,39,UAE,Silver,2023-06-13
CUST_1447,Male,22,KSA,Gold,2022-05-16
CUST_1448,Female,36,KSA,Gold,2023-05-17
CUST_1449,Female,26,Oman,Bronze,2021-09-03
CUST_1450,Male,40,Qatar,Bronze,2022-03-13
CUST_1451,Female,45,Qatar,Gold,2021-09-10
CUST_1452,Male,38,Oman,Silver,2021-04-06
CUST_1453,Female,25,Oman,Gold,2022-10-04
CUST_1454,Male,47,KSA,Silver,2022-09-03
CUST_1455,Female,34,KSA,Silver,2021-04-08
CUST_1456,Male,65,KSA,Silver,2021-06-26
CUST_1457,Male,39,UAE,Gold,2021-05-05
CUST_1458,Female,43,UAE,Bronze,2021-07-26
CUST_1459,Female,55,Oman,Bronze,2022-04-30
CUST_1460,Female,38,Oman,Silver,2022-06-02
CUST_1461,Female,45,Qatar,Silver,2022-10-24
CUST_1462,Female,52,KSA,Gold,2022-12-27
CUST_1463,Female,31,KSA,Gold,2022-06-12
CUST_1464,Male,39,Qatar,Bronze,2023-02-16
CUST_1465,Female,48,Qatar,Gold,2022-07-11
CUST_1466,Female,21,KSA,Gold,2023-03-09
CUST_1467,Male,31,Qatar,Bronze,2021-12-15
CUST_1468,Female,21,Oman,Silver,2022-01-24
CUST_1469,Female,57,Oman,Bronze,2022-12-11
CUST_1470,Male,52,Oman,Silver,2023-02-02
CUST_1471,Female,49,UAE,Gold,2021-10-28
CUST_1472,Male,28,Qatar,Bronze,2021-11-12
CUST_1473,Male,34,UAE,Gold,2021-09-02
CUST_1474,Female,47,KSA,Bronze,2022-03-11
CUST_1475,Female,44,Oman,Silver,2023-01-18
CUST_1476,Male,63,UAE,Silver,2022-03-08
CUST_1477,Female,58,UAE,Gold,2023-04-18
CUST_1478,Male,31,Oman,Silver,2022-09-14
CUST_1479,Female,47,Qatar,Silver,2023-05-26
CUST_1480,Male,20,Qatar,Gold,2023-05-18
CUST_1481,Female,25,UAE,Bronze,2022-08-23
CUST_1482,Male,18,KSA,Bronze,2021-07-10
CUST_1483,Male,57,KSA,Silver,2021-10-09
CUST_1484,Male,48,UAE,Silver,2023-01-25
CUST_1485,Male,21,KSA,Gold,2021-07-22
CUST_1486,Male,45,Oman,Silver,2022-11-12
CUST_1487,Female,62,Qatar,Gold,2021-10-16
CUST_1488,Female,48,Oman,Bronze,2023-05-13
CUST_1489,Female,51,Qatar,Silver,2022-10-20
CUST_1490,Female,57,Qatar,Silver,2023-05-25
CUST_1491,Female,23,UAE,Silver,2022-12-19
CUST_1492,Male,47,Qatar,Silver,2023-06-14
CUST_1493,Male,42,KSA,Gold,2021-03-10
CUST_1494,Female,24,UAE,Bronze,2022-10-16
CUST_1495,Male,26,Oman,Bronze,2023-05-31
CUST_1496,Female,43,Oman,Bronze,2022-06-14
CUST_1497,Female,27,UAE,Gold,2022-11-08
CUST_1498,Male,42,Qatar,Gold,2021-08-23
CUST_1499,Male,21,Qatar,Gold,2022-10-19
CUST_1500,Male,24,Qatar,Gold,2021-09-25
CUST_1501,Female,44,Qatar,Gold,2021-02-10
CUST_1502,Male,31,Qatar,Gold,2023-04-06
CUST_1503,Female,56,Qatar,Silver,2023-05-10
CUST_1504,Male,33,Oman,Bronze,2022-03-24
CUST_1505,Male,52,Qatar,Bronze,2021-03-14
CUST_1506,Male,63,Oman,Gold,2022-11-28
CUST_1507,Female,31,Oman,Bronze,2021-11-05
CUST_1508,Female,22,KSA,Bronze,2022-03-31
CUST_1509,Female,44,Oman,Silver,2023-02-09
CUST_1510,Male,58,KSA,Silver,2021-06-05
CUST_1511,Female,43,UAE,Silver,2021-11-04
CUST_1512,Male,25,Qatar,Bronze,2023-01-09
CUST_1513,Male,61,Qatar,Bronze,2021-07-22
CUST_1514,Female,33,UAE,Gold,2023-04-23
CUST_1515,Male,20,Qatar,Bronze,2023-06-11
CUST_1516,Female,21,UAE,Gold,2021-02-13
CUST_1517,Male,61,Oman,Gold,2021-10-14
CUST_1518,Female,63,Qatar,Gold,2021-08-09
CUST_1519,Female,64,KSA,Gold,2021-09-07
CUST_1520,Male,37,KSA,Silver,2021-03-21
CUST_1521,Female,58,Oman,Gold,2021-03-06
CUST_1522,Female,43,KSA,Gold,2023-04-02
CUST_1523,Female,48,Qatar,Bronze,2023-02-17
CUST_1524,Male,24,UAE,Gold,2021-05-25
CUST_1525,Male,49,Qatar,Bronze,2022-05-22
CUST_1526,Male,23,Qatar,Gold,2023-02-25
CUST_1527,Female,19,Oman,Bronze,2022-05-07
CUST_1528,Female,33,UAE,Gold,2022-08-05
CUST_1529,Female,61,UAE,Bronze,2021-05-28
CUST_1530,Female,55,Oman,Gold,2023-06-07
CUST_1531,Female,62,Qatar,Gold,2022-09-30
CUST_1532,Female,43,KSA,Silver,2022-09-17
CUST_1533,Female,40,Oman,Gold,2021-04-05
CUST_1534,Female,62,Oman,Bronze,2022-03-11
CUST_1535,Male,31,Oman,Bronze,2022-03-23
CUST_1536,Female,47,UAE,Bronze,2022-01-16
CUST_1537,Male,29,UAE,Bronze,2022-04-20
CUST_1538,Male,62,UAE,Silver,2022-08-28
CUST_1539,Female,18,Oman,Bronze,2022-01-24
CUST_1540,Male,26,KSA,Bronze,2021-01-12
CUST_1541,Female,28,Qatar,Silver,2022-03-26
CUST_1542,Male,46,Qatar,Gold,2021-12-11
CUST_1543,Male,32,Oman,Bronze,2021-01-01
CUST_1544,Male,44,Qatar,Silver,2022-10-15
CUST_1545,Female,65,UAE,Bronze,2021-12-15
CUST_1546,Female,52,Qatar,Bronze,2023-02-21
CUST_1547,Female,62,Qatar,Bronze,2022-10-29
CUST_1548,Male,62,KSA,Gold,2022-12-29
CUST_1549,Male,28,Oman,Bronze,2021-08-03
CUST_1550,Female,50,Oman,Gold,2023-05-30
CUST_1551,Male,48,Qatar,Silver,2022-10-26
CUST_1552,Female,52,Qatar,Silver,2023-01-26
CUST_1553,Female,63,Oman,Silver,2021-12-02
CUST_1554,Male,55,KSA,Silver,2021-08-08
CUST_1555,Female,36,KSA,Gold,2023-02-05
CUST_1556,Male,32,KSA,Gold,2022-06-02
CUST_1557,Female,47,Qatar,Gold,2021-06-27
CUST_1558,Male,26,KSA,Silver,2021-09-22
CUST_1559,Female,33,Qatar,Bronze,2022-02-07
CUST_1560,Male,54,Qatar,Silver,2023-02-18
CUST_1561,Female,32,UAE,Silver,2022-01-14
CUST_1562,Male,60,Oman,Silver,2023-02-28
CUST_1563,Male,60,Qatar,Silver,2021-07-01
CUST_1564,Female,18,KSA,Bronze,2022-03-25
CUST_1565,Male,48,UAE,Gold,2021-06-05
CUST_1566,Male,34,Qatar,Bronze,2021-02-20
CUST_1567,Female,35,UAE,Bronze,2023-03-03
CUST_1568,Male,56,Oman,Bronze,2022-04-16
CUST_1569,Male,60,KSA,Bronze,2022-05-05
CUST_1570,Male,33,KSA,Bronze,2023-02-24
CUST_1571,Female,45,KSA,Bronze,2021-07-20
CUST_1572,Female,51,KSA,Silver,2023-01-07
CUST_1573,Male,46,KSA,Bronze,2022-06-10
CUST_1574,Female,52,UAE,Silver,2023-06-11
CUST_1575,Male,65,KSA,Gold,2021-12-23
CUST_1576,Male,49,KSA,Silver,2021-12-07
CUST_1577,Female,32,Qatar,Gold,2022-07-11
CUST_1578,Male,42,Qatar,Bronze,2021-04-27
CUST_1579,Male,60,KSA,Gold,2022-02-18
CUST_1580,Male,56,Qatar,Gold,2021-10-24
CUST_1581,Female,47,KSA,Bronze,2022-07-09
CUST_1582,Female,60,Oman,Gold,2021-06-07
CUST_1583,Male,21,Oman,Silver,2022-07-02
CUST_1584,Female,65,Oman,Bronze,2022-03-27
CUST_1585,Female,46,KSA,Bronze,2023-05-24
CUST_1586,Female,22,UAE,Bronze,2022-09-09
CUST_1587,Female,59,Oman,Silver,2021-02-16
CUST_1588,Male,31,UAE,Silver,2022-03-17
CUST_1589,Female,35,UAE,Bronze,2021-08-09
CUST_1590,Male,34,KSA,Silver,2022-03-11
CUST_1591,Male,63,KSA,Gold,2021-05-01
CUST_1592,Female,53,Oman,Silver,2021-06-05
CUST_1593,Female,40,UAE,Bronze,2021-07-12
CUST_1594,Female,56,UAE,Bronze,2022-07-04
CUST_1595,Female,43,UAE,Gold,2022-07-04
CUST_1596,Female,19,Oman,Gold,2021-05-25
CUST_1597,Female,29,Qatar,Silver,2022-01-09
CUST_1598,Male,56,Qatar,Silver,2022-02-17
CUST_1599,Male,43,Qatar,Gold,2023-02-23
CUST_1600,Female,26,Qatar,Gold,2021-01-12
CUST_1601,Female,51,UAE,Gold,2022-06-05
CUST_1602,Female,45,KSA,Bronze,2022-08-16
CUST_1603,Female,62,UAE,Silver,2021-10-02
CUST_1604,Female,57,UAE,Silver,2021-03-08
CUST_1605,Female,65,KSA,Silver,2022-05-31
CUST_1606,Female,41,Qatar,Gold,2023-01-09
CUST_1607,Female,38,KSA,Silver,2023-05-07
CUST_1608,Female,57,Oman,Gold,2023-05-12
CUST_1609,Male,49,Oman,Bronze,2023-01-03
CUST_1610,Female,47,KSA,Gold,2022-08-11
CUST_1611,Male,62,Oman,Silver,2021-06-14
CUST_1612,Female,64,UAE,Silver,2023-06-11
CUST_1613,Male,20,UAE,Gold,2021-09-05
CUST_1614,Male,26,Oman,Silver,2022-05-24
CUST_1615,Male,48,Oman,Bronze,2023-01-30
CUST_1616,Female,62,KSA,Bronze,2022-04-27
CUST_1617,Male,38,UAE,Silver,2022-12-10
CUST_1618,Male,53,Oman,Bronze,2022-01-02
CUST_1619,Male,25,Oman,Bronze,2022-09-01
CUST_1620,Male,27,UAE,Silver,2023-06-13
CUST_1621,Male,21,UAE,Silver,2021-12-17
CUST_1622,Male,40,Qatar,Bronze,2022-09-19
CUST_1623,Male,55,KSA,Gold,2021-12-21
CUST_1624,Female,34,Qatar,Silver,2023-06-07
CUST_1625,Female,29,KSA,Gold,2022-03-23
CUST_1626,Male,37,Qatar,Silver,2021-05-11
CUST_1627,Male,30,Qatar,Bronze,2023-02-25
CUST_1628,Female,43,KSA,Gold,2021-03-29
CUST_1629,Male,53,UAE,Silver,2021-02-23
CUST_1630,Female,55,UAE,Silver,2022-03-21
CUST_1631,Female,65,Oman,Bronze,2021-01-14
CUST_1632,Male,18,Oman,Gold,2022-01-14
CUST_1633,Male,59,UAE,Gold,2022-02-26
CUST_1634,Female,36,UAE,Bronze,2022-06-16
CUST_1635,Male,22,Oman,Gold,2023-04-07
CUST_1636,Female,54,KSA,Bronze,2021-01-26
CUST_1637,Male,35,Qatar,Gold,2021-05-29
CUST_1638,Female,51,Oman,Gold,2022-07-13
CUST_1639,Male,18,KSA,Bronze,2022-06-02
CUST_1640,Male,41,KSA,Gold,2021-10-21
CUST_1641,Female,21,Qatar,Silver,2022-05-30
CUST_1642,Male,53,KSA,Bronze,2023-06-05
CUST_1643,Male,27,Oman,Gold,2021-04-20
CUST_1644,Female,65,Oman,Silver,2021-09-26
CUST_1645,Male,53,Qatar,Silver,2021-09-27
CUST_1646,Male,52,Oman,Silver,2021-01-16
CUST_1647,Female,22,KSA,Silver,2021-11-12
CUST_1648,Male,61,Qatar,Silver,2022-10-19
CUST_1649,Female,37,Oman,Gold,2022-06-07
CUST_1650,Female,42,KSA,Gold,2021-12-11
CUST_1651,Male,41,Oman,Gold,2021-01-29
CUST_1652,Female,35,Oman,Gold,2022-08-22
CUST_1653,Male,24,KSA,Bronze,2022-01-05
CUST_1654,Male,39,UAE,Silver,2023-03-09
CUST_1655,Female,42,Oman,Gold,2022-02-09
CUST_1656,Female,19,Qatar,Bronze,2023-05-17
CUST_1657,Female,59,Qatar,Bronze,2021-01-22
CUST_1658,Female,39,Oman,Bronze,2022-04-14
CUST_1659,Male,48,KSA,Bronze,2022-08-12
CUST_1660,Female,49,Qatar,Gold,2021-04-09
CUST_1661,Male,54,UAE,Bronze,2022-04-18
CUST_1662,Female,27,UAE,Bronze,2021-07-15
CUST_1663,Female,19,UAE,Gold,2023-03-21
CUST_1664,Female,45,Qatar,Silver,2021-05-22
CUST_1665,Female,29,Qatar,Bronze,2021-03-14
CUST_1666,Male,28,UAE,Gold,2022-10-30
CUST_1667,Male,26,Oman,Bronze,2021-03-18
CUST_1668,Male,33,Oman,Silver,2022-03-03
CUST_1669,Male,32,KSA,Gold,2021-07-16
CUST_1670,Male,24,Qatar,Silver,2022-09-19
CUST_1671,Male,49,UAE,Gold,2021-06-16
CUST_1672,Female,31,KSA,Bronze,2021-11-13
CUST_1673,Female,34,KSA,Silver,2021-07-05
CUST_1674,Female,43,Oman,Silver,2022-03-03
CUST_1675,Male,65,Qatar,Bronze,2023-02-18
CUST_1676,Male,21,Qatar,Bronze,2021-02-11
CUST_1677,Female,62,KSA,Bronze,2022-08-13
CUST_1678,Female,48,Qatar,Gold,2021-04-29
CUST_1679,Female,35,KSA,Bronze,2021-04-05
CUST_1680,Female,47,UAE,Bronze,2022-07-11
CUST_1681,Male,48,Oman,Bronze,2022-10-13
CUST_1682,Female,57,UAE,Silver,2022-12-31
CUST_1683,Male,40,UAE,Silver,2022-06-28
CUST_1684,Female,44,UAE,Bronze,2021-10-05
CUST_1685,Female,34,UAE,Silver,2022-11-05
CUST_1686,Male,18,Oman,Silver,2021-04-06
CUST_1687,Male,43,Oman,Silver,2022-03-01
CUST_1688,Female,36,Qatar,Bronze,2022-07-04
CUST_1689,Male,58,Oman,Gold,2021-12-07
CUST_1690,Female,45,Oman,Silver,2022-05-25
CUST_1691,Female,57,UAE,Gold,2022-09-11
CUST_1692,Male,35,Qatar,Gold,2022-11-10
CUST_1693,Male,45,KSA,Gold,2021-08-27
CUST_1694,Female,35,Qatar,Bronze,2022-01-26
CUST_1695,Male,51,Oman,Gold,2022-10-24
CUST_1696,Female,28,KSA,Silver,2021-11-16
CUST_1697,Female,52,UAE,Bronze,2021-08-12
CUST_1698,Male,30,UAE,Bronze,2022-01-19
CUST_1699,Male,58,KSA,Gold,2022-01-05
CUST_1700,Male,40,Oman,Gold,2022-11-25
CUST_1701,Male,46,UAE,Gold,2023-04-15
CUST_1702,Female,48,KSA,Silver,2022-05-12
CUST_1703,Female,54,KSA,Silver,2021-11-11
CUST_1704,Male,32,UAE,Silver,2021-06-24
CUST_1705,Female,22,Oman,Bronze,2023-02-21
CUST_1706,Male,40,Qatar,Bronze,2021-06-14
CUST_1707,Female,60,KSA,Gold,2022-06-20
CUST_1708,Female,62,Oman,Silver,2021-08-09
CUST_1709,Female,37,Oman,Silver,2021-01-16
CUST_1710,Female,30,Oman,Gold,2021-01-29
CUST_1711,Female,24,Oman,Silver,2022-08-12
CUST_1712,Female,46,Oman,Bronze,2022-02-22
CUST_1713,Male,42,UAE,Bronze,2022-08-09
CUST_1714,Female,34,KSA,Silver,2021-09-06
CUST_1715,Male,50,UAE,Bronze,2021-05-08
CUST_1716,Female,39,Qatar,Gold,2021-11-20
CUST_1717,Male,36,UAE,Silver,2022-08-23
CUST_1718,Female,33,Qatar,Bronze,2021-05-13
CUST_1719,Male,22,Oman,Gold,2021-09-15
CUST_1720,Female,21,Oman,Silver,2022-11-18
CUST_1721,Male,37,Qatar,Silver,2022-09-14
CUST_1722,Male,49,Qatar,Gold,2021-08-06
CUST_1723,Male,41,Oman,Bronze,2021-01-21
CUST_1724,Female,45,UAE,Silver,2021-04-08
CUST_1725,Female,22,Qatar,Silver,2022-12-03
CUST_1726,Male,48,Oman,Bronze,2021-08-22
CUST_1727,Male,64,UAE,Gold,2021-10-04
CUST_1728,Male,58,Oman,Bronze,2021-10-01
CUST_1729,Male,57,UAE,Silver,2021-03-12
CUST_1730,Female,48,UAE,Bronze,2021-04-24
CUST_1731,Female,24,Qatar,Bronze,2021-11-03
CUST_1732,Male,35,Qatar,Silver,2022-01-03
CUST_1733,Male,52,Oman,Gold,2022-06-29
CUST_1734,Male,47,KSA,Bronze,2022-01-28
CUST_1735,Female,64,UAE,Bronze,2022-02-08
CUST_1736,Female,33,UAE,Silver,2021-02-20
CUST_1737,Female,51,KSA,Silver,2023-04-28
CUST_1738,Male,30,UAE,Bronze,2023-01-01
CUST_1739,Male,47,UAE,Silver,2022-09-11
CUST_1740,Female,35,Qatar,Silver,2023-01-11
CUST_1741,Male,19,UAE,Silver,2021-01-04
CUST_1742,Male,34,Qatar,Bronze,2022-11-19
CUST_1743,Male,61,UAE,Bronze,2023-01-12
CUST_1744,Female,32,KSA,Gold,2021-03-27
CUST_1745,Male,49,Oman,Gold,2021-01-30
CUST_1746,Male,47,KSA,Gold,2023-01-02
CUST_1747,Female,32,Oman,Bronze,2021-07-31
CUST_1748,Female,21,Qatar,Gold,2023-05-28
CUST_1749,Female,20,Qatar,Bronze,2021-05-30
CUST_1750,Female,47,KSA,Silver,2021-02-19
CUST_1751,Female,27,KSA,Silver,2021-08-04
CUST_1752,Female,34,KSA,Gold,2023-02-15
CUST_1753,Female,31,Oman,Gold,2023-03-24
CUST_1754,Female,41,UAE,Gold,2023-02-27
CUST_1755,Female,57,Oman,Silver,2022-11-25
CUST_1756,Female,21,Oman,Gold,2021-05-29
CUST_1757,Male,57,Oman,Gold,2023-01-03
CUST_1758,Female,18,Qatar,Gold,2022-04-24
CUST_1759,Male,25,Oman,Silver,2021-09-22
CUST_1760,Male,56,UAE,Bronze,2021-04-04
CUST_1761,Female,41,Oman,Silver,2021-07-24
CUST_1762,Male,59,KSA,Bronze,2023-01-05
CUST_1763,Female,29,Oman,Gold,2022-01-05
CUST_1764,Female,26,KSA,Gold,2021-02-13
CUST_1765,Female,31,Qatar,Silver,2021-07-13
CUST_1766,Male,52,Qatar,Bronze,2022-09-16
CUST_1767,Female,53,KSA,Gold,2021-11-04
CUST_1768,Male,59,Oman,Silver,2021-11-30
CUST_1769,Female,38,KSA,Bronze,2023-06-08
CUST_1770,Female,47,Qatar,Silver,2021-10-05
CUST_1771,Female,24,KSA,Bronze,2022-01-11
CUST_1772,Female,45,KSA,Bronze,2023-05-17
CUST_1773,Female,49,Oman,Silver,2021-07-12
CUST_1774,Female,21,KSA,Gold,2021-12-22
CUST_1775,Male,23,KSA,Gold,2023-01-23
CUST_1776,Male,33,KSA,Bronze,2022-10-05
CUST_1777,Female,40,KSA,Bronze,2023-02-18
CUST_1778,Female,29,UAE,Silver,2023-03-07
CUST_1779,Male,39,Qatar,Bronze,2021-10-22
CUST_1780,Female,47,Qatar,Bronze,2023-03-06
CUST_1781,Male,57,Oman,Bronze,2022-06-03
CUST_1782,Male,41,KSA,Silver,2021-07-25
CUST_1783,Female,31,UAE,Bronze,2023-06-08
CUST_1784,Male,39,KSA,Silver,2023-05-28
CUST_1785,Male,40,UAE,Silver,2021-06-27
CUST_1786,Female,42,Oman,Gold,2021-07-20
CUST_1787,Female,52,KSA,Bronze,2023-03-17
CUST_1788,Female,24,Qatar,Silver,2021-09-19
CUST_1789,Female,44,UAE,Gold,2023-03-10
CUST_1790,Male,60,UAE,Gold,2022-07-13
