store_id,sku,units_sold,price_per_unit,date
Store_4,SKU_160,4,2.56,2024-05-15
Store_10,SKU_187,10,21.13,2023-01-18
Store_9,SKU_121,5,19.72,2024-06-21
Store_5,SKU_194,11,12.14,2023-04-13
Store_9,SKU_132,16,7.46,2023-12-26
Store_1,SKU_145,10,18.19,2024-04-14
Store_10,SKU_161,4,7.84,2024-06-14
Store_1,SKU_118,14,21.62,2024-06-15
Store_6,SKU_163,1,7.24,2023-05-26
Store_6,SKU_126,3,6.06,2024-03-17
Store_2,SKU_135,18,22.63,2024-01-22
Store_9,SKU_122,9,22.89,2024-04-05
Store_6,SKU_150,19,11.31,2023-12-24
Store_5,SKU_124,2,15.12,2023-10-10
Store_10,SKU_115,14,20.19,2023-12-18
Store_5,SKU_114,1,13.22,2023-12-22
Store_8,SKU_187,5,13.79,2023-05-31
Store_10,SKU_171,6,8.64,2023-10-24
Store_2,SKU_137,1,12.17,2023-10-23
Store_5,SKU_175,4,2.75,2023-08-11
Store_1,SKU_155,12,17.02,2023-11-10
Store_1,SKU_132,5,9.73,2023-01-01
Store_9,SKU_185,18,5.14,2023-10-18
Store_5,SKU_118,7,11.65,2023-03-30
Store_5,SKU_128,2,12.62,2023-03-24
Store_4,SKU_186,13,11.43,2023-12-30
Store_5,SKU_138,20,8.8,2023-04-11
Store_6,SKU_174,5,17.56,2024-03-22
Store_5,SKU_117,14,14.53,2023-07-24
Store_5,SKU_110,10,14.82,2023-11-05
Store_9,SKU_123,13,19.89,2024-04-17
Store_2,SKU_117,17,11.88,2024-03-23
Store_9,SKU_187,12,12.51,2023-11-17
Store_8,SKU_153,14,12.34,2024-03-13
Store_7,SKU_111,5,15.96,2023-01-28
Store_4,SKU_174,17,10.27,2023-11-06
Store_1,SKU_196,13,4.46,2023-10-28
Store_8,SKU_197,17,12.32,2023-01-07
Store_2,SKU_107,9,21.0,2023-02-25
Store_6,SKU_176,4,20.82,2023-04-20
Store_6,SKU_107,4,18.9,2024-05-08
Store_1,SKU_189,7,13.63,2024-06-07
Store_3,SKU_128,5,8.57,2024-05-22
Store_1,SKU_162,20,17.66,2023-11-15
Store_2,SKU_100,5,15.69,2023-04-28
Store_9,SKU_112,8,6.3,2023-05-04
Store_1,SKU_164,15,10.68,2024-04-30
Store_5,SKU_151,16,24.59,2023-05-05
Store_9,SKU_133,20,17.51,2023-08-29
Store_7,SKU_118,1,5.84,2023-05-07
Store_3,SKU_165,18,6.21,2023-09-04
Store_5,SKU_137,4,24.04,2024-05-06
Store_6,SKU_185,9,10.69,2024-05-19
Store_8,SKU_153,14,4.98,2023-04-20
Store_8,SKU_115,19,10.65,2023-10-18
Store_1,SKU_182,20,11.95,2023-11-07
Store_3,SKU_159,15,8.01,2023-12-30
Store_6,SKU_164,17,6.45,2023-06-12
Store_7,SKU_165,3,5.6,2024-06-21
Store_6,SKU_183,19,9.47,2023-06-05
Store_5,SKU_197,10,23.2,2023-05-24
Store_8,SKU_148,16,15.74,2023-03-11
Store_10,SKU_190,17,19.72,2023-07-04
Store_5,SKU_116,11,15.34,2024-06-22
Store_10,SKU_179,13,3.09,2023-12-23
Store_3,SKU_129,4,17.13,2023-01-31
Store_8,SKU_141,8,24.56,2024-05-26
Store_2,SKU_122,13,19.26,2023-08-31
Store_2,SKU_107,20,7.39,2024-03-06
Store_2,SKU_156,12,15.75,2023-02-08
Store_3,SKU_141,4,17.92,2023-01-31
Store_3,SKU_181,19,14.58,2024-01-22
Store_5,SKU_162,15,17.45,2023-07-20
Store_4,SKU_194,6,11.7,2023-08-19
Store_2,SKU_174,1,16.28,2023-07-16
Store_4,SKU_104,5,22.49,2023-04-09
Store_7,SKU_172,18,21.82,2024-01-04
Store_3,SKU_187,17,13.16,2023-12-15
Store_10,SKU_160,17,9.77,2023-08-01
Store_2,SKU_156,14,16.2,2023-05-22
Store_10,SKU_110,5,19.89,2023-03-14
Store_2,SKU_115,16,6.92,2023-11-02
Store_1,SKU_128,10,23.17,2023-12-05
Store_7,SKU_190,12,3.1,2023-09-15
Store_5,SKU_109,18,15.02,2023-06-11
Store_10,SKU_164,10,10.88,2024-06-14
Store_9,SKU_189,4,15.2,2023-02-28
Store_1,SKU_104,11,11.4,2023-09-27
Store_6,SKU_197,2,4.77,2023-07-25
Store_1,SKU_130,16,3.21,2023-12-04
Store_6,SKU_109,14,15.56,2023-02-06
Store_9,SKU_161,5,7.86,2023-03-24
Store_2,SKU_104,16,13.43,2023-02-12
Store_7,SKU_161,10,19.87,2023-12-25
Store_1,SKU_107,1,19.68,2023-08-22
Store_9,SKU_177,13,17.53,2023-07-20
Store_9,SKU_161,2,10.6,2023-01-19
Store_3,SKU_155,14,14.41,2024-01-22
Store_8,SKU_115,20,24.59,2023-04-29
Store_6,SKU_124,11,11.76,2024-01-12
Store_4,SKU_129,3,15.33,2023-03-01
Store_7,SKU_195,18,14.85,2023-08-21
Store_4,SKU_107,3,2.83,2023-01-16
Store_3,SKU_136,2,8.88,2024-03-25
Store_5,SKU_116,20,10.85,2023-09-08
Store_2,SKU_109,9,23.55,2023-05-06
Store_8,SKU_190,12,22.59,2023-07-30
Store_8,SKU_191,10,23.62,2023-08-14
Store_4,SKU_167,9,8.99,2023-10-27
Store_2,SKU_106,12,22.66,2024-05-30
Store_5,SKU_110,7,22.93,2024-05-12
Store_4,SKU_139,18,6.45,2024-06-17
Store_3,SKU_104,8,17.91,2024-01-17
Store_2,SKU_102,16,21.15,2024-04-09
Store_5,SKU_175,13,8.56,2023-10-04
Store_1,SKU_135,20,10.52,2023-03-28
Store_7,SKU_149,15,2.54,2023-01-20
Store_7,SKU_123,14,14.01,2023-07-30
Store_1,SKU_169,12,23.52,2023-11-09
Store_5,SKU_196,19,6.59,2023-12-11
Store_6,SKU_192,20,11.7,2023-01-29
Store_1,SKU_113,18,10.62,2024-03-13
Store_9,SKU_159,14,14.96,2023-10-22
Store_5,SKU_120,13,12.48,2024-06-15
Store_3,SKU_101,9,20.29,2023-09-01
Store_2,SKU_131,18,8.45,2023-10-08
Store_1,SKU_178,9,10.0,2024-02-09
Store_10,SKU_101,4,8.71,2023-09-14
Store_5,SKU_122,15,12.37,2023-11-25
Store_1,SKU_159,2,24.2,2024-03-26
Store_9,SKU_127,14,2.88,2024-05-06
Store_5,SKU_178,18,8.88,2023-03-23
Store_8,SKU_123,9,19.5,2023-03-07
Store_5,SKU_163,5,6.84,2023-10-10
Store_3,SKU_179,2,6.97,2023-06-28
Store_3,SKU_187,17,21.72,2023-02-09
Store_1,SKU_170,8,2.93,2023-11-21
Store_5,SKU_102,12,14.2,2023-09-23
Store_10,SKU_130,12,4.07,2023-02-15
Store_8,SKU_114,17,3.32,2024-06-03
Store_6,SKU_173,12,20.98,2023-07-28
Store_2,SKU_182,14,22.08,2024-03-01
Store_1,SKU_141,20,20.02,2023-05-27
Store_7,SKU_183,12,12.56,2023-12-10
Store_10,SKU_103,6,10.16,2023-10-29
Store_3,SKU_175,1,4.0,2023-10-25
Store_6,SKU_165,17,19.91,2023-08-05
Store_4,SKU_148,19,2.27,2023-12-19
Store_7,SKU_197,3,23.95,2023-06-03
Store_10,SKU_164,19,16.31,2023-08-18
Store_9,SKU_193,4,21.42,2024-03-04
Store_1,SKU_177,16,16.99,2024-06-24
Store_8,SKU_140,9,6.08,2024-06-16
Store_4,SKU_142,8,20.28,2023-10-28
Store_4,SKU_158,11,19.08,2024-01-06
Store_4,SKU_156,14,10.0,2023-04-29
Store_9,SKU_164,3,22.99,2023-12-27
Store_10,SKU_129,15,19.98,2024-05-10
Store_10,SKU_116,18,7.26,2023-08-24
Store_10,SKU_185,5,15.73,2024-02-22
Store_6,SKU_140,4,3.42,2023-10-21
Store_9,SKU_118,19,13.11,2024-03-07
Store_3,SKU_158,1,5.42,2023-07-22
Store_5,SKU_197,18,18.22,2024-03-04
Store_2,SKU_116,2,21.1,2024-04-26
Store_3,SKU_109,5,13.6,2023-01-25
Store_7,SKU_145,5,10.95,2024-02-02
Store_5,SKU_115,11,22.59,2023-09-05
Store_10,SKU_177,20,4.03,2023-12-11
Store_2,SKU_194,12,23.82,2023-02-16
Store_8,SKU_194,14,8.3,2024-02-23
Store_3,SKU_193,6,18.51,2024-05-03
Store_2,SKU_119,1,15.45,2024-06-05
Store_8,SKU_148,11,11.81,2024-01-14
Store_10,SKU_135,4,6.96,2024-06-04
Store_6,SKU_106,19,13.67,2024-05-20
Store_10,SKU_165,14,8.2,2024-06-21
Store_6,SKU_196,6,23.91,2024-01-29
Store_4,SKU_155,17,8.04,2023-02-12
Store_2,SKU_144,10,5.39,2023-11-18
Store_5,SKU_162,15,6.76,2023-10-22
Store_5,SKU_133,20,19.21,2023-06-23
Store_5,SKU_118,4,6.36,2023-08-26
Store_3,SKU_103,20,22.71,2024-06-04
Store_1,SKU_162,1,10.18,2023-07-19
Store_10,SKU_154,15,13.74,2023-10-16
Store_5,SKU_114,4,11.94,2024-04-09
Store_8,SKU_133,3,21.82,2024-03-18
Store_2,SKU_145,3,18.99,2023-10-13
Store_2,SKU_141,6,13.42,2023-08-16
Store_8,SKU_180,17,17.29,2023-10-10
Store_6,SKU_104,14,3.86,2023-03-17
Store_6,SKU_124,18,17.04,2024-06-17
Store_1,SKU_131,5,15.28,2023-02-06
Store_4,SKU_133,16,5.06,2023-08-14
Store_8,SKU_136,5,6.17,2023-07-11
Store_9,SKU_192,7,1.58,2023-04-01
Store_8,SKU_171,20,6.4,2023-03-10
Store_1,SKU_153,9,15.91,2023-07-02
Store_6,SKU_161,17,16.94,2023-08-29
Store_5,SKU_129,10,17.2,2023-07-04
Store_7,SKU_176,12,14.27,2024-05-16
Store_2,SKU_128,4,24.13,2023-10-30
Store_7,SKU_157,11,7.31,2023-10-22
Store_2,SKU_122,15,23.97,2024-03-11
Store_6,SKU_189,13,18.06,2023-04-27
Store_8,SKU_176,14,17.65,2024-05-10
Store_5,SKU_134,17,6.55,2023-01-30
Store_1,SKU_171,11,7.65,2024-02-23
Store_7,SKU_150,15,11.49,2023-11-22
Store_1,SKU_134,16,18.61,2023-09-24
Store_1,SKU_139,15,11.13,2023-12-14
Store_9,SKU_126,4,23.78,2023-06-20
Store_3,SKU_177,18,1.97,2023-12-04
Store_7,SKU_111,11,22.94,2023-01-22
Store_1,SKU_166,7,10.01,2023-03-06
Store_3,SKU_168,13,21.7,2023-07-23
Store_5,SKU_120,12,9.29,2023-08-23
Store_9,SKU_193,8,23.59,2023-08-09
Store_1,SKU_196,17,3.91,2023-02-06
Store_8,SKU_105,6,8.15,2024-02-12
Store_4,SKU_180,8,2.29,2023-01-25
Store_7,SKU_183,13,4.58,2023-05-07
Store_2,SKU_109,3,13.36,2023-10-04
Store_1,SKU_101,18,15.71,2024-03-01
Store_2,SKU_194,19,20.13,2023-06-05
Store_10,SKU_139,11,11.49,2023-07-18
Store_5,SKU_135,15,6.26,2023-01-24
Store_10,SKU_160,13,8.34,2023-09-28
Store_4,SKU_152,18,8.05,2023-04-06
Store_9,SKU_164,8,10.49,2023-10-19
Store_7,SKU_147,18,18.29,2024-05-23
Store_4,SKU_173,1,10.84,2024-04-08
Store_8,SKU_147,16,14.73,2023-08-26
Store_6,SKU_118,3,3.74,2023-11-15
Store_4,SKU_162,19,7.37,2023-06-23
Store_7,SKU_178,16,13.8,2023-05-25
Store_1,SKU_198,16,7.42,2023-08-27
Store_6,SKU_119,2,9.05,2023-11-15
Store_1,SKU_134,7,19.24,2024-02-21
Store_9,SKU_163,11,24.05,2024-05-15
Store_6,SKU_159,16,13.59,2023-08-30
Store_2,SKU_154,3,10.33,2023-03-25
Store_3,SKU_166,4,5.41,2023-01-14
Store_2,SKU_104,14,13.14,2024-03-24
Store_8,SKU_117,18,11.33,2024-06-21
Store_5,SKU_115,14,24.9,2023-01-10
Store_9,SKU_141,20,22.4,2023-10-05
Store_3,SKU_137,17,17.6,2023-06-19
Store_9,SKU_177,9,12.59,2024-01-16
Store_6,SKU_195,5,5.36,2023-08-04
Store_1,SKU_140,14,5.71,2024-04-30
Store_2,SKU_100,10,17.98,2024-04-26
Store_2,SKU_168,15,9.28,2023-07-24
Store_10,SKU_159,20,5.18,2023-03-04
Store_9,SKU_128,12,16.28,2023-12-25
Store_5,SKU_136,14,15.24,2023-07-17
Store_6,SKU_179,13,23.46,2023-11-10
Store_2,SKU_175,5,3.92,2023-07-27
Store_5,SKU_122,9,14.75,2023-08-10
Store_9,SKU_175,13,9.26,2023-05-10
Store_10,SKU_185,16,6.42,2023-10-11
Store_4,SKU_127,3,23.34,2023-01-03
Store_3,SKU_121,16,22.05,2023-05-31
Store_2,SKU_106,5,13.53,2023-11-28
Store_7,SKU_185,16,9.19,2024-03-26
Store_2,SKU_130,18,10.74,2024-05-27
Store_8,SKU_145,10,21.21,2024-01-30
Store_9,SKU_110,20,21.29,2023-11-21
Store_5,SKU_191,5,21.24,2023-06-20
Store_8,SKU_188,9,17.61,2024-03-28
Store_6,SKU_122,1,21.85,2024-03-21
Store_6,SKU_193,14,6.52,2024-04-22
Store_7,SKU_147,6,23.43,2023-07-15
Store_4,SKU_156,12,13.86,2023-01-11
Store_10,SKU_139,11,3.71,2023-01-06
Store_5,SKU_164,1,15.76,2024-01-13
Store_5,SKU_182,16,10.86,2023-02-04
Store_5,SKU_180,2,24.32,2023-09-17
Store_8,SKU_177,15,13.02,2023-02-01
Store_9,SKU_113,2,10.18,2024-04-29
Store_3,SKU_116,3,11.36,2023-06-06
Store_1,SKU_156,2,8.88,2023-05-03
Store_4,SKU_183,20,18.83,2023-10-12
Store_6,SKU_190,6,22.78,2023-12-07
Store_9,SKU_101,13,11.28,2024-01-11
Store_2,SKU_124,17,4.97,2023-03-04
Store_2,SKU_122,15,2.55,2023-10-01
Store_9,SKU_152,6,16.43,2023-07-23
Store_5,SKU_135,18,9.74,2023-01-04
Store_8,SKU_172,3,14.81,2023-12-16
Store_2,SKU_114,3,5.79,2024-04-19
Store_3,SKU_140,19,16.23,2023-03-30
Store_3,SKU_101,7,16.49,2023-01-21
Store_2,SKU_192,8,8.73,2024-04-16
Store_3,SKU_139,2,10.41,2023-07-15
Store_3,SKU_135,5,14.78,2023-10-21
Store_4,SKU_124,9,22.26,2024-02-28
Store_5,SKU_133,15,7.72,2023-07-01
Store_6,SKU_174,12,9.7,2024-05-16
Store_8,SKU_180,6,2.36,2024-06-19
Store_3,SKU_168,19,6.45,2024-01-30
Store_6,SKU_182,10,6.38,2024-03-20
Store_9,SKU_195,9,3.63,2024-05-30
Store_5,SKU_127,15,7.63,2023-08-04
Store_9,SKU_184,6,12.67,2023-04-29
Store_10,SKU_141,12,14.75,2024-04-23
Store_6,SKU_189,4,16.29,2023-02-04
Store_3,SKU_153,16,9.37,2023-01-09
Store_3,SKU_145,10,5.32,2023-04-13
Store_1,SKU_156,20,12.23,2023-07-10
Store_7,SKU_160,8,7.44,2024-03-21
Store_10,SKU_143,16,17.45,2024-01-18
Store_1,SKU_129,17,4.03,2023-11-04
Store_5,SKU_173,13,15.44,2024-03-12
Store_9,SKU_121,10,22.33,2023-06-17
Store_4,SKU_172,5,4.55,2024-06-20
Store_1,SKU_111,10,20.13,2023-12-08
Store_6,SKU_158,13,5.39,2023-05-25
Store_3,SKU_125,6,8.58,2023-01-01
Store_3,SKU_130,7,11.76,2023-03-24
Store_3,SKU_187,18,21.37,2023-09-08
Store_1,SKU_161,6,9.6,2024-01-19
Store_9,SKU_187,13,17.92,2024-04-27
Store_7,SKU_159,8,19.43,2024-04-28
Store_7,SKU_116,11,19.43,2023-04-09
Store_7,SKU_198,11,22.6,2023-05-17
Store_10,SKU_150,18,3.18,2024-03-10
Store_10,SKU_103,8,22.31,2024-05-15
Store_4,SKU_147,12,9.49,2023-07-02
Store_10,SKU_176,13,22.99,2023-01-02
Store_3,SKU_163,7,2.54,2023-08-24
Store_7,SKU_111,11,10.53,2023-11-06
Store_7,SKU_119,10,8.81,2023-07-04
Store_1,SKU_133,14,5.72,2024-05-07
Store_9,SKU_113,15,20.45,2024-02-12
Store_2,SKU_183,13,20.38,2023-12-21
Store_3,SKU_140,5,15.01,2023-01-13
Store_8,SKU_101,16,16.86,2024-01-29
Store_7,SKU_198,2,8.62,2024-02-16
Store_2,SKU_177,15,13.3,2023-09-22
Store_6,SKU_168,12,4.12,2024-04-29
Store_7,SKU_168,13,21.95,2023-07-03
Store_3,SKU_100,11,23.78,2023-03-23
Store_4,SKU_165,20,18.6,2023-09-22
Store_7,SKU_106,15,8.12,2024-04-10
Store_8,SKU_158,12,2.68,2023-05-05
Store_5,SKU_154,11,17.36,2024-01-14
Store_9,SKU_134,6,8.39,2023-01-25
Store_1,SKU_157,11,8.5,2024-03-03
Store_10,SKU_114,12,18.7,2023-02-06
Store_4,SKU_122,3,14.07,2024-02-10
Store_3,SKU_181,16,11.63,2023-05-10
Store_6,SKU_158,20,7.24,2023-10-09
Store_10,SKU_158,2,3.3,2024-06-20
Store_1,SKU_118,20,24.46,2024-01-17
Store_7,SKU_165,3,9.44,2023-04-14
Store_7,SKU_151,1,5.82,2023-11-06
Store_2,SKU_155,4,20.15,2023-09-21
Store_5,SKU_178,17,14.17,2023-09-25
Store_1,SKU_147,19,12.61,2023-09-07
Store_5,SKU_195,6,8.01,2024-03-23
Store_10,SKU_151,6,17.44,2023-02-16
Store_1,SKU_152,7,1.94,2023-10-07
Store_3,SKU_135,9,12.37,2024-02-29
Store_2,SKU_128,8,1.92,2023-11-22
Store_4,SKU_108,20,8.26,2023-11-29
Store_10,SKU_153,20,9.23,2024-04-16
Store_8,SKU_171,1,9.56,2024-02-03
Store_6,SKU_156,5,12.36,2023-11-24
Store_4,SKU_168,6,17.32,2024-05-25
Store_7,SKU_104,19,24.24,2023-09-19
Store_9,SKU_144,3,6.38,2024-05-13
Store_5,SKU_137,11,12.11,2024-01-14
Store_1,SKU_119,20,15.25,2024-04-23
Store_10,SKU_155,14,24.9,2023-12-27
Store_5,SKU_171,16,24.76,2023-01-24
Store_9,SKU_116,13,15.77,2024-01-20
Store_2,SKU_150,7,6.47,2023-05-07
Store_10,SKU_137,6,21.82,2023-04-24
Store_9,SKU_152,12,19.16,2024-02-15
Store_10,SKU_135,11,19.61,2024-03-04
Store_6,SKU_164,18,14.01,2023-04-19
Store_7,SKU_163,15,8.23,2023-08-19
Store_3,SKU_122,13,8.28,2024-04-05
Store_8,SKU_183,6,17.56,2023-12-09
Store_7,SKU_174,14,24.39,2023-04-11
Store_4,SKU_181,1,16.04,2024-02-25
Store_10,SKU_179,17,24.97,2023-05-22
Store_1,SKU_141,20,7.37,2024-02-23
Store_2,SKU_147,1,18.96,2024-04-28
Store_9,SKU_165,7,21.48,2024-02-03
Store_8,SKU_147,8,5.62,2023-06-15
Store_6,SKU_116,10,3.02,2023-07-24
Store_4,SKU_173,15,12.29,2023-02-01
Store_4,SKU_122,15,13.26,2024-03-30
Store_10,SKU_142,6,7.25,2023-04-24
Store_1,SKU_195,2,17.53,2023-03-13
Store_9,SKU_160,13,3.15,2024-02-21
Store_5,SKU_191,18,4.34,2024-03-03
Store_8,SKU_161,2,8.38,2023-01-25
Store_1,SKU_146,13,18.34,2024-02-12
Store_8,SKU_154,4,3.94,2024-06-07
Store_10,SKU_196,4,18.47,2023-09-26
Store_7,SKU_184,11,4.84,2024-01-11
Store_8,SKU_126,9,3.78,2023-09-06
Store_8,SKU_190,16,19.18,2023-03-17
Store_6,SKU_137,15,9.27,2023-09-24
Store_5,SKU_172,9,15.47,2024-04-06
Store_3,SKU_166,10,2.11,2023-05-24
Store_10,SKU_146,10,8.71,2024-01-15
Store_10,SKU_181,10,12.67,2023-06-12
Store_5,SKU_119,5,4.94,2024-03-26
Store_7,SKU_132,8,2.16,2023-10-27
Store_10,SKU_138,5,15.23,2023-08-05
Store_6,SKU_192,17,19.02,2023-09-23
Store_7,SKU_161,20,22.65,2024-06-13
Store_3,SKU_175,17,8.89,2023-12-19
Store_7,SKU_162,6,21.96,2024-01-19
Store_3,SKU_161,13,1.83,2024-05-08
Store_6,SKU_128,10,6.35,2023-03-08
Store_5,SKU_177,4,16.77,2023-06-03
Store_8,SKU_158,19,22.95,2024-01-01
Store_9,SKU_129,7,10.04,2023-01-13
Store_7,SKU_180,4,23.87,2023-02-03
Store_2,SKU_134,18,24.1,2024-06-03
Store_1,SKU_157,19,13.79,2023-03-23
Store_5,SKU_194,6,17.71,2023-09-08
Store_4,SKU_188,15,5.67,2023-09-08
Store_9,SKU_135,3,18.96,2023-09-30
Store_3,SKU_166,10,2.93,2023-03-07
Store_4,SKU_174,19,12.72,2023-08-22
Store_9,SKU_106,11,20.07,2023-04-11
Store_4,SKU_161,4,11.88,2023-03-16
Store_4,SKU_112,18,15.35,2024-05-02
Store_5,SKU_172,1,15.17,2024-05-13
Store_8,SKU_199,7,15.34,2023-04-25
Store_1,SKU_132,14,15.63,2024-04-12
Store_3,SKU_142,17,12.86,2024-05-19
Store_5,SKU_133,18,7.35,2023-10-18
Store_9,SKU_164,10,16.21,2023-10-09
Store_3,SKU_162,1,9.0,2023-04-25
Store_8,SKU_163,6,5.7,2024-06-05
Store_5,SKU_112,15,9.55,2024-03-18
Store_4,SKU_199,4,19.43,2023-07-07
Store_5,SKU_164,10,9.02,2023-08-07
Store_2,SKU_187,10,23.3,2024-04-28
Store_10,SKU_186,5,9.11,2023-08-04
Store_7,SKU_121,6,15.84,2023-07-16
Store_6,SKU_166,16,16.86,2023-06-10
Store_5,SKU_129,9,12.59,2024-03-02
Store_6,SKU_118,10,9.34,2023-11-07
Store_6,SKU_157,10,11.49,2023-12-29
Store_7,SKU_100,13,2.8,2024-02-07
Store_6,SKU_182,5,24.41,2024-02-23
Store_1,SKU_190,7,6.4,2023-10-08
Store_5,SKU_147,1,9.06,2023-09-20
Store_6,SKU_171,18,18.87,2024-01-27
Store_10,SKU_164,15,21.63,2023-08-09
Store_2,SKU_131,6,9.15,2023-04-20
Store_10,SKU_160,2,19.86,2024-05-06
Store_8,SKU_131,9,24.69,2024-02-04
Store_1,SKU_112,2,16.53,2024-01-20
Store_9,SKU_147,15,23.2,2023-10-10
Store_8,SKU_117,3,9.13,2023-04-24
Store_3,SKU_119,19,8.52,2024-02-28
Store_9,SKU_111,15,7.26,2023-07-24
Store_9,SKU_167,10,17.7,2023-09-24
Store_2,SKU_189,11,23.99,2023-05-24
Store_8,SKU_195,7,5.83,2024-01-05
Store_4,SKU_158,12,9.33,2024-04-24
Store_5,SKU_177,1,4.8,2023-09-23
Store_7,SKU_150,16,20.26,2024-02-25
Store_9,SKU_147,1,14.79,2023-03-03
Store_9,SKU_141,18,13.06,2023-02-02
Store_2,SKU_194,3,14.78,2023-12-08
Store_9,SKU_120,17,21.39,2023-04-26
Store_10,SKU_159,20,16.78,2023-03-31
Store_2,SKU_198,14,20.72,2023-07-15
Store_8,SKU_194,5,16.79,2024-04-21
Store_3,SKU_182,19,9.49,2023-03-16
Store_7,SKU_102,13,15.01,2024-06-24
Store_10,SKU_149,1,1.7,2023-01-07
Store_7,SKU_119,9,21.61,2023-11-27
Store_9,SKU_158,7,19.59,2023-12-01
Store_10,SKU_119,7,19.67,2023-12-30
Store_5,SKU_123,4,2.12,2023-07-31
Store_3,SKU_169,12,23.93,2023-02-10
Store_6,SKU_129,7,6.24,2023-12-02
Store_7,SKU_134,8,23.5,2023-06-17
Store_6,SKU_103,5,22.12,2023-08-11
Store_2,SKU_148,1,11.93,2024-03-26
Store_7,SKU_106,15,11.81,2023-08-02
Store_4,SKU_198,13,15.37,2023-07-23
Store_2,SKU_122,17,22.96,2023-05-08
Store_2,SKU_120,7,4.33,2024-06-12
Store_10,SKU_145,11,11.26,2024-05-15
Store_2,SKU_164,12,12.73,2023-08-04
Store_2,SKU_158,1,1.67,2024-06-04
Store_7,SKU_112,12,9.97,2024-03-06
Store_2,SKU_155,10,6.89,2023-11-14
Store_7,SKU_160,1,23.86,2023-03-28
Store_6,SKU_105,5,21.41,2023-10-09
Store_10,SKU_101,5,13.69,2023-07-01
Store_8,SKU_197,2,2.94,2023-05-24
Store_5,SKU_147,20,11.25,2023-08-03
Store_7,SKU_122,6,23.5,2023-06-11
Store_3,SKU_146,4,19.98,2023-06-05
Store_8,SKU_126,10,10.99,2023-01-31
Store_5,SKU_179,11,2.17,2024-01-18
Store_6,SKU_103,16,2.3,2023-01-27
Store_7,SKU_105,18,10.36,2023-05-28
Store_3,SKU_120,4,1.85,2024-06-21
Store_2,SKU_153,3,4.14,2023-08-17
Store_8,SKU_153,18,11.85,2024-05-02
Store_5,SKU_160,16,22.64,2023-01-01
Store_3,SKU_141,18,10.09,2023-09-21
Store_8,SKU_163,19,6.11,2023-04-09
Store_9,SKU_116,5,6.8,2023-08-13
Store_2,SKU_191,13,8.13,2023-03-26
Store_4,SKU_128,9,5.84,2023-04-18
Store_6,SKU_190,15,17.21,2023-11-05
Store_9,SKU_173,9,19.36,2024-06-16
Store_6,SKU_154,12,17.04,2023-05-15
Store_7,SKU_180,2,20.16,2023-02-05
Store_1,SKU_118,2,21.13,2023-07-06
Store_3,SKU_150,11,1.78,2023-09-01
Store_8,SKU_144,7,16.27,2024-05-07
Store_8,SKU_127,15,16.1,2024-02-20
Store_2,SKU_195,9,16.9,2024-03-26
Store_6,SKU_143,6,7.5,2024-06-10
Store_9,SKU_158,4,17.2,2024-05-14
Store_9,SKU_133,3,19.88,2023-12-17
Store_1,SKU_169,5,3.72,2024-03-12
Store_2,SKU_115,18,18.25,2024-04-13
Store_6,SKU_139,15,11.75,2023-05-10
Store_9,SKU_123,13,20.77,2023-03-26
Store_4,SKU_118,8,19.73,2024-06-07
Store_6,SKU_167,20,19.83,2023-07-23
Store_1,SKU_168,12,14.18,2024-06-21
Store_6,SKU_120,4,17.49,2023-06-20
Store_3,SKU_169,20,11.46,2023-08-20
Store_5,SKU_106,13,8.47,2023-07-27
Store_7,SKU_160,15,9.07,2024-06-18
Store_1,SKU_109,9,18.15,2023-11-04
Store_4,SKU_193,20,15.46,2023-11-16
Store_1,SKU_196,14,4.8,2023-03-10
Store_3,SKU_197,8,10.69,2024-05-07
Store_7,SKU_150,19,6.04,2023-06-13
Store_2,SKU_128,9,4.8,2023-12-25
Store_2,SKU_192,19,23.69,2024-02-16
Store_4,SKU_156,5,17.3,2023-06-05
Store_1,SKU_181,4,13.73,2023-12-02
Store_2,SKU_198,20,12.57,2024-06-20
Store_5,SKU_115,18,18.96,2024-03-24
Store_3,SKU_109,11,22.07,2024-04-10
Store_7,SKU_132,4,16.23,2023-02-11
Store_10,SKU_121,16,19.32,2024-03-12
Store_9,SKU_113,3,24.94,2023-08-19
Store_4,SKU_185,16,21.16,2024-01-07
Store_7,SKU_107,4,21.83,2024-03-18
Store_5,SKU_132,17,9.23,2023-10-14
Store_6,SKU_110,1,3.88,2023-09-15
Store_4,SKU_174,16,6.7,2024-05-12
Store_5,SKU_113,16,14.68,2024-03-20
Store_10,SKU_166,13,2.49,2024-01-20
Store_10,SKU_182,4,15.03,2023-04-21
Store_4,SKU_146,19,17.31,2023-05-01
Store_7,SKU_191,2,9.66,2024-03-07
Store_8,SKU_173,17,2.38,2024-03-26
Store_7,SKU_185,1,6.58,2024-02-13
Store_1,SKU_180,11,3.82,2023-07-05
Store_1,SKU_193,15,21.46,2024-02-27
Store_6,SKU_187,12,9.78,2023-09-17
Store_5,SKU_157,2,9.13,2023-09-12
Store_3,SKU_126,18,19.61,2023-09-27
Store_7,SKU_196,12,19.85,2023-11-26
Store_8,SKU_111,11,9.77,2023-06-26
Store_6,SKU_139,4,22.98,2023-08-22
Store_7,SKU_140,20,13.18,2023-04-03
Store_7,SKU_125,9,21.62,2023-07-10
Store_6,SKU_143,15,22.55,2024-05-12
