customer_id,points_earned,txn_amount,txn_date
CUST_1650,62,173.45,2023-07-20
CUST_1854,34,263.46,2023-09-09
CUST_3293,270,189.11,2024-06-02
CUST_4039,236,210.84,2024-05-09
CUST_1530,189,217.21,2023-11-04
CUST_4654,311,109.24,2023-05-05
CUST_1948,23,130.99,2023-02-24
CUST_3449,323,96.08,2024-01-09
CUST_4915,262,98.48,2024-01-13
CUST_2559,175,294.44,2023-04-27
CUST_1788,212,115.57,2024-05-18
CUST_4202,187,242.09,2024-01-18
CUST_2390,182,179.33,2023-09-02
CUST_1261,471,217.26,2023-01-14
CUST_2012,160,264.32,2023-04-19
CUST_451,98,91.28,2023-06-05
CUST_1618,266,266.37,2023-08-12
CUST_4207,39,63.18,2023-07-05
CUST_1739,175,77.3,2024-04-23
CUST_1007,64,138.29,2023-09-20
CUST_603,246,167.81,2024-03-26
CUST_4269,260,258.19,2024-01-05
CUST_1449,443,283.58,2024-01-28
CUST_3886,148,66.53,2023-12-02
CUST_904,222,91.12,2023-04-08
CUST_553,39,106.97,2024-02-13
CUST_173,435,224.35,2024-03-12
CUST_1556,476,78.89,2023-10-18
CUST_44,249,110.11,2023-02-08
CUST_1946,382,74.63,2023-11-03
CUST_4650,496,257.08,2024-01-10
CUST_3892,13,87.15,2024-05-27
CUST_4374,44,105.62,2023-05-11
CUST_1745,402,261.89,2023-09-13
CUST_4125,391,224.82,2024-05-31
CUST_372,68,204.39,2023-08-13
CUST_3361,390,12.18,2023-04-21
CUST_2291,52,121.45,2024-02-28
CUST_4179,415,33.61,2024-02-01
CUST_2814,382,219.93,2023-09-10
CUST_3507,488,79.25,2024-05-15
CUST_931,300,234.72,2023-03-15
CUST_981,267,81.71,2023-06-24
CUST_3335,29,157.32,2023-03-30
CUST_2460,194,244.6,2024-04-22
CUST_681,277,295.08,2023-12-20
CUST_4529,499,133.54,2024-04-06
CUST_2773,491,165.28,2024-06-15
CUST_3782,373,50.26,2024-04-11
CUST_3705,307,109.99,2024-02-16
CUST_1778,174,280.2,2023-02-15
CUST_4591,327,289.91,2024-06-09
CUST_1789,109,57.11,2023-12-12
CUST_4060,187,186.66,2023-12-08
CUST_2553,399,168.44,2024-05-06
CUST_3215,317,138.68,2024-05-12
CUST_2506,103,61.87,2023-02-14
CUST_1313,165,91.36,2023-02-10
CUST_4280,323,25.73,2023-12-09
CUST_4023,406,19.83,2023-08-14
CUST_2204,25,52.06,2023-05-14
CUST_920,449,157.33,2023-09-23
CUST_4137,176,180.86,2024-05-10
CUST_4295,367,221.52,2023-06-05
CUST_4571,464,136.02,2024-02-04
CUST_2083,487,176.6,2023-04-28
CUST_4797,211,171.51,2024-03-17
CUST_726,196,199.97,2023-01-16
CUST_823,11,290.44,2023-12-01
CUST_4375,394,88.67,2023-04-15
CUST_2950,332,63.55,2023-06-02
CUST_159,171,254.62,2023-10-12
CUST_2725,275,173.38,2024-05-11
CUST_4999,61,193.02,2023-03-13
CUST_4741,193,53.03,2024-01-11
CUST_2306,477,123.59,2023-04-21
CUST_4979,264,252.7,2023-02-22
CUST_3640,438,148.19,2023-04-15
CUST_2546,477,209.8,2024-03-06
CUST_3639,76,18.94,2023-02-23
CUST_1250,185,237.57,2023-06-21
CUST_3656,468,290.98,2024-01-15
CUST_4212,173,199.53,2023-06-10
CUST_842,82,43.39,2024-05-12
CUST_4350,190,117.78,2024-04-25
CUST_4322,211,169.18,2023-11-09
CUST_4467,242,246.83,2023-10-25
CUST_197,321,239.31,2023-12-15
CUST_887,207,210.78,2023-05-15
CUST_585,243,146.85,2023-06-27
CUST_3704,430,184.77,2024-01-30
CUST_683,480,150.26,2024-05-17
CUST_267,441,206.25,2023-08-31
CUST_984,335,142.18,2024-01-27
CUST_2504,140,116.95,2023-10-15
CUST_3945,406,283.48,2023-03-31
CUST_500,113,123.25,2023-08-13
CUST_3979,124,293.7,2024-06-06
CUST_4887,48,40.98,2023-09-08
CUST_1665,451,215.87,2023-09-16
CUST_1890,474,28.23,2023-04-27
CUST_4529,254,265.08,2023-10-14
CUST_1070,262,89.01,2023-07-04
CUST_2680,84,97.24,2023-08-09
CUST_2377,126,180.89,2023-04-30
CUST_156,69,17.11,2023-10-05
CUST_82,241,98.56,2024-06-17
CUST_451,67,187.33,2024-05-27
CUST_3463,128,140.38,2024-04-16
CUST_3200,98,268.09,2024-05-29
CUST_2598,24,194.23,2023-06-10
CUST_1122,148,221.09,2023-11-02
CUST_2504,191,62.73,2023-03-13
CUST_2086,106,290.27,2023-03-27
CUST_495,147,199.7,2023-01-08
CUST_1538,449,161.4,2024-02-22
CUST_4839,362,218.2,2024-03-02
CUST_2525,235,102.99,2024-06-01
CUST_714,272,124.22,2023-12-17
CUST_899,139,16.28,2024-01-23
CUST_2672,149,198.41,2023-07-13
CUST_3315,453,17.94,2023-01-26
CUST_1741,104,113.37,2023-12-11
CUST_2429,284,240.76,2024-04-26
CUST_561,92,31.14,2024-05-20
CUST_4332,436,71.05,2024-03-03
CUST_3709,135,180.52,2024-04-21
CUST_4545,500,291.84,2024-03-24
CUST_694,105,257.24,2023-09-23
CUST_427,276,192.61,2024-03-31
CUST_2898,254,256.35,2023-10-27
CUST_3668,62,40.3,2023-01-08
CUST_2684,385,212.99,2023-06-10
CUST_4902,209,109.5,2023-05-29
CUST_4599,239,77.68,2023-08-13
CUST_2434,47,241.04,2023-07-20
CUST_74,190,21.58,2023-06-09
CUST_2984,236,168.44,2024-01-25
CUST_3214,429,226.51,2024-01-31
CUST_1179,408,137.77,2024-01-23
CUST_521,79,213.42,2023-07-29
CUST_886,127,246.38,2023-02-18
CUST_3249,186,81.13,2023-07-07
CUST_1852,467,173.91,2023-08-30
CUST_4376,198,24.73,2024-04-05
CUST_2967,102,79.99,2024-03-25
CUST_3043,421,229.61,2023-12-24
CUST_4997,347,63.51,2023-09-26
CUST_3113,247,215.36,2024-06-09
CUST_961,320,79.21,2023-02-05
CUST_2490,120,205.08,2023-11-07
CUST_4608,67,228.93,2024-01-15
CUST_1282,264,132.2,2023-08-14
CUST_2627,233,208.04,2023-07-28
CUST_634,149,198.68,2023-12-26
CUST_3953,409,25.44,2023-08-07
CUST_2776,199,39.27,2024-05-30
CUST_1816,459,163.49,2023-04-16
CUST_1812,499,278.77,2023-09-20
CUST_3118,47,260.51,2024-02-23
CUST_1592,194,210.48,2023-03-19
CUST_2933,262,276.28,2023-10-08
CUST_204,497,57.95,2023-11-24
CUST_2878,352,234.6,2024-04-09
CUST_504,49,42.97,2023-01-08
CUST_4682,181,255.08,2023-04-16
CUST_1401,287,107.31,2024-01-06
CUST_357,283,55.3,2023-08-23
CUST_3585,304,30.33,2023-01-12
CUST_4145,484,148.75,2023-02-11
CUST_4814,436,170.39,2024-05-20
CUST_4591,265,96.19,2023-02-13
CUST_1993,150,145.99,2024-02-22
CUST_3645,95,224.17,2023-09-02
CUST_498,28,176.22,2023-09-03
CUST_3432,120,76.71,2023-02-08
CUST_854,229,24.89,2024-01-20
CUST_1200,240,236.29,2023-06-07
CUST_720,252,170.52,2023-06-07
CUST_3835,236,281.99,2023-07-07
CUST_2914,365,17.56,2023-02-28
CUST_4553,407,76.93,2023-03-23
CUST_2589,56,54.17,2023-12-29
CUST_4471,120,291.32,2023-07-29
CUST_2037,125,190.32,2024-06-03
CUST_1758,487,92.96,2023-07-18
CUST_1415,219,262.22,2023-05-28
CUST_2072,15,245.83,2023-05-26
CUST_3960,152,244.87,2023-04-18
CUST_816,154,210.4,2024-01-06
CUST_1956,291,68.15,2024-05-06
CUST_1740,214,147.95,2023-08-16
CUST_3651,228,57.02,2023-02-11
CUST_146,359,263.42,2024-06-13
CUST_3339,19,109.05,2023-12-21
CUST_2558,15,172.82,2023-11-13
CUST_4079,434,231.31,2023-10-30
CUST_145,28,51.6,2023-04-22
CUST_4057,295,185.58,2023-12-15
CUST_4426,256,205.96,2024-02-28
CUST_987,232,91.52,2023-05-03
CUST_1028,499,277.6,2023-02-20
CUST_4175,481,174.84,2023-07-17
CUST_2722,108,196.91,2024-01-24
CUST_3277,120,24.4,2024-04-28
CUST_4441,241,47.49,2023-06-18
CUST_3726,335,72.81,2023-12-30
CUST_877,450,231.49,2023-07-02
CUST_1834,137,171.98,2023-03-18
CUST_3679,301,55.63,2023-03-03
CUST_2321,216,296.8,2024-05-14
CUST_1303,94,49.25,2023-05-22
CUST_2468,202,271.63,2023-10-04
CUST_3298,456,200.47,2023-09-10
CUST_3106,220,173.91,2023-05-20
CUST_3170,455,174.95,2024-05-08
CUST_1607,11,62.77,2023-07-21
CUST_754,170,230.85,2023-10-22
CUST_2213,311,135.44,2023-09-22
CUST_4377,348,246.43,2023-09-21
CUST_3705,64,268.45,2023-11-15
CUST_4073,200,226.81,2024-02-16
CUST_4180,195,195.08,2023-10-21
CUST_4594,137,239.41,2023-11-10
CUST_4866,415,156.98,2023-01-20
CUST_4507,51,104.6,2023-02-25
CUST_3108,391,95.11,2023-02-23
CUST_1763,348,219.25,2023-07-26
CUST_3142,359,57.44,2023-12-30
CUST_389,282,112.28,2023-10-16
CUST_2613,56,96.72,2023-12-15
CUST_3727,80,295.99,2024-01-11
CUST_4598,61,119.79,2023-06-12
CUST_2658,327,253.71,2023-02-05
CUST_2657,81,121.42,2023-02-16
CUST_3411,312,143.61,2023-03-23
CUST_4883,264,123.11,2023-03-14
CUST_997,165,169.13,2023-08-14
CUST_2169,414,151.87,2023-06-09
CUST_3489,30,104.05,2024-01-17
CUST_1266,441,23.43,2023-01-19
CUST_517,171,141.22,2023-12-11
CUST_205,102,82.95,2023-05-23
CUST_223,189,72.26,2023-04-26
CUST_3542,113,181.92,2023-06-04
CUST_2033,295,104.41,2024-02-03
CUST_4924,32,115.12,2024-03-16
CUST_3093,88,110.23,2023-08-05
CUST_3029,154,161.33,2024-02-11
CUST_4808,439,277.79,2023-04-18
CUST_893,413,197.04,2023-02-25
CUST_402,412,286.42,2024-05-05
CUST_859,490,41.01,2023-05-09
CUST_3443,149,79.72,2024-05-03
CUST_266,212,145.81,2024-03-20
CUST_2163,247,210.54,2023-05-23
CUST_169,256,238.87,2024-01-06
CUST_1429,325,139.32,2023-03-13
CUST_2901,288,223.86,2023-06-21
CUST_877,134,49.59,2024-05-02
CUST_4209,252,112.53,2023-06-28
CUST_4228,458,178.25,2023-06-04
CUST_3037,212,145.88,2023-01-24
CUST_4253,498,51.4,2023-03-12
CUST_1695,30,104.92,2023-11-03
CUST_2223,286,69.08,2023-10-13
CUST_3859,462,65.11,2023-03-08
CUST_179,296,124.07,2023-02-15
CUST_3959,289,144.58,2023-11-28
CUST_432,153,38.06,2024-05-18
CUST_3879,139,284.37,2023-11-20
CUST_1680,85,32.03,2023-09-29
CUST_3433,472,195.74,2024-03-07
CUST_4645,103,227.52,2023-05-30
CUST_419,332,263.87,2023-08-05
CUST_2041,386,253.95,2024-05-09
CUST_3672,490,19.15,2023-09-03
CUST_1723,154,172.25,2024-05-10
CUST_3952,179,165.32,2024-03-04
CUST_461,373,204.51,2023-01-04
CUST_2103,312,181.39,2024-05-04
CUST_2830,239,240.83,2024-03-27
CUST_4029,462,26.61,2023-06-09
CUST_3062,198,65.33,2024-06-01
CUST_3117,211,239.91,2023-03-19
CUST_462,159,271.73,2023-12-23
CUST_2215,286,94.31,2023-11-02
CUST_906,334,41.15,2024-03-22
CUST_3777,55,128.14,2024-03-31
CUST_456,103,236.71,2023-08-31
CUST_1271,473,282.37,2024-06-06
CUST_760,118,209.8,2024-05-29
CUST_361,75,217.71,2023-07-07
CUST_2927,255,107.54,2023-05-31
CUST_3344,489,61.34,2023-07-05
CUST_2420,281,74.69,2023-11-21
CUST_1418,376,50.51,2023-11-21
CUST_306,456,293.53,2023-08-09
CUST_4002,317,121.08,2023-04-09
CUST_790,447,96.78,2024-01-06
CUST_4483,192,86.63,2023-03-03
CUST_1147,485,246.61,2023-03-21
CUST_3547,296,269.52,2024-03-16
CUST_894,183,273.03,2023-03-01
CUST_944,146,71.44,2023-08-31
CUST_150,352,39.8,2024-04-17
CUST_4200,313,55.88,2023-08-10
CUST_2481,425,95.53,2023-01-15
CUST_2611,284,106.64,2023-07-27
CUST_735,473,25.13,2023-04-04
CUST_4927,372,180.0,2024-05-21
CUST_449,245,148.84,2023-06-22
CUST_4005,254,271.92,2023-12-26
CUST_3844,201,65.52,2023-06-01
CUST_2713,224,115.82,2023-08-09
CUST_1248,311,98.54,2023-07-19
CUST_995,86,222.34,2023-01-30
CUST_4383,362,244.27,2024-06-09
CUST_1512,497,227.76,2023-12-17
CUST_4767,451,289.97,2024-02-04
CUST_1854,266,187.94,2023-08-25
CUST_1474,500,133.73,2024-05-25
CUST_404,252,295.49,2024-05-05
CUST_3756,329,13.05,2023-07-06
CUST_1976,115,200.17,2024-05-11
CUST_4378,334,34.27,2023-07-12
CUST_4973,254,206.66,2024-01-21
CUST_3669,297,76.38,2023-03-03
CUST_4314,224,257.88,2024-06-10
CUST_2849,296,186.14,2023-12-20
CUST_1680,441,105.1,2023-04-28
CUST_3305,339,109.71,2024-02-12
CUST_1138,276,174.58,2023-06-01
CUST_1835,377,81.82,2023-12-17
CUST_4597,294,133.03,2024-02-18
CUST_384,93,270.56,2023-03-10
CUST_3261,355,198.67,2023-12-14
CUST_1366,327,180.57,2024-06-22
CUST_3469,393,285.9,2024-03-25
CUST_731,155,135.81,2024-03-30
CUST_1610,76,295.13,2024-02-09
CUST_2761,148,281.89,2024-04-18
CUST_3020,193,269.09,2023-12-03
CUST_2145,483,169.41,2023-07-18
CUST_1703,212,242.21,2023-01-03
CUST_2650,154,100.11,2023-11-29
CUST_3953,299,251.07,2023-09-24
CUST_52,305,58.65,2024-05-08
CUST_4277,300,279.2,2024-02-18
CUST_1171,348,36.2,2023-05-08
CUST_4588,453,164.95,2023-11-21
CUST_1686,318,193.99,2023-08-13
CUST_4865,199,137.09,2023-06-17
CUST_2840,433,15.18,2024-01-31
CUST_1072,173,270.83,2023-12-20
CUST_492,446,163.38,2023-08-06
CUST_290,28,79.05,2023-02-20
CUST_207,404,268.42,2023-04-23
CUST_900,99,135.72,2023-10-07
CUST_74,428,189.36,2023-02-19
CUST_1830,47,50.25,2023-02-24
CUST_3655,351,191.75,2023-02-17
CUST_2304,395,140.95,2023-11-07
CUST_1322,100,127.64,2024-01-27
CUST_2330,28,154.54,2024-02-01
CUST_4464,209,74.66,2023-09-06
CUST_4184,214,261.55,2023-03-31
CUST_2745,377,115.61,2023-09-19
CUST_3862,16,130.61,2023-11-07
CUST_4048,266,25.63,2023-02-05
CUST_37,236,42.69,2023-11-15
CUST_4845,482,161.59,2023-06-22
CUST_4641,14,41.71,2024-05-13
CUST_3492,83,33.66,2024-05-17
CUST_4110,273,146.03,2023-12-10
CUST_2261,174,205.01,2023-03-27
CUST_2036,65,117.44,2023-08-26
CUST_2984,96,207.34,2023-08-04
CUST_1610,398,62.66,2023-11-28
CUST_4538,332,205.45,2023-02-05
CUST_4074,474,248.93,2023-07-09
CUST_4967,314,79.95,2023-11-16
CUST_4920,36,284.95,2023-03-22
CUST_761,76,158.64,2023-04-10
CUST_806,426,219.86,2023-02-25
CUST_1821,143,296.4,2023-05-24
CUST_3220,380,154.62,2023-09-24
CUST_1341,401,125.3,2024-01-10
CUST_4358,472,252.26,2023-02-14
CUST_4190,53,244.73,2024-02-18
CUST_2154,87,78.85,2023-11-22
CUST_4770,50,181.6,2023-07-04
CUST_4489,31,212.75,2024-06-04
CUST_4880,290,198.33,2023-03-14
CUST_3962,432,11.05,2023-03-10
CUST_955,499,279.73,2023-01-18
CUST_4706,379,144.97,2023-04-27
CUST_3690,162,227.17,2023-01-09
CUST_2125,252,192.06,2023-08-18
CUST_1166,54,247.8,2024-06-03
CUST_1771,294,239.57,2024-04-22
CUST_2323,195,116.14,2023-04-29
CUST_3365,338,215.49,2023-12-28
CUST_134,78,91.12,2023-06-13
CUST_2495,480,231.64,2024-03-07
CUST_2806,307,249.17,2024-06-19
CUST_2784,94,281.51,2023-05-28
CUST_2344,79,211.41,2023-07-10
CUST_2372,88,202.36,2023-01-12
CUST_4358,374,250.82,2023-12-23
CUST_1442,336,183.93,2023-08-27
CUST_1537,379,272.94,2023-04-03
CUST_4544,29,149.1,2024-05-04
CUST_1275,150,82.64,2023-05-18
CUST_3267,467,74.23,2023-10-14
CUST_3801,275,170.63,2023-07-07
CUST_2627,417,191.09,2023-10-17
CUST_2679,14,136.68,2023-01-26
CUST_3066,281,217.92,2024-05-14
CUST_2854,260,288.44,2023-06-04
CUST_4874,89,234.09,2023-10-07
CUST_3847,223,86.8,2024-05-31
CUST_353,396,213.59,2023-01-21
CUST_2099,233,188.01,2024-03-11
CUST_3349,160,90.01,2023-04-27
CUST_1922,444,219.03,2023-05-21
CUST_650,404,271.51,2023-01-10
CUST_569,182,261.93,2023-10-25
CUST_539,386,22.76,2024-01-10
CUST_904,235,151.4,2023-12-23
CUST_3849,490,258.17,2023-12-03
CUST_680,342,54.28,2024-01-22
CUST_4100,498,254.41,2024-01-17
CUST_3134,91,124.18,2024-01-23
CUST_4789,53,34.33,2023-02-21
CUST_1969,402,57.64,2024-03-17
CUST_1298,201,64.63,2024-02-02
CUST_3557,118,20.69,2024-06-20
CUST_498,71,192.38,2024-04-08
CUST_1015,355,228.73,2023-08-04
CUST_4565,293,287.1,2024-02-06
CUST_4318,35,267.67,2024-04-01
CUST_1098,128,38.62,2023-09-12
CUST_4682,486,107.54,2023-11-10
CUST_2091,470,236.1,2024-02-16
CUST_4043,28,103.34,2023-03-21
CUST_1762,461,278.68,2023-01-16
CUST_771,380,94.32,2024-05-09
CUST_335,67,20.54,2024-03-04
CUST_4211,252,58.68,2023-12-22
CUST_516,403,35.43,2023-10-31
CUST_1985,494,176.07,2023-03-23
CUST_91,477,265.81,2023-08-26
CUST_632,423,28.08,2023-08-05
CUST_4724,207,229.91,2023-04-10
CUST_2545,386,262.68,2023-03-27
CUST_77,237,276.65,2023-04-27
CUST_2154,131,244.75,2024-01-28
CUST_3292,440,69.98,2023-06-01
CUST_1521,143,73.76,2023-10-18
CUST_1217,141,217.96,2023-05-27
CUST_4702,486,107.28,2023-07-11
CUST_1968,289,96.18,2024-01-19
CUST_1446,169,18.7,2023-02-12
CUST_2566,104,297.79,2024-05-07
CUST_213,363,125.13,2024-02-09
CUST_2206,388,272.45,2024-01-13
CUST_814,124,195.44,2023-05-07
CUST_3359,482,79.29,2023-01-03
CUST_2412,41,233.13,2024-05-06
CUST_4979,399,86.6,2023-03-26
CUST_4161,193,47.91,2023-06-14
CUST_2550,412,68.21,2023-02-07
CUST_47,208,267.25,2023-01-09
CUST_489,492,102.19,2023-08-26
CUST_3601,287,50.44,2023-10-03
CUST_4009,110,99.04,2024-04-25
CUST_3794,369,286.79,2023-12-20
CUST_2321,227,204.85,2023-07-25
CUST_3544,256,224.98,2023-05-30
CUST_4903,292,159.82,2023-11-16
CUST_739,328,184.2,2023-12-13
CUST_3622,484,81.61,2024-04-05
CUST_3322,17,134.27,2024-03-17
CUST_4888,114,236.37,2024-01-13
CUST_1310,156,102.4,2024-05-18
CUST_2166,459,44.03,2023-10-16
CUST_1720,324,118.91,2023-12-25
CUST_271,279,236.42,2024-02-10
CUST_2507,271,183.24,2023-02-15
CUST_42,336,32.13,2023-09-18
CUST_720,453,268.77,2024-01-11
CUST_4741,227,272.75,2023-10-28
CUST_1593,498,124.12,2024-04-15
CUST_2593,205,35.19,2023-10-31
CUST_1922,156,189.55,2023-03-07
CUST_757,380,120.84,2023-07-22
CUST_3020,175,212.25,2024-04-27
CUST_876,484,10.23,2023-08-02
CUST_4336,406,168.01,2023-07-24
CUST_2979,203,65.57,2023-07-07
CUST_1866,392,228.06,2024-04-29
CUST_4342,301,203.58,2024-05-11
CUST_791,309,281.49,2023-01-21
CUST_1412,114,37.58,2023-06-17
CUST_843,60,298.53,2023-05-13
CUST_2707,133,299.12,2023-07-01
CUST_2242,461,85.7,2023-01-11
CUST_3,442,142.79,2023-10-28
CUST_727,442,31.16,2023-05-13
CUST_1437,173,180.11,2023-05-07
CUST_3704,450,176.46,2024-02-11
CUST_3365,60,45.93,2023-12-28
CUST_2877,132,22.67,2023-07-15
CUST_3296,479,284.45,2023-08-10
CUST_4745,180,181.5,2023-08-08
CUST_3901,252,156.09,2024-01-08
CUST_4037,377,263.46,2024-05-10
CUST_1378,234,251.2,2023-04-15
CUST_2951,67,281.69,2024-03-05
CUST_4879,91,100.22,2023-09-20
CUST_59,40,242.57,2023-04-21
CUST_4948,28,15.66,2024-02-24
CUST_695,272,292.28,2023-10-06
CUST_3383,218,262.43,2023-09-04
CUST_3355,207,250.19,2023-02-06
CUST_57,443,59.06,2023-03-31
CUST_661,57,213.27,2023-02-10
CUST_2998,68,205.37,2023-10-07
CUST_4351,426,228.04,2024-06-01
CUST_2161,238,142.95,2023-09-09
CUST_472,64,32.92,2023-03-14
CUST_3325,36,10.82,2023-02-01
CUST_4351,180,179.45,2023-01-07
CUST_3953,32,122.79,2023-08-18
CUST_2280,177,116.55,2023-06-29
CUST_4746,197,274.98,2023-04-29
CUST_1043,93,197.28,2023-08-16
CUST_3543,442,106.59,2024-03-07
CUST_992,254,194.02,2023-01-27
CUST_2907,223,175.01,2023-02-24
CUST_4905,380,221.97,2023-10-30
CUST_2669,236,244.11,2023-10-15
CUST_4029,70,84.88,2023-10-09
CUST_2896,47,60.84,2023-08-04
CUST_2282,450,217.02,2023-02-17
CUST_2587,270,61.14,2023-05-07
CUST_1813,426,123.66,2023-11-13
CUST_4151,380,117.28,2024-03-20
CUST_3955,430,192.3,2024-02-02
CUST_1872,25,53.51,2023-09-29
CUST_795,49,143.22,2024-06-08
CUST_2723,453,136.65,2023-11-12
CUST_2720,42,57.72,2024-06-14
CUST_2146,29,87.77,2024-01-18
CUST_2557,189,195.63,2023-07-22
CUST_3482,487,281.53,2024-04-19
CUST_2815,166,29.54,2023-05-16
CUST_595,155,207.85,2023-06-23
CUST_3912,253,173.08,2023-02-06
CUST_4593,440,222.81,2023-03-19
CUST_4939,363,75.57,2023-07-28
CUST_3611,385,168.81,2024-01-13
CUST_3623,219,261.43,2023-09-23
CUST_2787,162,154.98,2023-01-03
CUST_2164,420,87.37,2024-05-22
CUST_1751,51,81.35,2023-12-11
CUST_3417,255,160.9,2024-05-27
CUST_3498,101,277.49,2023-07-24
CUST_4603,149,220.97,2024-05-21
CUST_1660,430,147.96,2023-06-01
CUST_325,170,192.74,2023-10-31
CUST_587,412,137.32,2024-05-01
CUST_1907,90,52.44,2024-05-07
CUST_3548,66,67.26,2023-07-17
CUST_2527,103,14.64,2023-04-23
CUST_1073,289,150.02,2023-02-24
CUST_2331,379,11.55,2023-09-06
CUST_3345,102,150.23,2023-07-27
CUST_3193,89,177.88,2023-12-10
CUST_1049,383,252.37,2023-06-04
CUST_1036,315,74.32,2023-10-29
CUST_3760,142,214.22,2024-03-15
CUST_418,275,48.63,2023-06-06
CUST_3966,188,182.31,2023-01-27
CUST_867,238,230.37,2024-06-10
CUST_616,402,38.58,2023-08-12
CUST_649,374,253.84,2023-01-27
CUST_117,399,64.97,2023-10-22
CUST_1608,224,12.31,2023-02-25
CUST_3852,274,42.22,2023-05-25
CUST_2934,367,162.02,2024-03-30
CUST_2924,377,112.91,2024-05-01
CUST_4277,440,30.11,2023-06-13
CUST_4781,117,41.44,2023-02-15
CUST_4196,305,126.51,2023-08-20
CUST_3046,105,76.84,2024-01-08
CUST_1974,453,290.63,2023-08-22
CUST_3435,100,126.6,2024-06-13
CUST_154,129,253.31,2023-12-21
CUST_72,465,91.49,2023-12-02
CUST_4544,205,199.4,2023-10-03
CUST_390,50,127.68,2023-04-19
CUST_1210,328,26.97,2023-07-30
CUST_2551,358,232.08,2023-02-19
CUST_4804,345,165.49,2023-04-17
CUST_4865,208,211.51,2023-08-12
CUST_4016,109,65.17,2023-02-10
CUST_3013,224,211.74,2023-07-07
CUST_589,499,86.7,2024-02-06
CUST_352,206,46.76,2023-06-05
CUST_294,89,87.87,2023-09-28
CUST_4466,300,82.36,2024-06-14
CUST_1031,64,275.51,2023-10-27
CUST_972,174,46.67,2023-04-27
CUST_1008,103,165.98,2023-07-21
CUST_738,419,288.93,2023-10-28
CUST_3765,255,297.51,2023-07-07
CUST_2942,424,175.26,2024-01-01
CUST_2944,137,229.21,2023-07-05
CUST_1346,172,259.86,2023-09-30
CUST_3641,192,175.57,2023-10-01
CUST_3185,98,97.05,2024-04-28
CUST_4868,403,284.32,2023-07-01
CUST_865,277,277.04,2024-03-07
CUST_1366,275,172.75,2023-12-02
CUST_4234,73,139.11,2023-07-04
CUST_3497,77,87.91,2023-06-16
CUST_1051,86,296.29,2024-01-02
CUST_660,231,263.33,2023-08-20
CUST_427,291,76.65,2023-05-15
CUST_4243,163,209.93,2024-06-12
CUST_720,350,15.89,2024-03-15
CUST_1400,461,63.2,2024-02-22
CUST_4988,50,183.83,2023-11-25
CUST_3405,467,136.6,2023-01-13
CUST_1112,177,268.59,2023-09-21
CUST_2741,204,200.78,2024-01-12
CUST_2761,200,180.54,2024-04-04
CUST_4543,140,43.52,2023-07-27
CUST_1358,68,276.07,2024-03-21
CUST_2833,387,209.07,2024-06-07
CUST_2783,200,192.69,2023-05-03
CUST_4546,498,158.92,2023-07-13
CUST_4691,345,140.91,2024-03-18
CUST_4278,160,144.62,2023-09-02
CUST_3158,184,175.11,2023-08-12
CUST_4045,386,134.81,2023-06-25
CUST_1004,479,210.43,2023-03-07
CUST_3920,207,230.34,2023-04-15
CUST_2698,389,270.18,2023-05-05
CUST_3421,197,223.41,2024-05-28
CUST_2231,372,280.15,2023-01-03
CUST_468,474,268.98,2024-04-25
CUST_1329,474,161.72,2024-04-02
CUST_349,72,13.42,2023-10-20
CUST_3838,383,214.05,2024-03-23
CUST_2874,347,89.61,2023-10-08
CUST_3486,32,280.58,2024-01-02
CUST_477,488,217.65,2023-06-18
CUST_4288,236,69.84,2023-03-06
CUST_3257,177,266.42,2023-12-08
CUST_4991,38,111.55,2023-03-05
CUST_4200,17,110.92,2023-08-31
CUST_2204,224,106.16,2023-08-16
CUST_1242,159,216.03,2023-07-27
CUST_211,253,297.81,2023-07-31
CUST_355,293,155.17,2023-08-20
CUST_2243,392,195.73,2023-12-13
CUST_2538,399,160.16,2023-08-27
CUST_1761,398,146.68,2024-06-22
CUST_1938,266,180.63,2024-02-27
CUST_409,274,187.38,2024-03-03
CUST_1540,375,201.79,2024-05-17
CUST_2788,159,280.65,2024-02-11
CUST_2052,221,226.55,2024-03-27
CUST_690,338,19.52,2023-03-25
CUST_1547,329,262.47,2023-10-01
CUST_693,226,232.16,2023-02-24
CUST_2906,275,154.24,2023-09-12
CUST_2097,212,15.83,2023-04-17
CUST_1147,171,68.72,2023-02-25
CUST_2959,440,215.2,2023-01-13
CUST_2320,30,79.94,2024-06-11
CUST_2508,327,177.44,2023-10-01
CUST_4669,196,221.25,2023-03-11
CUST_26,69,273.94,2023-09-21
CUST_2400,498,187.88,2024-04-17
CUST_1568,495,101.63,2023-01-21
CUST_1026,170,273.2,2023-09-18
CUST_433,172,238.06,2023-08-17
CUST_1559,176,116.82,2023-04-06
CUST_3392,412,202.07,2023-07-04
CUST_210,297,183.17,2023-01-08
CUST_4553,346,293.78,2023-07-26
CUST_2636,329,296.71,2023-12-26
CUST_4441,441,27.63,2024-02-12
CUST_3478,404,89.99,2024-02-20
CUST_3469,240,66.3,2023-01-31
CUST_2570,30,53.12,2024-05-12
CUST_1580,451,122.9,2024-03-25
CUST_4503,161,157.86,2023-04-08
CUST_3753,471,258.52,2024-04-04
CUST_2602,435,163.0,2023-12-07
CUST_673,224,119.88,2023-05-02
CUST_1972,342,89.88,2024-05-10
